Customer Billing Account.CustomerBillingAccount.ID,Digital Identity.NetworkCredential.ID (MSISDN),Plan ID,productOffering.planType,Customer Plan Name,productOffering.businessType,productOffering.market segment,productOffering.customerType,Price,Activation Fee,Customer Subscription Start Date,Customer subscription end date,Length of customer relationship (In Months),Subscription Status,Time Since last purchase or engagement (In Months),Party.Party Demographic.PartyDemographicValue.value(Age),Party.Individual.gender,Party.Party Demographic.PartyDemographicValue.value(Income Level),Party.Party Demographic.PartyDemographicValue.value(Education),Individual.maritalStatus (Family Structure),Location.Geographic Place.GeographicState.name,Age Group,VIP Group,No Of Lines,Usage From Period,Usage To Period,Product.Networkproduct.ConsumptionSummary.value (Data Upload (In GB)),Product.Networkproduct.ConsumptionSummary.value (Data Download (In GB)),Product.Networkproduct.ConsumptionSummary.value Voice (in Minutes),Product.Networkproduct.ConsumptionSummary.value (SMS (In Numbers)),Product.Networkproduct.ConsumptionSummary.value (International Roaming Voice (In Minutes),Product.Networkproduct.ConsumptionSummary.value (International Roaming Data Upload (In GB)),Product.Networkproduct.ConsumptionSummary.value (International Romaing Data Download (In GB)),Product.Networkproduct.ConsumptionSummary.value (International Romaing SMS),Product.Networkproduct.ConsumptionSummary.value (Consumed OTT usage (In GB)),Product.Networkproduct.ConsumptionSummary.value (Cloud Storage),"Rating Group (Google, Youtube)",At Risk Customer(Based on usage or behaviour patterns),Number of Compaints Raised,Churn Category,Reason Of Churn,Churn Status,Churn Score,CLTV,Contract,Satisfaction Score (Out of 5)
UT5K-JXOY1,9134037581,POCH045,voice and data,5GB Plan,prepaid,General,Individual,40,35,16-Jun-23,19-Oct-24,16,Inactive,5,36,Female,High,College,Family,Dallas,Middle Aged,Y,4,01-Jan-25,31-Jan-25,17.76,76.92,480,48,50,0.96,4.49,24,11.48,0,Google,No,3,Feature Deficiency,Competitor offered better streaming quality and international options,Churned,81,6179,N,2
A0CV-E7KY1,9189638051,POCH045,voice and data,5GB Plan,prepaid,General,Individual,40,35,29-Aug-22,16-Jun-24,21,Inactive,9,39,Female,Medium,Professional,Family,New York,Middle Aged,N,2,01-Jan-25,31-Jan-25,19.55,87.66,251,36,20,0.24,3.28,13,20.43,0,Youtube,No,2,Feature Deficiency,Competitor offered better streaming quality and international options,Churned,98,4114,N,3
LPJO-NGDUE,9102736473,POCH003,voice and data,Infinite Plus,prepaid,General,Family & CUG,55,35,04-Jul-22,02-Jun-24,23,Inactive,9,30,Female,High,College,Family,Rural California,Young,Y,4,01-Jan-25,31-Jan-25,15.81,85.27,130,79,0,0.00,0.00,0,18.93,0,Youtube,No,5,Network Quality,Network coverage and speed issues in their location,Churned,71,9145,N,2
UM81-9O054,9197297473,POCH034,voice and data,Infinite Ultimate,prepaid,Military and veterans,Family & CUG,67.5,35,05-Apr-23,14-Jun-24,14,Inactive,9,44,Female,Medium,Professional,Married,Rural Texas,Middle Aged,N,1,01-Jan-25,31-Jan-25,23.80,124.25,235,73,0,0.00,0.00,0,24.49,0,Youtube,No,6,Network Quality,Network coverage and speed issues in their location,Churned,72,4874,N,1
9A28-DP0GQ,9131843902,POCH019,voice and data,Infinite Plus,prepaid,First responders,Individual,70,35,08-Aug-23,11-Oct-24,14,Inactive,5,47,Male,Medium,Professional,Family,Rural Texas,Middle Aged,N,4,01-Jan-25,31-Jan-25,18.22,113.90,246,20,0,0.00,0.00,0,18.14,0,Youtube,No,3,Network Quality,Network coverage and speed issues in their location,Churned,80,4887,N,1
OPTQ-G9CEX,9144392328,POCH019,voice and data,Infinite Plus,prepaid,First responders,Individual,70,35,10-May-22,14-Dec-24,31,Inactive,3,45,Male,Medium,Professional,Family,Las Vegas,Middle Aged,N,2,01-Jan-25,31-Jan-25,15.69,72.65,780,181,0,0.00,0.00,0,10.47,0,Google,No,7,Customer Service,Multiple unresolved complaints and poor customer service,Churned,87,3009,N,2
FX0P-SAASR,9112200650,POCH015,voice and data,Infinite Plus,prepaid,Teachers,Individual,70,35,31-May-23,03-Sep-24,15,Inactive,6,33,Female,Medium,Professional,Family,Los Angeles,Young,N,3,01-Jan-25,31-Jan-25,19.00,56.28,736,52,0,0.00,0.00,0,15.70,0,Google,No,8,Customer Service,Multiple unresolved complaints and poor customer service,Churned,83,3836,N,2
RS4T-3FVEN,9133407683,POCH036,voice and data,Infinite Ultimate,prepaid,Military and veterans,Family & CUG,50,35,16-Mar-22,09-Sep-24,30,Inactive,6,32,Female,Low,High School,Married,Los Angeles,Young,N,1,01-Jan-25,31-Jan-25,8.39,42.20,137,25,0,0.00,0.00,0,3.46,0,Google,No,3,Price Sensitive,Price sensitivity,Churned,74,1369,N,2
LBSL-NB1DW,9125692275,POCH001,voice and data,Infinite Plus,prepaid,General,Individual,80,35,12-Nov-23,15-Jan-25,14,Inactive,2,59,Female,Medium,College,Married,Las Vegas,Senior,N,1,01-Jan-25,31-Jan-25,16.70,79.22,570,57,0,0.00,0.00,0,15.23,0,Youtube,No,5,Customer Service,Multiple unresolved complaints and poor customer service,Churned,99,3733,N,1
IW8X-E75HV,9108611938,POCH043,voice and data,Infinite Ultimate,prepaid,First responders,Family & CUG,56.67,35,10-Jun-23,29-Dec-24,18,Inactive,2,34,Female,Medium,Professional,Family,Las Vegas,Young,N,4,01-Jan-25,31-Jan-25,15.35,76.68,680,121,0,0.00,0.00,0,10.98,0,Youtube,No,8,Customer Service,Multiple unresolved complaints and poor customer service,Churned,71,5089,N,2
UGRC-LB7DH,9172744957,POCH035,voice and data,Infinite Ultimate,prepaid,Military and veterans,Family & CUG,56.67,35,10-Oct-22,21-Jun-24,20,Inactive,9,46,Female,High,Professional,Married,Las Vegas,Middle Aged,Y,2,01-Jan-25,31-Jan-25,12.64,86.56,591,81,0,0.00,0.00,0,5.12,0,Youtube,No,6,Customer Service,Multiple unresolved complaints and poor customer service,Churned,72,8479,N,2
80Q8-4WUHH,9167214677,POCH020,voice and data,Infinite Plus,prepaid,First responders,Family & CUG,57.5,35,26-Feb-22,15-Jan-25,35,Inactive,2,40,Female,High,College,Married,Dallas,Middle Aged,Y,1,01-Jan-25,31-Jan-25,19.45,47.10,728,91,0,0.00,0.00,0,18.06,0,Google,No,5,Customer Service,Multiple unresolved complaints and poor customer service,Churned,77,6169,N,2
2ZW3-PTH48,9135112007,POCH009,voice and data,Infinite Plus,prepaid,students,Individual,70,35,26-Aug-23,,19,Active,0,30,Female,Medium,Professional,Married,Las Vegas,Young,N,1,01-Jan-25,31-Jan-25,14.83,84.05,362,73,0,0.00,0.00,0,22.03,0,Google,Yes,2,,,At Risk,83,5431,N,3
CAE8-4RF9T,9184408801,POCH043,voice and data,Infinite Ultimate,prepaid,First responders,Family & CUG,56.67,35,28-Feb-23,,25,Active,0,27,Male,Medium,College,Married,Dallas,Young,N,4,01-Jan-25,31-Jan-25,14.56,84.65,283,48,0,0.00,0.00,0,18.47,0,Google,Yes,3,,,At Risk,78,3152,N,2
QFKB-TLLLN,9120327418,POCH034,voice and data,Infinite Ultimate,prepaid,Military and veterans,Family & CUG,67.5,35,29-Nov-23,,16,Active,0,35,Male,Medium,Professional,Married,Las Vegas,Middle Aged,N,4,01-Jan-25,31-Jan-25,10.04,91.75,347,56,0,0.00,0.00,0,18.74,0,Google,Yes,2,,,At Risk,64,5940,N,2
K7NV-JFH9W,9139385482,POCH032,voice and data,Infinite Ultimate,prepaid,Students,Family & CUG,67.5,35,15-Jan-23,,26,Active,0,43,Male,Medium,Professional,Family,New York,Middle Aged,N,4,01-Jan-25,31-Jan-25,25.86,158.96,539,55,39,0.22,3.23,33,30.64,0,Google,No,1,,,Not Churned,11,5477,N,4
SMJ0-TKCZ8,9196752614,POCH039,voice and data,Infinite Ultimate,prepaid,Teachers,Family & CUG,56.67,35,01-Jan-24,,15,Active,0,41,Female,Medium,Professional,Married,Los Angeles,Middle Aged,N,1,01-Jan-25,31-Jan-25,37.37,75.94,460,61,100,1.24,7.88,22,34.45,0,Google,No,0,,,Not Churned,15,3796,N,4
M3Q4-TE7R3,9170990704,POCH028,voice and data,Infinite Ultimate,prepaid,Nurses,Family & CUG,67.5,35,18-Apr-23,,23,Active,0,58,Male,Medium,College,Family,New York,Senior,N,3,01-Jan-25,31-Jan-25,38.60,137.22,344,118,75,1.22,7.55,29,29.25,0,Youtube,No,0,,,Not Churned,22,4454,N,5
RV5V-5AEQZ,9150425777,POCH025,voice and data,Infinite Ultimate,prepaid,General,Family & CUG,65,35,23-Jan-22,,38,Active,0,32,Female,Medium,College,Married,Dallas,Young,N,4,01-Jan-25,31-Jan-25,17.01,92.24,243,50,0,0.00,0.00,0,15.71,0,Youtube,Yes,2,,,At Risk,78,3660,N,4
CAC9-WKDDJ,9124100948,POCH009,voice and data,Infinite Plus,prepaid,students,Individual,70,35,16-Jun-23,23-Sep-24,15,Inactive,6,23,Female,Medium,High School,Married,Dallas,Young,N,1,01-Jan-25,31-Jan-25,5.82,29.22,185,16,0,0.00,0.00,0,0.34,0,Google,No,4,Price Sensitive,Price sensitivity,Churned,83,4761,N,1
XHTL-DAXF3,9193640314,POCH036,voice and data,Infinite Ultimate,prepaid,Military and veterans,Family & CUG,50,35,10-Feb-22,,38,Active,0,58,Male,Medium,College,Family,Los Angeles,Senior,N,2,01-Jan-25,31-Jan-25,29.30,168.75,451,98,90,0.36,3.96,44,28.49,0,Youtube,No,0,,,Not Churned,23,5852,N,4
P5CE-23MBU,9198100556,POCH012,voice and data,Infinite Plus,prepaid,Military and veterans,Family & CUG,57.5,35,21-Dec-22,,27,Active,0,28,Male,Medium,Professional,Married,Dallas,Young,N,2,01-Jan-25,31-Jan-25,16.81,99.70,256,58,0,0.00,0.00,0,18.65,0,Google,Yes,2,,,At Risk,82,3536,N,4
GKA1-3F19N,9121520398,POCH015,voice and data,Infinite Plus,prepaid,Teachers,Individual,70,35,18-Sep-23,,18,Active,0,28,Male,Medium,Professional,Married,Dallas,Young,N,3,01-Jan-25,31-Jan-25,10.24,89.59,211,53,0,0.00,0.00,0,20.98,0,Google,Yes,1,,,At Risk,81,5319,N,4
JFZK-NZ7LR,9161925851,POCH030,voice and data,Infinite Ultimate,prepaid,Nurses,Family & CUG,50,35,16-Apr-22,,35,Active,0,36,Female,Medium,College,Single,Las Vegas,Middle Aged,N,4,01-Jan-25,31-Jan-25,10.01,72.00,332,74,0,0.00,0.00,0,24.40,0,Youtube,Yes,3,,,At Risk,60,5471,N,4
WV3D-LM2NP,9158913908,POCH034,voice and data,Infinite Ultimate,prepaid,Military and veterans,Family & CUG,67.5,35,05-Nov-22,,29,Active,0,39,Female,High,College,Married,New York,Middle Aged,Y,1,01-Jan-25,31-Jan-25,26.82,171.76,682,188,20,0.27,4.64,13,21.97,0,Google,No,1,,,Not Churned,23,7881,N,4
M7A2-8P0I5,9187781420,POCH035,voice and data,Infinite Ultimate,prepaid,Military and veterans,Family & CUG,56.67,35,01-May-22,,35,Active,0,37,Male,Medium,Professional,Family,New York,Middle Aged,N,3,01-Jan-25,31-Jan-25,27.91,135.13,306,89,58,1.93,4.24,50,20.81,0,Google,No,0,,,Not Churned,21,4962,N,5
