Customer Billing Account.CustomerBillingAccount.ID,Digital Identity.NetworkCredential.ID (MSISDN),Plan ID,productOffering.planType,Customer Plan Name,productOffering.businessType,productOffering.market segment,productOffering.customerType,Price,Activation Fee,Customer Subscription Start Date,Customer subscription end date,Length of customer relationship (In Months),Subscription Status,Time Since last purchase or engagement (In Months),Party.Party Demographic.PartyDemographicValue.value(Age),Party.Individual.gender,Party.Party Demographic.PartyDemographicValue.value(Income Level),Party.Party Demographic.PartyDemographicValue.value(Education),Individual.maritalStatus (Family Structure),Location.Geographic Place.GeographicState.name,Age Group,VIP Group,No Of Lines,Usage From Period,Usage To Period,Product.Networkproduct.ConsumptionSummary.value (Data Upload (In GB)),Product.Networkproduct.ConsumptionSummary.value (Data Download (In GB)),Product.Networkproduct.ConsumptionSummary.value Voice (in Minutes),Product.Networkproduct.ConsumptionSummary.value (SMS (In Numbers)),Product.Networkproduct.ConsumptionSummary.value (International Roaming Voice (In Minutes),Product.Networkproduct.ConsumptionSummary.value (International Roaming Data Upload (In GB)),Product.Networkproduct.ConsumptionSummary.value (International Romaing Data Download (In GB)),Product.Networkproduct.ConsumptionSummary.value (International Romaing SMS),Product.Networkproduct.ConsumptionSummary.value (Consumed OTT usage (In GB)),Product.Networkproduct.ConsumptionSummary.value (Cloud Storage),"Rating Group (Google, Youtube)",At Risk Customer(Based on usage or behaviour patterns),Number of Compaints Raised,Churn Category,Reason Of Churn,Churn Status,Churn Score,CLTV,Contract,Satisfaction Score (Out of 5)
1DTD-0CXAZ,9146224201,POCH011,voice and data,Infinite Plus,prepaid,Military and veterans,Individual,70,35,21-Dec-22,,27,Active,0,64,Male,Medium,Professional,Family,Los Angeles,Senior,N,1,01-Jan-25,31-Jan-25,35.15,168.26,411,81,71,1.13,2.18,23,17.03,0,Google,No,1,,,Not Churned,28,5506,N,5
627N-1WA2D,9145906719,POCH030,voice and data,Infinite Ultimate,prepaid,Nurses,Family & CUG,50/line,35,10-Jun-23,,21,Active,0,35,Male,Medium,Professional,Single,Dallas,Middle Aged,N,1,01-Jan-25,31-Jan-25,12.76,58.62,368,59,0,0.00,0.00,0,15.36,0,Youtube,Yes,3,,,At Risk,85,4259,N,3
BAZU-266GC,9127951991,POCH008,voice and data,Infinite Plus,prepaid,Nurses,Family & CUG,40/line,35,02-Apr-22,,36,Active,0,57,Female,Medium,Professional,Family,New York,Senior,N,1,01-Jan-25,31-Jan-25,22.09,178.73,519,198,49,1.29,3.63,35,19.62,0,Youtube,No,1,,,Not Churned,22,5630,N,4
2HZO-2PUQR,9165355764,POCH030,voice and data,Infinite Ultimate,prepaid,Nurses,Family & CUG,50/line,35,25-Nov-23,,16,Active,0,34,Male,Medium,Professional,Single,Dallas,Young,N,3,01-Jan-25,31-Jan-25,18.12,57.88,207,37,0,0.00,0.00,0,23.25,0,Google,Yes,2,,,At Risk,60,5940,N,3
8OGS-7ILMR,9135491011,POCH031,voice and data,Infinite Ultimate,prepaid,Students,Individual,80,35,07-May-23,,23,Active,0,35,Female,Medium,College,Married,Dallas,Middle Aged,N,3,01-Jan-25,31-Jan-25,13.27,71.95,220,69,0,0.00,0.00,0,11.43,0,Google,Yes,2,,,At Risk,65,3224,N,2
IM7Q-DUOMO,9190103855,POCH023,voice and data,Infinite Ultimate,prepaid,General,Individual,90,35,26-Jul-23,13-Dec-24,16,Inactive,3,22,Male,Low,High School,Single,Dallas,Young,N,3,01-Jan-25,31-Jan-25,4.28,33.01,123,25,0,0.00,0.00,0,2.51,0,Google,No,3,Price Sensitive,Price sensitivity,Churned,79,1602,N,3
0XJC-M66F4,9147763231,POCH011,voice and data,Infinite Plus,prepaid,Military and veterans,Individual,70,35,03-Jan-23,02-Oct-24,21,Inactive,5,20,Male,Low,College,Married,Dallas,Young,N,3,01-Jan-25,31-Jan-25,9.37,20.33,166,48,0,0.00,0.00,0,3.68,0,Youtube,No,6,Price Sensitive,Price sensitivity,Churned,96,1138,N,1
74IH-JSHDT,9149033444,POCH045,voice and data,5GB Plan,prepaid,General,Individual,40,35,30-Nov-22,01-Nov-24,23,Inactive,4,37,Male,Medium,Professional,Family,Rural Texas,Middle Aged,N,2,01-Jan-25,31-Jan-25,18.81,107.59,176,67,0,0.00,0.00,0,21.43,0,Youtube,No,3,Network Quality,Network coverage and speed issues in their location,Churned,76,3618,N,2
S6IP-9OU7F,9169527694,POCH011,voice and data,Infinite Plus,prepaid,Military and veterans,Individual,70,35,10-Apr-22,29-Aug-24,29,Inactive,7,25,Female,Medium,College,Single,Dallas,Young,N,4,01-Jan-25,31-Jan-25,4.60,44.61,66,40,0,0.00,0.00,0,4.16,0,Google,No,4,Price Sensitive,Price sensitivity,Churned,91,4850,N,2
Q4GW-8APEO,9126204884,POCH008,voice and data,Infinite Plus,prepaid,Nurses,Family & CUG,40/line,35,16-Mar-23,24-Jul-24,16,Inactive,8,43,Female,Medium,Professional,Married,New York,Middle Aged,N,2,01-Jan-25,31-Jan-25,17.80,118.59,267,79,86,0.86,7.32,11,20.50,0,Youtube,No,4,Feature Deficiency,Competitor offered better streaming quality and international options,Churned,93,3188,N,3
