account_id,msisdn,churn_status,profile_type,insight
UT5K-JXOY1,9134037581,Churned,Feature Deficiency,"**Feature Deficiency Churn Insight:** Customer churned from Operator B (Champion)'s ""5GB Plan"" Individual plan due to feature limitations despite acceptable satisfaction score (2/5). Analysis shows heavy international usage (50 minutes, 5.45GB total international data) and high OTT consumption (11.48GB), suggesting they switched to Operator T's ""Go5G Plus Military"" which offers better streaming quality (4K UHD)."
A0CV-E7KY1,9189638051,Churned,Feature Deficiency,"**Feature Deficiency Churn Insight:** Customer churned from Operator B (Champion)'s ""5GB Plan"" Individual plan due to feature limitations despite acceptable satisfaction score (3/5). Analysis shows heavy international usage (20 minutes, 3.52GB total international data) and high OTT consumption (20.43GB), suggesting they switched to Operator T's ""Go5G Plus Military"" which offers better streaming quality (4K UHD)."
LPJO-NGDUE,9102736473,Churned,Network Quality,"**Network Quality Churn Insight:** This high-value customer ($9145 CLTV) churned despite subscribing to Operator B (Champion)'s premium ""Infinite Plus"" plan due to network issues in Rural California. Their extremely high data usage (85.27GB download) and significant OTT consumption (18.93GB) suggests streaming and connectivity problems in their area. They likely switched to Operator T's ""Go5G Next"" which offers better network coverage in rural areas."
UM81-9O054,9197297473,Churned,Network Quality,"**Network Quality Churn Insight:** This high-value customer ($4874 CLTV) churned despite subscribing to Operator B (Champion)'s premium ""Infinite Ultimate"" plan due to network issues in Rural Texas. Their extremely high data usage (124.25GB download) and significant OTT consumption (24.49GB) suggests streaming and connectivity problems in their area. They likely switched to Operator T's ""Go5G Next"" which offers better network coverage in rural areas."
9A28-DP0GQ,9131843902,Churned,Network Quality,"**Network Quality Churn Insight:** This high-value customer ($4887 CLTV) churned despite subscribing to Operator B (Champion)'s premium ""Infinite Plus"" plan due to network issues in Rural Texas. Their extremely high data usage (113.90GB download) and significant OTT consumption (18.14GB) suggests streaming and connectivity problems in their area. They likely switched to Operator T's ""Go5G Next"" which offers better network coverage in rural areas."
OPTQ-G9CEX,9144392328,Churned,Customer Service,"**Customer Service Churn Insight:** This customer churned primarily due to service quality issues, evidenced by the extremely low satisfaction score (2/5) and high number of complaints (7) over a 31-month relationship. Despite subscribing to Operator B (Champion)'s premium ""Infinite Plus"" plan, they likely switched to Operator T's ""Go5G Plus"" which offers better customer service."
FX0P-SAASR,9112200650,Churned,Customer Service,"**Customer Service Churn Insight:** This customer churned primarily due to service quality issues, evidenced by the extremely low satisfaction score (2/5) and high number of complaints (8) over a 15-month relationship. Despite subscribing to Operator B (Champion)'s premium ""Infinite Plus"" plan, they likely switched to Operator T's ""Go5G Plus"" which offers better customer service."
RS4T-3FVEN,9133407683,Churned,Price Sensitive,"**Price-Sensitive Churn Insight:** Customer churned from Operator B (Champion)'s ""Infinite Ultimate"" ($50) due to price sensitivity. Analysis suggests they likely switched to Operator D's ""Truly Unlimited +"" which offers $65.00 monthly savings while still providing sufficient data for their usage pattern (42.20GB monthly)."
LBSL-NB1DW,9125692275,Churned,Customer Service,"**Customer Service Churn Insight:** This customer churned primarily due to service quality issues, evidenced by the extremely low satisfaction score (1/5) and high number of complaints (5) over a 14-month relationship. Despite subscribing to Operator B (Champion)'s premium ""Infinite Plus"" plan, they likely switched to Operator T's ""Go5G Plus"" which offers better customer service."
IW8X-E75HV,9108611938,Churned,Customer Service,"**Customer Service Churn Insight:** This customer churned primarily due to service quality issues, evidenced by the extremely low satisfaction score (2/5) and high number of complaints (8) over a 18-month relationship. Despite subscribing to Operator B (Champion)'s premium ""Infinite Ultimate"" plan, they likely switched to Operator T's ""Go5G Plus"" which offers better customer service."
