Customer Billing Account.CustomerBillingAccount.ID,Digital Identity.NetworkCredential.ID (MSISDN),Plan ID,productOffering.planType,Customer Plan Name,productOffering.businessType,productOffering.market segment,productOffering.customerType,Price,Activation Fee,Customer Subscription Start Date,Customer subscription end date,Length of customer relationship (In Months),Subscription Status,Time Since last purchase or engagement (In Months),Party.Party Demographic.PartyDemographicValue.value(Age),Party.Individual.gender,Party.Party Demographic.PartyDemographicValue.value(Income Level),Party.Party Demographic.PartyDemographicValue.value(Education),Individual.maritalStatus (Family Structure),Location.Geographic Place.GeographicState.name,Age Group,VIP Group,No Of Lines,Usage From Period,Usage To Period,Product.Networkproduct.ConsumptionSummary.value (Data Upload (In GB)),Product.Networkproduct.ConsumptionSummary.value (Data Download (In GB)),Product.Networkproduct.ConsumptionSummary.value Voice (in Minutes),Product.Networkproduct.ConsumptionSummary.value (SMS (In Numbers)),Product.Networkproduct.ConsumptionSummary.value (International Roaming Voice (In Minutes),Product.Networkproduct.ConsumptionSummary.value (International Roaming Data Upload (In GB)),Product.Networkproduct.ConsumptionSummary.value (International Romaing Data Download (In GB)),Product.Networkproduct.ConsumptionSummary.value (International Romaing SMS),Product.Networkproduct.ConsumptionSummary.value (Consumed OTT usage (In GB)),Product.Networkproduct.ConsumptionSummary.value (Cloud Storage),"Rating Group (Google, Youtube)",At Risk Customer(Based on usage or behaviour patterns),Number of Compaints Raised,Churn Category,Reason Of Churn,Churn Status,Churn Score,CLTV,Contract,Satisfaction Score (Out of 5)
W64S-2D12T,9180936293,POCH010,voice and data,Infinite Plus,prepaid,students,Family & CUG,57.5,35,07-May-22,24-Dec-24,32,Inactive,3,36,Female,High,Professional,Married,Rural California,Middle Aged,Y,2,01-Jan-25,31-Jan-25,26.13,109.07,277,20,0,0.00,0.00,0,17.20,0,Google,No,2,Network Quality,Network coverage and speed issues in their location,Churned,96,9055,N,3
ZPMQ-SGTG3,9191224155,POCH043,voice and data,Infinite Ultimate,prepaid,First responders,Family & CUG,56.67,35,29-Nov-22,20-Jun-24,18,Inactive,9,29,Male,Low,College,Married,Dallas,Young,N,2,01-Jan-25,31-Jan-25,8.62,20.72,60,48,0,0.00,0.00,0,0.55,0,Youtube,No,3,Price Sensitive,Price sensitivity,Churned,91,1089,N,3
ROAP-9EV3X,9172569454,POCH034,voice and data,Infinite Ultimate,prepaid,Military and veterans,Family & CUG,67.5,35,19-Nov-23,08-Sep-24,9,Inactive,6,30,Female,Medium,Professional,Married,Las Vegas,Young,N,1,01-Jan-25,31-Jan-25,12.86,43.32,585,198,0,0.00,0.00,0,12.39,0,Youtube,No,10,Customer Service,Multiple unresolved complaints and poor customer service,Churned,97,3334,N,1
1XRG-T32WC,9137729628,POCH037,voice and data,Infinite Ultimate,prepaid,Teachers,Individual,80,35,31-May-22,01-Jun-24,24,Inactive,10,36,Male,High,Professional,Family,Las Vegas,Middle Aged,Y,2,01-Jan-25,31-Jan-25,18.47,80.76,422,91,0,0.00,0.00,0,10.94,0,Google,No,6,Customer Service,Multiple unresolved complaints and poor customer service,Churned,71,11064,N,2
E84Y-X5Q95,9180943808,POCH024,voice and data,Infinite Ultimate,prepaid,General,Family & CUG,80,35,13-Jan-23,20-Aug-24,19,Inactive,7,48,Female,Medium,Professional,Married,Rural Texas,Middle Aged,N,3,01-Jan-25,31-Jan-25,26.54,93.43,188,28,0,0.00,0.00,0,21.23,0,Youtube,No,5,Network Quality,Network coverage and speed issues in their location,Churned,84,4147,N,2
8TWZ-QOPO4,9132591634,POCH045,voice and data,5GB Plan,prepaid,General,Individual,40,35,25-Sep-23,02-Oct-24,12,Inactive,5,29,Male,Medium,Professional,Family,Dallas,Young,N,3,01-Jan-25,31-Jan-25,22.80,83.06,394,43,35,1.76,2.14,34,20.78,0,Google,No,1,Feature Deficiency,Competitor offered better streaming quality and international options,Churned,98,4296,N,2
SC9L-MI27N,9114103993,POCH002,voice and data,Infinite Plus,prepaid,General,Family & CUG,70,35,10-Oct-23,20-Nov-24,13,Inactive,4,33,Female,High,Professional,Married,Dallas,Young,Y,3,01-Jan-25,31-Jan-25,10.81,48.49,618,200,0,0.00,0.00,0,10.67,0,Google,No,9,Customer Service,Multiple unresolved complaints and poor customer service,Churned,87,6969,N,2
DX42-IK1AT,9114440486,POCH038,voice and data,Infinite Ultimate,prepaid,Teachers,Family & CUG,67.5,35,12-Feb-22,19-Jul-24,29,Inactive,8,29,Male,High,College,Family,Rural Texas,Young,Y,1,01-Jan-25,31-Jan-25,24.15,103.12,145,53,0,0.00,0.00,0,24.76,0,Google,No,4,Network Quality,Network coverage and speed issues in their location,Churned,86,9135,N,3
16VU-CKF7O,9125608148,POCH045,voice and data,5GB Plan,prepaid,General,Individual,40,35,13-Sep-22,06-Jul-24,22,Inactive,8,34,Male,High,Professional,Family,New York,Young,Y,3,01-Jan-25,31-Jan-25,13.36,70.48,400,77,85,0.68,7.12,22,15.66,0,Google,No,1,Feature Deficiency,Competitor offered better streaming quality and international options,Churned,87,7885,N,2
ZPXX-4PF80,9153303101,POCH045,voice and data,5GB Plan,prepaid,General,Individual,40,35,01-Nov-22,07-Jul-24,20,Inactive,8,28,Male,High,Professional,Married,New York,Young,Y,1,01-Jan-25,31-Jan-25,12.83,98.12,341,88,83,1.53,1.79,29,10.52,0,Google,No,1,Feature Deficiency,Competitor offered better streaming quality and international options,Churned,91,11263,N,2
552Q-H2V5B,9112365622,POCH042,voice and data,Infinite Ultimate,prepaid,First responders,Family & CUG,67.5,35,08-Mar-23,12-Jan-25,22,Inactive,2,33,Female,Low,College,Single,Dallas,Young,N,2,01-Jan-25,31-Jan-25,9.65,25.83,172,22,0,0.00,0.00,0,0.02,0,Youtube,No,6,Price Sensitive,Price sensitivity,Churned,100,1566,N,1
SQ8O-6CB7P,9138261089,POCH045,voice and data,5GB Plan,prepaid,General,Individual,40,35,05-Jan-22,14-Jun-24,29,Inactive,9,25,Female,High,College,Married,New York,Young,Y,2,01-Jan-25,31-Jan-25,18.65,105.36,307,66,71,1.79,4.54,35,23.56,0,Google,No,4,Feature Deficiency,Competitor offered better streaming quality and international options,Churned,100,6676,N,2
DJDF-D00K6,9114332074,POCH026,voice and data,Infinite Ultimate,prepaid,General,Family & CUG,55,35,10-Jun-22,,34,Active,0,31,Female,Medium,College,Single,Las Vegas,Young,N,1,01-Jan-25,31-Jan-25,11.16,66.01,343,49,0,0.00,0.00,0,18.14,0,Google,Yes,2,,,At Risk,80,3901,N,4
