Customer Billing Account.CustomerBillingAccount.ID,Digital Identity.NetworkCredential.ID (MSISDN),Plan ID,productOffering.planType,Customer Plan Name,productOffering.businessType,productOffering.market segment,productOffering.customerType,Price,Activation Fee,Customer Subscription Start Date,Customer subscription end date,Length of customer relationship (In Months),Subscription Status,Time Since last purchase or engagement (In Months),Party.Party Demographic.PartyDemographicValue.value(Age),Party.Individual.gender,Party.Party Demographic.PartyDemographicValue.value(Income Level),Party.Party Demographic.PartyDemographicValue.value(Education),Individual.maritalStatus (Family Structure),Location.Geographic Place.GeographicState.name,Age Group,VIP Group,No Of Lines,Usage From Period,Usage To Period,Product.Networkproduct.ConsumptionSummary.value (Data Upload (In GB)),Product.Networkproduct.ConsumptionSummary.value (Data Download (In GB)),Product.Networkproduct.ConsumptionSummary.value Voice (in Minutes),Product.Networkproduct.ConsumptionSummary.value (SMS (In Numbers)),Product.Networkproduct.ConsumptionSummary.value (International Roaming Voice (In Minutes),Product.Networkproduct.ConsumptionSummary.value (International Roaming Data Upload (In GB)),Product.Networkproduct.ConsumptionSummary.value (International Romaing Data Download (In GB)),Product.Networkproduct.ConsumptionSummary.value (International Romaing SMS),Product.Networkproduct.ConsumptionSummary.value (Consumed OTT usage (In GB)),Product.Networkproduct.ConsumptionSummary.value (Cloud Storage),"Rating Group (Google, Youtube)",At Risk Customer(Based on usage or behaviour patterns),Number of Compaints Raised,Churn Category,Reason Of Churn,Churn Status,Churn Score,CLTV,Contract,Satisfaction Score (Out of 5)
ERUU-YQO7O,9172465427,POCH045,voice and data,5GB Plan,prepaid,General,Individual,40,35,18-Nov-22,31-Dec-24,25,Inactive,2,41,Female,Medium,College,Family,Dallas,Middle Aged,N,3,01-Jan-25,31-Jan-25,14.53,54.88,466,40,43,0.52,7.15,47,12.55,0,Google,No,1,Feature Deficiency,Competitor offered better streaming quality and international options,Churned,99,3177,N,2
86I1-LQSSX,9189094208,POCH045,voice and data,5GB Plan,prepaid,General,Individual,40,35,12-Jan-22,23-Aug-24,31,Inactive,7,36,Male,Medium,Professional,Family,New York,Middle Aged,N,1,01-Jan-25,31-Jan-25,22.38,93.04,463,89,42,0.41,6.01,14,20.39,0,Google,No,2,Feature Deficiency,Competitor offered better streaming quality and international options,Churned,88,5644,N,2
NPJV-3N1G9,9140824744,POCH031,voice and data,Infinite Ultimate,prepaid,Students,Individual,80,35,23-Jul-23,02-Jul-24,11,Inactive,8,31,Male,Low,High School,Married,Dallas,Young,N,3,01-Jan-25,31-Jan-25,8.65,32.36,124,18,0,0.00,0.00,0,1.59,0,Youtube,No,2,Price Sensitive,Price sensitivity,Churned,85,2852,N,1
PU8Y-OTI7L,9144887033,POCH014,voice and data,Infinite Plus,prepaid,Military and veterans,Family & CUG,40,35,19-Sep-22,17-Jun-24,21,Inactive,9,45,Female,Medium,Professional,Family,Rural Texas,Middle Aged,N,1,01-Jan-25,31-Jan-25,21.73,80.80,110,42,0,0.00,0.00,0,16.51,0,Google,No,3,Network Quality,Network coverage and speed issues in their location,Churned,73,3337,N,1
KNF2-6D4DK,9121802177,POCH040,voice and data,Infinite Ultimate,prepaid,Teachers,Family & CUG,50,35,31-Aug-23,03-Nov-24,14,Inactive,4,50,Male,Medium,College,Married,Rural California,Middle Aged,N,1,01-Jan-25,31-Jan-25,21.05,97.47,275,63,0,0.00,0.00,0,24.79,0,Google,No,5,Network Quality,Network coverage and speed issues in their location,Churned,78,4368,N,3
UOFK-DFQQX,9173966067,POCH021,voice and data,Infinite Plus,prepaid,First responders,Family & CUG,46.67,35,25-Mar-22,07-Sep-24,29,Inactive,6,42,Female,High,College,Married,Rural California,Middle Aged,Y,2,01-Jan-25,31-Jan-25,24.71,94.07,242,34,0,0.00,0.00,0,18.95,0,Youtube,No,6,Network Quality,Network coverage and speed issues in their location,Churned,94,7023,N,1
06EO-4D4UH,9141783317,POCH016,voice and data,Infinite Plus,prepaid,Teachers,Family & CUG,57.5,35,20-Feb-22,15-Dec-24,34,Inactive,3,24,Female,Medium,College,Single,Dallas,Young,N,1,01-Jan-25,31-Jan-25,3.24,19.62,122,38,0,0.00,0.00,0,4.69,0,Google,No,2,Price Sensitive,Price sensitivity,Churned,78,3572,N,2
I95M-X3OPA,9166374238,POCH034,voice and data,Infinite Ultimate,prepaid,Military and veterans,Family & CUG,67.5,35,22-Dec-23,28-Aug-24,8,Inactive,7,59,Male,Medium,Professional,Family,Los Angeles,Senior,N,3,01-Jan-25,31-Jan-25,18.73,56.77,477,176,0,0.00,0.00,0,18.20,0,Google,No,7,Customer Service,Multiple unresolved complaints and poor customer service,Churned,84,5932,N,2
MIEU-8TNWT,9119324301,POCH001,voice and data,Infinite Plus,prepaid,General,Individual,80,35,16-Jul-22,14-Nov-24,28,Inactive,4,25,Female,Medium,College,Family,Rural California,Young,N,1,01-Jan-25,31-Jan-25,22.41,107.11,207,75,0,0.00,0.00,0,17.70,0,Google,No,3,Network Quality,Network coverage and speed issues in their location,Churned,95,3831,N,3
WE9L-5UXGU,9162760881,POCH009,voice and data,Infinite Plus,prepaid,students,Individual,70,35,10-Sep-22,15-Jan-25,28,Inactive,2,39,Male,High,College,Married,Rural Texas,Middle Aged,Y,4,01-Jan-25,31-Jan-25,22.32,90.61,292,31,0,0.00,0.00,0,27.41,0,Youtube,No,5,Network Quality,Network coverage and speed issues in their location,Churned,83,7160,N,1
