account_id,msisdn,churn_status,profile_type,insight
ERUU-YQO7O,9172465427,Churned,Feature Deficiency,"**Feature Deficiency Churn Insight:** Customer churned from Operator B (Champion)'s ""5GB Plan"" Individual plan due to feature limitations despite acceptable satisfaction score (2/5). Analysis shows heavy international usage (43 minutes, 7.67GB total international data) and high OTT consumption (12.55GB), suggesting they switched to Operator T's ""Go5G Plus Military"" which offers better streaming quality (4K UHD)."
86I1-LQSSX,9189094208,Churned,Feature Deficiency,"**Feature Deficiency Churn Insight:** Customer churned from Operator B (Champion)'s ""5GB Plan"" Individual plan due to feature limitations despite acceptable satisfaction score (2/5). Analysis shows heavy international usage (42 minutes, 6.42GB total international data) and high OTT consumption (20.39GB), suggesting they switched to Operator T's ""Go5G Plus Military"" which offers better streaming quality (4K UHD)."
NPJV-3N1G9,9140824744,Churned,Price Sensitive,"**Price-Sensitive Churn Insight:** Customer churned from Operator B (Champion)'s ""Infinite Ultimate"" ($80) due to price sensitivity. Analysis suggests they likely switched to Operator D's ""Truly Unlimited +"" which offers $65.00 monthly savings while still providing sufficient data for their usage pattern (32.36GB monthly)."
PU8Y-OTI7L,9144887033,Churned,Network Quality,"**Network Quality Churn Insight:** This high-value customer ($3337 CLTV) churned despite subscribing to Operator B (Champion)'s premium ""Infinite Plus"" plan due to network issues in Rural Texas. Their extremely high data usage (80.80GB download) and significant OTT consumption (16.51GB) suggests streaming and connectivity problems in their area. They likely switched to Operator T's ""Go5G Next"" which offers better network coverage in rural areas."
KNF2-6D4DK,9121802177,Churned,Network Quality,"**Network Quality Churn Insight:** This high-value customer ($4368 CLTV) churned despite subscribing to Operator B (Champion)'s premium ""Infinite Ultimate"" plan due to network issues in Rural California. Their extremely high data usage (97.47GB download) and significant OTT consumption (24.79GB) suggests streaming and connectivity problems in their area. They likely switched to Operator T's ""Go5G Next"" which offers better network coverage in rural areas."
UOFK-DFQQX,9173966067,Churned,Network Quality,"**Network Quality Churn Insight:** This high-value customer ($7023 CLTV) churned despite subscribing to Operator B (Champion)'s premium ""Infinite Plus"" plan due to network issues in Rural California. Their extremely high data usage (94.07GB download) and significant OTT consumption (18.95GB) suggests streaming and connectivity problems in their area. They likely switched to Operator T's ""Go5G Next"" which offers better network coverage in rural areas."
06EO-4D4UH,9141783317,Churned,Price Sensitive,"**Price-Sensitive Churn Insight:** Customer churned from Operator B (Champion)'s ""Infinite Plus"" ($57.5) due to price sensitivity. Analysis suggests they likely switched to Operator D's ""Truly Unlimited +"" which offers $55.00 monthly savings while still providing sufficient data for their usage pattern (19.62GB monthly)."
I95M-X3OPA,9166374238,Churned,Customer Service,"**Customer Service Churn Insight:** This customer churned primarily due to service quality issues, evidenced by the extremely low satisfaction score (2/5) and high number of complaints (7) over a 8-month relationship. Despite subscribing to Operator B (Champion)'s premium ""Infinite Ultimate"" plan, they likely switched to Operator T's ""Go5G Plus"" which offers better customer service."
MIEU-8TNWT,9119324301,Churned,Network Quality,"**Network Quality Churn Insight:** This high-value customer ($3831 CLTV) churned despite subscribing to Operator B (Champion)'s premium ""Infinite Plus"" plan due to network issues in Rural California. Their extremely high data usage (107.11GB download) and significant OTT consumption (17.70GB) suggests streaming and connectivity problems in their area. They likely switched to Operator T's ""Go5G Next"" which offers better network coverage in rural areas."
WE9L-5UXGU,9162760881,Churned,Network Quality,"**Network Quality Churn Insight:** This high-value customer ($7160 CLTV) churned despite subscribing to Operator B (Champion)'s premium ""Infinite Plus"" plan due to network issues in Rural Texas. Their extremely high data usage (90.61GB download) and significant OTT consumption (27.41GB) suggests streaming and connectivity problems in their area. They likely switched to Operator T's ""Go5G Next"" which offers better network coverage in rural areas."
GS4B-ECGD0,9158773809,Churned,Customer Service,"**Customer Service Churn Insight:** This customer churned primarily due to service quality issues, evidenced by the extremely low satisfaction score (2/5) and high number of complaints (9) over a 10-month relationship. Despite subscribing to Operator B (Champion)'s premium ""Infinite Ultimate"" plan, they likely switched to Operator T's ""Go5G Plus"" which offers better customer service."
T9O5-X0XKV,9161848405,Churned,Feature Deficiency,"**Feature Deficiency Churn Insight:** Customer churned from Operator B (Champion)'s ""5GB Plan"" Individual plan due to feature limitations despite acceptable satisfaction score (3/5). Analysis shows heavy international usage (34 minutes, 5.66GB total international data) and high OTT consumption (13.00GB), suggesting they switched to Operator T's ""Go5G Plus Military"" which offers better streaming quality (4K UHD)."
RD55-M0DQZ,9103717609,At Risk,At Risk,"**At-Risk Customer Insight:** This medium-value customer ($4676 CLTV) shows moderate churn risk (Score: 73) despite having no immediate issues. The moderate satisfaction score (2/5) and average complaints (1) indicate potential dissatisfaction with value received for the $70 price point for Operator B (Champion)'s ""Infinite Plus"" plan. Operator A's ""Operator A Unlimited 
Starter® SL"" offers $35.00 monthly savings with comparable features, making this customer vulnerable to targeted competitor offers."
YZVV-IOV8O,9164369511,At Risk,At Risk,"**At-Risk Customer Insight:** This medium-value customer ($3907 CLTV) shows moderate churn risk (Score: 69) despite having no immediate issues. The moderate satisfaction score (4/5) and average complaints (1) indicate potential dissatisfaction with value received for the $65 price point for Operator B (Champion)'s ""Infinite Ultimate"" plan. Operator A's ""Operator A Unlimited 
Starter® SL"" offers $30.00 monthly savings with comparable features, making this customer vulnerable to targeted competitor offers."
X489-U1L9O,9122157858,At Risk,At Risk,"**At-Risk Customer Insight:** This medium-value customer ($4370 CLTV) shows moderate churn risk (Score: 69) despite having no immediate issues. The moderate satisfaction score (4/5) and average complaints (3) indicate potential dissatisfaction with value received for the $56.67 price point for Operator B (Champion)'s ""Infinite Ultimate"" plan. Operator A's ""Operator A Unlimited 
Starter® SL"" offers $30.00 monthly savings with comparable features, making this customer vulnerable to targeted competitor offers."
FWD0-5H2G8,9182094994,Not Churned,Loyal Customer,"**Loyal Customer Insight:** This high-value family & cug plan customer ($4380 CLTV) shows strong loyalty indicators with excellent satisfaction (5/5) and minimal complaints (1) despite heavy usage across all services. They fully utilize the premium features of Operator B (Champion)'s ""Infinite Ultimate"" plan including high data consumption (160.45GB), international usage, and extensive OTT streaming (20.55GB). Our analysis indicates they value the optimum combination of price and features in our 'Best Value' plan, which competitors cannot easily match."
3OKB-E0BU9,9121456423,Not Churned,Loyal Customer,"**Loyal Customer Insight:** This high-value individual plan customer ($5825 CLTV) shows strong loyalty indicators with excellent satisfaction (4/5) and minimal complaints (1) despite heavy usage across all services. They fully utilize the premium features of Operator B (Champion)'s ""Infinite Ultimate"" plan including high data consumption (122.22GB), international usage, and extensive OTT streaming (37.98GB). Our analysis indicates they value the optimum combination of price and features in our 'Best Value' plan, which competitors cannot easily match."
HULR-MRLJV,9180943729,Not Churned,Loyal Customer,"**Loyal Customer Insight:** This high-value family & cug plan customer ($4462 CLTV) shows strong loyalty indicators with excellent satisfaction (4/5) and minimal complaints (0) despite heavy usage across all services. They fully utilize the premium features of Operator B (Champion)'s ""Infinite Ultimate"" plan including high data consumption (197.89GB), international usage, and extensive OTT streaming (25.12GB). Our analysis indicates they value the optimum combination of price and features in our 'Best Value' plan, which competitors cannot easily match."
BE45-1LZNZ,9117524852,Churned,Feature Deficiency,"**Feature Deficiency Churn Insight:** Customer churned from Operator B (Champion)'s ""5GB Plan"" Individual plan due to feature limitations despite acceptable satisfaction score (3/5). Analysis shows heavy international usage (84 minutes, 5.48GB total international data) and high OTT consumption (14.13GB), suggesting they switched to Operator T's ""Go5G Plus Military"" which offers better streaming quality (4K UHD)."
