Customer Billing Account.CustomerBillingAccount.ID,Digital Identity.NetworkCredential.ID (MSISDN),Plan ID,productOffering.planType,Customer Plan Name,productOffering.businessType,productOffering.market segment,productOffering.customerType,Price,Activation Fee,Customer Subscription Start Date,Customer subscription end date,Length of customer relationship (In Months),Subscription Status,Time Since last purchase or engagement (In Months),Party.Party Demographic.PartyDemographicValue.value(Age),Party.Individual.gender,Party.Party Demographic.PartyDemographicValue.value(Income Level),Party.Party Demographic.PartyDemographicValue.value(Education),Individual.maritalStatus (Family Structure),Location.Geographic Place.GeographicState.name,Age Group,VIP Group,No Of Lines,Usage From Period,Usage To Period,Product.Networkproduct.ConsumptionSummary.value (Data Upload (In GB)),Product.Networkproduct.ConsumptionSummary.value (Data Download (In GB)),Product.Networkproduct.ConsumptionSummary.value Voice (in Minutes),Product.Networkproduct.ConsumptionSummary.value (SMS (In Numbers)),Product.Networkproduct.ConsumptionSummary.value (International Roaming Voice (In Minutes),Product.Networkproduct.ConsumptionSummary.value (International Roaming Data Upload (In GB)),Product.Networkproduct.ConsumptionSummary.value (International Romaing Data Download (In GB)),Product.Networkproduct.ConsumptionSummary.value (International Romaing SMS),Product.Networkproduct.ConsumptionSummary.value (Consumed OTT usage (In GB)),Product.Networkproduct.ConsumptionSummary.value (Cloud Storage),"Rating Group (Google, Youtube)",At Risk Customer(Based on usage or behaviour patterns),Number of Compaints Raised,Churn Category,Reason Of Churn,Churn Status,Churn Score,CLTV,Contract,Satisfaction Score (Out of 5)
804D-A2YK3,9168214167,POCH045,voice and data,5GB Plan,prepaid,General,Individual,40,35,13-May-23,21-Sep-24,16,Inactive,6,36,Female,High,College,Married,New York,Middle Aged,Y,1,01-Jan-25,31-Jan-25,15.40,105.47,375,77,47,1.94,1.71,49,15.09,0,Google,No,3,Feature Deficiency,Competitor offered better streaming quality and international options,Churned,89,7787,N,3
6TBA-85E8J,9163031207,POCH024,voice and data,Infinite Ultimate,prepaid,General,Family & CUG,80,35,04-Apr-23,25-Nov-24,20,Inactive,4,30,Male,Low,High School,Married,Dallas,Young,N,1,01-Jan-25,31-Jan-25,3.80,47.89,86,49,0,0.00,0.00,0,4.06,0,Google,No,5,Price Sensitive,Price sensitivity,Churned,94,2330,N,2
TSNS-JASL9,9100535042,POCH006,voice and data,Infinite Plus,prepaid,Nurses,Family & CUG,57.5,35,16-Sep-23,27-Nov-24,14,Inactive,4,54,Female,Medium,Professional,Family,Dallas,Middle Aged,N,2,01-Jan-25,31-Jan-25,11.38,41.71,549,128,0,0.00,0.00,0,19.09,0,Youtube,No,5,Customer Service,Multiple unresolved complaints and poor customer service,Churned,94,4880,N,2
KC5U-1FD5N,9127705974,POCH010,voice and data,Infinite Plus,prepaid,students,Family & CUG,57.5,35,01-Jun-23,21-Aug-24,14,Inactive,7,25,Male,Low,High School,Married,Los Angeles,Young,N,3,01-Jan-25,31-Jan-25,6.28,34.89,97,45,0,0.00,0.00,0,0.70,0,Google,No,5,Price Sensitive,Price sensitivity,Churned,74,2769,N,2
8FST-6OFR8,9130260101,POCH045,voice and data,5GB Plan,prepaid,General,Individual,40,35,24-Aug-23,16-Sep-24,12,Inactive,6,34,Male,High,Professional,Family,New York,Young,Y,4,01-Jan-25,31-Jan-25,15.06,103.67,296,55,43,1.10,1.66,21,20.83,0,Google,No,2,Feature Deficiency,Competitor offered better streaming quality and international options,Churned,81,7743,N,2
D0ZH-R8BC3,9155929429,POCH006,voice and data,Infinite Plus,prepaid,Nurses,Family & CUG,57.5,35,03-Aug-22,01-Nov-24,27,Inactive,4,38,Female,High,Professional,Married,Rural Texas,Middle Aged,Y,4,01-Jan-25,31-Jan-25,24.03,91.30,200,26,0,0.00,0.00,0,17.61,0,Google,No,2,Network Quality,Network coverage and speed issues in their location,Churned,91,8852,N,3
UIPE-V4RQ7,9138185518,POCH045,voice and data,5GB Plan,prepaid,General,Individual,40,35,25-Jul-23,23-Aug-24,13,Inactive,7,41,Female,High,College,Married,New York,Middle Aged,Y,1,01-Jan-25,31-Jan-25,14.76,111.34,222,41,71,1.83,3.11,10,20.17,0,Youtube,No,1,Feature Deficiency,Competitor offered better streaming quality and international options,Churned,75,10278,N,2
9FOB-75J46,9144798061,POCH031,voice and data,Infinite Ultimate,prepaid,Students,Individual,80,35,01-Dec-23,13-Jan-25,13,Inactive,2,30,Male,Low,High School,Single,Dallas,Young,N,1,01-Jan-25,31-Jan-25,7.32,43.08,129,16,0,0.00,0.00,0,2.22,0,Google,No,3,Price Sensitive,Price sensitivity,Churned,85,2687,N,3
V8AC-CH78V,9131217820,POCH045,voice and data,5GB Plan,prepaid,General,Individual,40,35,15-Sep-23,06-Oct-24,12,Inactive,5,30,Female,High,Professional,Married,New York,Young,Y,3,01-Jan-25,31-Jan-25,14.45,62.59,384,48,97,0.98,3.24,18,17.42,0,Google,No,4,Feature Deficiency,Competitor offered better streaming quality and international options,Churned,71,8449,N,2
N1EJ-837WX,9125469688,POCH045,voice and data,5GB Plan,prepaid,General,Individual,40,35,05-Jul-22,23-Dec-24,30,Inactive,3,33,Female,Medium,Professional,Married,New York,Young,N,3,01-Jan-25,31-Jan-25,21.93,58.70,491,38,48,1.40,2.05,26,21.80,0,Youtube,No,4,Feature Deficiency,Competitor offered better streaming quality and international options,Churned,99,5634,N,2
2MEF-9TK4D,9187638453,POCH043,voice and data,Infinite Ultimate,prepaid,First responders,Family & CUG,56.67,35,01-Oct-23,30-Jul-24,10,Inactive,8,40,Female,High,College,Family,Rural Texas,Middle Aged,Y,2,01-Jan-25,31-Jan-25,24.16,117.51,115,78,0,0.00,0.00,0,24.96,0,Youtube,No,5,Network Quality,Network coverage and speed issues in their location,Churned,87,9329,N,1
TO7S-QCT9B,9106911482,POCH005,voice and data,Infinite Plus,prepaid,Nurses,Individual,70,35,23-Jul-22,24-Jun-24,23,Inactive,9,29,Female,High,Professional,Family,Rural California,Young,Y,4,01-Jan-25,31-Jan-25,22.87,133.77,191,70,0,0.00,0.00,0,20.41,0,Google,No,2,Network Quality,Network coverage and speed issues in their location,Churned,98,8243,N,1
YNMC-NFTN7,9141844779,POCH019,voice and data,Infinite Plus,prepaid,First responders,Individual,70,35,09-Jul-22,,33,Active,0,39,Female,Medium,Professional,Married,Dallas,Middle Aged,N,3,01-Jan-25,31-Jan-25,13.55,94.43,206,57,0,0.00,0.00,0,11.56,0,Youtube,Yes,3,,,At Risk,69,4953,N,4
DTA6-RWXQ8,9101077095,POCH030,voice and data,Infinite Ultimate,prepaid,Nurses,Family & CUG,50,35,13-Sep-23,,18,Active,0,27,Female,Medium,Professional,Single,Las Vegas,Young,N,2,01-Jan-25,31-Jan-25,14.31,74.17,285,49,0,0.00,0.00,0,13.91,0,Youtube,Yes,1,,,At Risk,71,5608,N,4
HD48-FYYOG,9186192038,POCH044,voice and data,Infinite Ultimate,prepaid,First responders,Family & CUG,50,35,01-May-23,,23,Active,0,32,Male,Medium,Professional,Married,Dallas,Young,N,2,01-Jan-25,31-Jan-25,10.13,97.28,289,47,0,0.00,0.00,0,11.70,0,Google,Yes,1,,,At Risk,82,4618,N,2
681J-LDTTC,9197769091,POCH026,voice and data,Infinite Ultimate,prepaid,General,Family & CUG,55,35,04-Mar-22,,37,Active,0,43,Female,High,Professional,Married,Los Angeles,Middle Aged,Y,2,01-Jan-25,31-Jan-25,31.69,169.40,465,191,71,1.60,1.47,17,23.91,0,Google,No,0,,,Not Churned,17,9798,N,4
W0YP-8MQI8,9158930987,POCH025,voice and data,Infinite Ultimate,prepaid,General,Family & CUG,65,35,13-Feb-22,,37,Active,0,48,Female,High,Professional,Family,Los Angeles,Middle Aged,Y,3,01-Jan-25,31-Jan-25,16.15,173.73,589,199,28,1.46,2.25,20,22.13,0,Youtube,No,1,,,Not Churned,5,7930,N,5
77PQ-AT80A,9182737980,POCH042,voice and data,Infinite Ultimate,prepaid,First responders,Family & CUG,67.5,35,29-Jan-23,,26,Active,0,60,Male,Medium,College,Family,New York,Senior,N,4,01-Jan-25,31-Jan-25,24.69,188.52,554,187,49,1.47,6.47,12,39.11,0,Google,No,1,,,Not Churned,7,5229,N,4
CQ6V-9AAYH,9170595360,POCH024,voice and data,Infinite Ultimate,prepaid,General,Family & CUG,80,35,25-Jan-22,,38,Active,0,54,Male,High,College,Married,New York,Middle Aged,Y,4,01-Jan-25,31-Jan-25,38.51,147.38,582,109,100,0.81,2.32,22,25.40,0,Google,No,1,,,Not Churned,22,7718,N,4
34PB-D1XMB,9170325213,POCH020,voice and data,Infinite Plus,prepaid,First responders,Family & CUG,57.5,35,01-Dec-23,09-Dec-24,12,Inactive,3,41,Male,Medium,College,Married,Rural California,Middle Aged,N,4,01-Jan-25,31-Jan-25,15.29,102.09,196,24,0,0.00,0.00,0,16.59,0,Google,No,3,Network Quality,Network coverage and speed issues in their location,Churned,91,3948,N,1
LW47-PRU9G,9195533532,POCH032,voice and data,Infinite Ultimate,prepaid,Students,Family & CUG,67.5,35,13-Feb-22,,37,Active,0,43,Female,Medium,Professional,Married,New York,Middle Aged,N,1,01-Jan-25,31-Jan-25,26.01,90.51,617,199,24,1.68,6.05,37,24.07,0,Youtube,No,1,,,Not Churned,9,5101,N,5
OGCO-FZM68,9117747988,POCH033,voice and data,Infinite Ultimate,prepaid,Military and veterans,Individual,80,35,08-May-22,30-Jun-24,26,Inactive,9,31,Female,Medium,Professional,Married,Rural California,Young,N,1,01-Jan-25,31-Jan-25,24.53,115.20,100,45,0,0.00,0.00,0,23.91,0,Youtube,No,5,Network Quality,Network coverage and speed issues in their location,Churned,99,3880,N,3
VQ7J-2D8TR,9151663603,POCH039,voice and data,Infinite Ultimate,prepaid,Teachers,Family & CUG,56.67,35,17-Apr-22,,35,Active,0,46,Female,High,Professional,Family,New York,Middle Aged,Y,3,01-Jan-25,31-Jan-25,18.70,137.15,524,135,82,1.30,4.97,43,31.82,0,Google,No,0,,,Not Churned,29,8679,N,5
DJXZ-V000I,9188666562,POCH009,voice and data,Infinite Plus,prepaid,students,Individual,70,35,01-Feb-23,31-Oct-24,21,Inactive,4,35,Male,Medium,Professional,Married,Las Vegas,Middle Aged,N,3,01-Jan-25,31-Jan-25,17.61,72.89,425,110,0,0.00,0.00,0,8.20,0,Youtube,No,8,Customer Service,Multiple unresolved complaints and poor customer service,Churned,79,5470,N,2
QT9Q-WAZSA,9136567447,POCH036,voice and data,Infinite Ultimate,prepaid,Military and veterans,Family & CUG,50,35,16-Mar-22,,36,Active,0,39,Female,Medium,Professional,Married,Las Vegas,Middle Aged,N,2,01-Jan-25,31-Jan-25,14.47,94.32,370,31,0,0.00,0.00,0,22.43,0,Google,Yes,3,,,At Risk,74,3889,N,2
FX3S-X3IFA,9130419497,POCH045,voice and data,5GB Plan,prepaid,General,Individual,40,35,04-Sep-22,02-Nov-24,26,Inactive,4,43,Female,Medium,College,Family,New York,Middle Aged,N,3,01-Jan-25,31-Jan-25,18.90,57.66,454,43,82,1.49,6.41,25,11.24,0,Youtube,No,3,Feature Deficiency,Competitor offered better streaming quality and international options,Churned,97,5633,N,3
SK71-WJVPC,9178353351,POCH036,voice and data,Infinite Ultimate,prepaid,Military and veterans,Family & CUG,50,35,11-Jul-22,,33,Active,0,27,Female,Medium,Professional,Married,Las Vegas,Young,N,1,01-Jan-25,31-Jan-25,17.28,86.22,383,40,0,0.00,0.00,0,23.56,0,Youtube,Yes,3,,,At Risk,65,5742,N,3
H5Y5-GPNWO,9150633959,POCH045,voice and data,5GB Plan,prepaid,General,Individual,40,35,07-Jun-23,24-Sep-24,15,Inactive,6,43,Female,High,College,Married,Dallas,Middle Aged,Y,4,01-Jan-25,31-Jan-25,10.08,85.90,410,30,33,0.30,4.73,17,15.49,0,Google,No,3,Feature Deficiency,Competitor offered better streaming quality and international options,Churned,92,7085,N,2
ND3S-WJQ9E,9172913386,POCH042,voice and data,Infinite Ultimate,prepaid,First responders,Family & CUG,67.5,35,12-Aug-23,,19,Active,0,61,Male,Medium,Professional,Married,Los Angeles,Senior,N,2,01-Jan-25,31-Jan-25,35.13,197.05,366,169,27,1.45,6.90,14,24.77,0,Youtube,No,0,,,Not Churned,24,4510,N,4
YKX8-9USJ2,9193201026,POCH024,voice and data,Infinite Ultimate,prepaid,General,Family & CUG,80,35,12-Dec-22,,27,Active,0,59,Female,High,College,Married,Los Angeles,Senior,Y,1,01-Jan-25,31-Jan-25,36.00,118.44,418,118,65,1.48,4.42,30,26.67,0,Google,No,0,,,Not Churned,21,10579,N,4
