Customer Billing Account.CustomerBillingAccount.ID,Digital Identity.NetworkCredential.ID (MSISDN),Plan ID,productOffering.planType,Customer Plan Name,productOffering.businessType,productOffering.market segment,productOffering.customerType,Price,Activation Fee,Customer Subscription Start Date,Customer subscription end date,Length of customer relationship (In Months),Subscription Status,Time Since last purchase or engagement (In Months),Party.Party Demographic.PartyDemographicValue.value(Age),Party.Individual.gender,Party.Party Demographic.PartyDemographicValue.value(Income Level),Party.Party Demographic.PartyDemographicValue.value(Education),Individual.maritalStatus (Family Structure),Location.Geographic Place.GeographicState.name,Age Group,VIP Group,No Of Lines,Usage From Period,Usage To Period,Product.Networkproduct.ConsumptionSummary.value (Data Upload (In GB)),Product.Networkproduct.ConsumptionSummary.value (Data Download (In GB)),Product.Networkproduct.ConsumptionSummary.value Voice (in Minutes),Product.Networkproduct.ConsumptionSummary.value (SMS (In Numbers)),Product.Networkproduct.ConsumptionSummary.value (International Roaming Voice (In Minutes),Product.Networkproduct.ConsumptionSummary.value (International Roaming Data Upload (In GB)),Product.Networkproduct.ConsumptionSummary.value (International Romaing Data Download (In GB)),Product.Networkproduct.ConsumptionSummary.value (International Romaing SMS),Product.Networkproduct.ConsumptionSummary.value (Consumed OTT usage (In GB)),Product.Networkproduct.ConsumptionSummary.value (Cloud Storage),"Rating Group (Google, Youtube)",At Risk Customer(Based on usage or behaviour patterns),Number of Compaints Raised,Churn Category,Reason Of Churn,Churn Status,Churn Score,CLTV,Contract,Satisfaction Score (Out of 5)
ARLR-B6194,9114653763,POCH045,voice and data,5GB Plan,prepaid,General,Individual,40,35,16-Jul-22,23-Jul-24,24,Inactive,8,39,Male,High,College,Family,New York,Middle Aged,Y,2,01-Jan-25,31-Jan-25,11.68,89.64,207,74,79,0.80,6.21,24,21.20,0,Google,No,2,Feature Deficiency,Competitor offered better streaming quality and international options,Churned,80,8471,N,2
H5D9-ZG9K4,9119623442,POCH005,voice and data,Infinite Plus,prepaid,Nurses,Individual,70,35,11-Mar-22,14-Nov-24,32,Inactive,4,28,Female,Low,High School,Married,Dallas,Young,N,4,01-Jan-25,31-Jan-25,3.49,24.19,99,13,0,0.00,0.00,0,1.10,0,Google,No,2,Price Sensitive,Price sensitivity,Churned,81,1035,N,3
4CRE-D7EN9,9186102135,POCH024,voice and data,Infinite Ultimate,prepaid,General,Family & CUG,80,35,28-Dec-22,03-Aug-24,19,Inactive,7,36,Female,High,College,Family,Las Vegas,Middle Aged,Y,1,01-Jan-25,31-Jan-25,15.38,80.58,680,106,0,0.00,0.00,0,7.19,0,Google,No,8,Customer Service,Multiple unresolved complaints and poor customer service,Churned,92,9973,N,1
PLQN-XFY4F,9155342293,POCH045,voice and data,5GB Plan,prepaid,General,Individual,40,35,14-Jun-23,30-Jul-24,13,Inactive,8,28,Male,High,College,Family,New York,Young,Y,3,01-Jan-25,31-Jan-25,24.61,96.41,282,64,30,0.63,2.31,46,10.75,0,Google,No,3,Feature Deficiency,Competitor offered better streaming quality and international options,Churned,85,7315,N,2
UIKX-7LO5A,9181769173,POCH044,voice and data,Infinite Ultimate,prepaid,First responders,Family & CUG,50,35,24-Mar-23,09-Jun-24,14,Inactive,9,36,Male,High,Professional,Family,Dallas,Middle Aged,Y,4,01-Jan-25,31-Jan-25,11.86,72.74,797,171,0,0.00,0.00,0,15.79,0,Google,No,6,Customer Service,Multiple unresolved complaints and poor customer service,Churned,86,11107,N,2
9TLY-UWFUK,9142491787,POCH029,voice and data,Infinite Ultimate,prepaid,Nurses,Family & CUG,56.67,35,25-Jun-23,05-Nov-24,16,Inactive,4,20,Male,Medium,High School,Single,Los Angeles,Young,N,1,01-Jan-25,31-Jan-25,3.48,22.49,118,30,0,0.00,0.00,0,0.94,0,Youtube,No,2,Price Sensitive,Price sensitivity,Churned,98,4292,N,3
J5MU-NS1WN,9155991608,POCH006,voice and data,Infinite Plus,prepaid,Nurses,Family & CUG,57.5,35,08-Oct-22,08-Oct-24,24,Inactive,5,60,Male,Medium,Professional,Married,Los Angeles,Senior,N,3,01-Jan-25,31-Jan-25,15.75,51.94,580,191,0,0.00,0.00,0,14.80,0,Google,No,7,Customer Service,Multiple unresolved complaints and poor customer service,Churned,79,5816,N,1
GOOB-84XRG,9134695298,POCH027,voice and data,Infinite Ultimate,prepaid,Nurses,Individual,80,35,07-Dec-23,30-Jan-25,14,Inactive,1,46,Female,Medium,College,Married,Rural Texas,Middle Aged,N,2,01-Jan-25,31-Jan-25,20.73,90.33,127,20,0,0.00,0.00,0,22.97,0,Youtube,No,2,Network Quality,Network coverage and speed issues in their location,Churned,75,5530,N,1
DWQK-VVTHY,9162445674,POCH027,voice and data,Infinite Ultimate,prepaid,Nurses,Individual,80,35,13-Jun-22,02-Jan-25,31,Inactive,2,51,Male,Medium,Professional,Married,Dallas,Middle Aged,N,1,01-Jan-25,31-Jan-25,11.50,83.20,405,97,0,0.00,0.00,0,12.02,0,Google,No,10,Customer Service,Multiple unresolved complaints and poor customer service,Churned,86,3772,N,1
DA5J-2T79J,9161557095,POCH045,voice and data,5GB Plan,prepaid,General,Individual,40,35,15-Aug-23,18-Jul-24,11,Inactive,8,39,Male,Medium,Professional,Married,New York,Middle Aged,N,3,01-Jan-25,31-Jan-25,11.45,72.41,392,81,48,1.53,4.12,35,17.15,0,Youtube,No,1,Feature Deficiency,Competitor offered better streaming quality and international options,Churned,95,3909,N,3
