account_id,msisdn,churn_status,profile_type,insight
98IY-6UAY5,9157984060,Churned,Customer Service,"**Customer Service Churn Insight:** This customer churned primarily due to service quality issues, evidenced by the extremely low satisfaction score (2/5) and high number of complaints (6) over a 25-month relationship. Despite subscribing to Operator B (Champion)'s premium ""Infinite Ultimate"" plan, they likely switched to Operator T's ""Go5G Military"" plan which offers dedicated customer care and comparable features."
RK9I-PBQ83,9177249357,Churned,Network Quality,"**Network Quality Churn Insight:** This high-value customer ($5266 CLTV) churned despite subscribing to Operator B (Champion)'s premium ""Infinite Ultimate"" plan due to network issues in Rural California. Their extremely high data usage (135.17GB download) and significant OTT consumption (22.21GB) suggests streaming and connectivity problems in their area. They likely switched to Operator T's ""Operator T 5G unlimited"" plan, which has better rural coverage."
7L0F-Q45IE,9111294567,Not Churned,Loyal Customer,"**Loyal Customer Insight:** This high-value individual plan customer ($9768 CLTV) shows strong loyalty indicators with excellent satisfaction (5/5) and minimal complaints (1) despite heavy usage across all services. They fully utilize the premium features of Operator B (Champion)'s ""Infinite Ultimate"" plan including high data consumption (97.71GB), international usage, and extensive OTT streaming (37.05GB), justifying the premium price point. They have not been tempted by Operator A or Operator T's competing family plans."
KCCH-KBTU1,9145820775,At Risk,At Risk,"**At-Risk Customer Insight:** This medium-value customer ($5381 CLTV) shows moderate churn risk (Score: 60) despite having no immediate issues. The moderate satisfaction score (2/5) and average complaints (2) indicate potential dissatisfaction with value received for the $40 price point for Operator B (Champion)'s ""5GB Plan"" plan. Competitor Operator T offers ""Go5G Military"" plan with better military discounts at $30, making this customer vulnerable to targeted competitor offers."
Q9V7-Z51N0,9181184670,At Risk,At Risk,"**At-Risk Customer Insight:** This medium-value customer ($5289 CLTV) shows moderate churn risk (Score: 71) despite having no immediate issues. The moderate satisfaction score (4/5) and average complaints (2) indicate potential dissatisfaction with value received for the $40 price point for Operator B (Champion)'s ""5GB Plan"" plan. Competitor Operator T offers ""Go5G Military"" plan with better military discounts at $30, making this customer vulnerable to targeted competitor offers."
PBHY-6W2XX,9107444937,Not Churned,Loyal Customer,"**Loyal Customer Insight:** This high-value individual plan customer ($8280 CLTV) shows strong loyalty indicators with excellent satisfaction (4/5) and minimal complaints (0) despite heavy usage across all services. They fully utilize the premium features of Operator B (Champion)'s ""Infinite Ultimate"" plan including high data consumption (175.93GB), international usage, and extensive OTT streaming (20.39GB), justifying the premium price point. They have not been tempted by Operator A or Operator T's competing family plans."
4YS3-4YU7U,9166118445,Not Churned,Loyal Customer,"**Loyal Customer Insight:** This high-value individual plan customer ($4682 CLTV) shows strong loyalty indicators with excellent satisfaction (4/5) and minimal complaints (0) despite heavy usage across all services. They fully utilize the premium features of Operator B (Champion)'s ""Infinite Ultimate"" plan including high data consumption (113.95GB), international usage, and extensive OTT streaming (32.71GB), justifying the premium price point. They have not been tempted by Operator A or Operator T's competing family plans."
9GP3-C810J,9191089661,Not Churned,Loyal Customer,"**Loyal Customer Insight:** This high-value individual plan customer ($8328 CLTV) shows strong loyalty indicators with excellent satisfaction (5/5) and minimal complaints (0) despite heavy usage across all services. They fully utilize the premium features of Operator B (Champion)'s ""Infinite Ultimate"" plan including high data consumption (153.18GB), international usage, and extensive OTT streaming (29.94GB), justifying the premium price point. They have not been tempted by Operator A or Operator T's competing family plans."
NG4C-T5LVS,9130320303,Churned,Customer Service,"**Customer Service Churn Insight:** This customer churned primarily due to service quality issues, evidenced by the extremely low satisfaction score (2/5) and high number of complaints (8) over a 19-month relationship. Despite subscribing to Operator B (Champion)'s premium ""5GB Plan"" plan, they likely switched to Operator T's ""Go5G Military"" plan which offers dedicated customer care and comparable features."
KWJZ-LV1ZH,9163289042,Not Churned,Loyal Customer,"**Loyal Customer Insight:** This high-value family & cug plan customer ($6442 CLTV) shows strong loyalty indicators with excellent satisfaction (5/5) and minimal complaints (1) despite heavy usage across all services. They fully utilize the premium features of Operator B (Champion)'s ""Infinite Plus"" plan including high data consumption (111.48GB), international usage, and extensive OTT streaming (33.25GB), justifying the premium price point. They have not been tempted by Operator A or Operator T's competing family plans."
