account_id,msisdn,churn_status,profile_type,insight
DIW9-7421M,9141906517,Churned,Feature Deficiency,"**Feature Deficiency Churn Insight:** Customer churned from Operator B (Champion)'s ""5GB Plan"" Individual plan due to feature limitations despite acceptable satisfaction score (3/5). Analysis shows heavy international usage (59 minutes, 8.60GB total international data) and high OTT consumption (21.95GB), suggesting they switched to Operator T's ""Go5G Plus Military"" which offers better streaming quality (4K UHD)."
NIJW-AIKZT,9125999920,Churned,Price Sensitive,"**Price-Sensitive Churn Insight:** Customer churned from Operator B (Champion)'s ""Infinite Plus"" ($70) due to price sensitivity. Analysis suggests they likely switched to Operator D's ""Truly Unlimited +"" which offers $55.00 monthly savings while still providing sufficient data for their usage pattern (29.81GB monthly)."
3HTK-83T3Z,9117497842,Churned,Price Sensitive,"**Price-Sensitive Churn Insight:** Customer churned from Operator B (Champion)'s ""Infinite Ultimate"" ($56.67) due to price sensitivity. Analysis suggests they likely switched to Operator D's ""Truly Unlimited +"" which offers $65.00 monthly savings while still providing sufficient data for their usage pattern (33.89GB monthly)."
DJ7H-6CH04,9129102780,Churned,Feature Deficiency,"**Feature Deficiency Churn Insight:** Customer churned from Operator B (Champion)'s ""5GB Plan"" Individual plan due to feature limitations despite acceptable satisfaction score (2/5). Analysis shows heavy international usage (67 minutes, 7.47GB total international data) and high OTT consumption (11.26GB), suggesting they switched to Operator T's ""Go5G Plus Military"" which offers better streaming quality (4K UHD)."
FF9T-JHNZH,9101576198,Churned,Price Sensitive,"**Price-Sensitive Churn Insight:** Customer churned from Operator B (Champion)'s ""Infinite Plus"" ($70) due to price sensitivity. Analysis suggests they likely switched to Operator D's ""Truly Unlimited +"" which offers $55.00 monthly savings while still providing sufficient data for their usage pattern (45.29GB monthly)."
MQ11-J7TIU,9180351548,Churned,Price Sensitive,"**Price-Sensitive Churn Insight:** Customer churned from Operator B (Champion)'s ""Infinite Ultimate"" ($50) due to price sensitivity. Analysis suggests they likely switched to Operator D's ""Truly Unlimited +"" which offers $65.00 monthly savings while still providing sufficient data for their usage pattern (23.17GB monthly)."
FJTG-3BYFO,9132807998,Churned,Price Sensitive,"**Price-Sensitive Churn Insight:** Customer churned from Operator B (Champion)'s ""Infinite Plus"" ($57.5) due to price sensitivity. Analysis suggests they likely switched to Operator D's ""Truly Unlimited +"" which offers $55.00 monthly savings while still providing sufficient data for their usage pattern (41.61GB monthly)."
NHDW-1O11M,9192194075,Churned,Customer Service,"**Customer Service Churn Insight:** This customer churned primarily due to service quality issues, evidenced by the extremely low satisfaction score (2/5) and high number of complaints (10) over a 27-month relationship. Despite subscribing to Operator B (Champion)'s premium ""Infinite Ultimate"" plan, they likely switched to Operator T's ""Go5G Plus"" which offers better customer service."
H0DW-IAODV,9196370933,Churned,Network Quality,"**Network Quality Churn Insight:** This high-value customer ($4282 CLTV) churned despite subscribing to Operator B (Champion)'s premium ""Infinite Plus"" plan due to network issues in Rural Texas. Their extremely high data usage (98.97GB download) and significant OTT consumption (29.55GB) suggests streaming and connectivity problems in their area. They likely switched to Operator T's ""Go5G Next"" which offers better network coverage in rural areas."
FJ5X-JOMVO,9150071578,Churned,Price Sensitive,"**Price-Sensitive Churn Insight:** Customer churned from Operator B (Champion)'s ""Infinite Plus"" ($70) due to price sensitivity. Analysis suggests they likely switched to Operator D's ""Truly Unlimited +"" which offers $55.00 monthly savings while still providing sufficient data for their usage pattern (37.68GB monthly)."
HA7E-JH944,9161598831,Churned,Price Sensitive,"**Price-Sensitive Churn Insight:** Customer churned from Operator B (Champion)'s ""Infinite Plus"" ($57.5) due to price sensitivity. Analysis suggests they likely switched to Operator D's ""Truly Unlimited +"" which offers $55.00 monthly savings while still providing sufficient data for their usage pattern (20.01GB monthly)."
NAZA-73NXC,9168166318,Churned,Network Quality,"**Network Quality Churn Insight:** This high-value customer ($3448 CLTV) churned despite subscribing to Operator B (Champion)'s premium ""Infinite Plus"" plan due to network issues in Rural California. Their extremely high data usage (129.74GB download) and significant OTT consumption (20.08GB) suggests streaming and connectivity problems in their area. They likely switched to Operator T's ""Go5G Next"" which offers better network coverage in rural areas."
KMP4-S5YIS,9163311456,At Risk,At Risk,"**At-Risk Customer Insight:** This medium-value customer ($4884 CLTV) shows moderate churn risk (Score: 64) despite having no immediate issues. The moderate satisfaction score (4/5) and average complaints (2) indicate potential dissatisfaction with value received for the $50 price point for Operator B (Champion)'s ""Infinite Ultimate"" plan. Operator A's ""Operator A Unlimited 
Starter® SL"" offers $30.00 monthly savings with comparable features, making this customer vulnerable to targeted competitor offers."
HK48-O71FJ,9156679816,At Risk,At Risk,"**At-Risk Customer Insight:** This medium-value customer ($4541 CLTV) shows moderate churn risk (Score: 66) despite having no immediate issues. The moderate satisfaction score (3/5) and average complaints (3) indicate potential dissatisfaction with value received for the $55 price point for Operator B (Champion)'s ""Infinite Plus"" plan. Operator A's ""Operator A Unlimited 
Starter® SL"" offers $35.00 monthly savings with comparable features, making this customer vulnerable to targeted competitor offers."
GR3R-KHTKP,9165941748,At Risk,At Risk,"**At-Risk Customer Insight:** This medium-value customer ($4192 CLTV) shows moderate churn risk (Score: 67) despite having no immediate issues. The moderate satisfaction score (4/5) and average complaints (3) indicate potential dissatisfaction with value received for the $67.5 price point for Operator B (Champion)'s ""Infinite Ultimate"" plan. Operator A's ""Operator A Unlimited 
Starter® SL"" offers $30.00 monthly savings with comparable features, making this customer vulnerable to targeted competitor offers."
TD08-WXS0G,9131258398,Not Churned,Loyal Customer,"**Loyal Customer Insight:** This high-value individual plan customer ($9634 CLTV) shows strong loyalty indicators with excellent satisfaction (5/5) and minimal complaints (0) despite heavy usage across all services. They fully utilize the premium features of Operator B (Champion)'s ""Infinite Ultimate"" plan including high data consumption (115.67GB), international usage, and extensive OTT streaming (33.16GB). Our analysis indicates they value the optimum combination of price and features in our 'Best Value' plan, which competitors cannot easily match."
I9D4-6CKH7,9199614654,Not Churned,Loyal Customer,"**Loyal Customer Insight:** This high-value family & cug plan customer ($5898 CLTV) shows strong loyalty indicators with excellent satisfaction (4/5) and minimal complaints (1) despite heavy usage across all services. They fully utilize the premium features of Operator B (Champion)'s ""Infinite Ultimate"" plan including high data consumption (111.84GB), international usage, and extensive OTT streaming (27.73GB). Our analysis indicates they value the optimum combination of price and features in our 'Best Value' plan, which competitors cannot easily match."
ETYV-Q3VJQ,9197639765,Not Churned,Loyal Customer,"**Loyal Customer Insight:** This high-value family & cug plan customer ($8011 CLTV) shows strong loyalty indicators with excellent satisfaction (4/5) and minimal complaints (0) despite heavy usage across all services. They fully utilize the premium features of Operator B (Champion)'s ""Infinite Ultimate"" plan including high data consumption (81.53GB), international usage, and extensive OTT streaming (15.11GB). Our analysis indicates they value the optimum combination of price and features in our 'Best Value' plan, which competitors cannot easily match."
ABED-MN1BH,9153252957,Churned,Network Quality,"**Network Quality Churn Insight:** This high-value customer ($4350 CLTV) churned despite subscribing to Operator B (Champion)'s premium ""Infinite Ultimate"" plan due to network issues in Rural California. Their extremely high data usage (105.99GB download) and significant OTT consumption (22.24GB) suggests streaming and connectivity problems in their area. They likely switched to Operator T's ""Go5G Next"" which offers better network coverage in rural areas."
DFRL-QO48Y,9193983499,Not Churned,Loyal Customer,"**Loyal Customer Insight:** This high-value family & cug plan customer ($5610 CLTV) shows strong loyalty indicators with excellent satisfaction (4/5) and minimal complaints (0) despite heavy usage across all services. They fully utilize the premium features of Operator B (Champion)'s ""Infinite Ultimate"" plan including high data consumption (136.56GB), international usage, and extensive OTT streaming (34.29GB). Our analysis indicates they value the optimum combination of price and features in our 'Best Value' plan, which competitors cannot easily match."
FCL3-Y76EL,9175905896,Churned,Customer Service,"**Customer Service Churn Insight:** This customer churned primarily due to service quality issues, evidenced by the extremely low satisfaction score (2/5) and high number of complaints (5) over a 8-month relationship. Despite subscribing to Operator B (Champion)'s premium ""Infinite Plus"" plan, they likely switched to Operator T's ""Go5G Plus"" which offers better customer service."
D3HS-VBP3I,9142706048,Not Churned,Loyal Customer,"**Loyal Customer Insight:** This high-value family & cug plan customer ($3498 CLTV) shows strong loyalty indicators with excellent satisfaction (5/5) and minimal complaints (0) despite heavy usage across all services. They fully utilize the premium features of Operator B (Champion)'s ""Infinite Ultimate"" plan including high data consumption (111.13GB), international usage, and extensive OTT streaming (25.33GB). Our analysis indicates they value the optimum combination of price and features in our 'Best Value' plan, which competitors cannot easily match."
H018-AXIDG,9110804229,At Risk,At Risk,"**At-Risk Customer Insight:** This medium-value customer ($5320 CLTV) shows moderate churn risk (Score: 75) despite having no immediate issues. The moderate satisfaction score (3/5) and average complaints (1) indicate potential dissatisfaction with value received for the $57.5 price point for Operator B (Champion)'s ""Infinite Plus"" plan. Operator A's ""Operator A Unlimited 
Starter® SL"" offers $35.00 monthly savings with comparable features, making this customer vulnerable to targeted competitor offers."
795N-JUKOW,9158030581,Churned,Feature Deficiency,"**Feature Deficiency Churn Insight:** Customer churned from Operator B (Champion)'s ""5GB Plan"" Individual plan due to feature limitations despite acceptable satisfaction score (3/5). Analysis shows heavy international usage (26 minutes, 1.83GB total international data) and high OTT consumption (24.16GB), suggesting they switched to Operator T's ""Go5G Plus Military"" which offers better streaming quality (4K UHD)."
OJ2A-74NJ0,9184717557,Churned,Customer Service,"**Customer Service Churn Insight:** This customer churned primarily due to service quality issues, evidenced by the extremely low satisfaction score (1/5) and high number of complaints (7) over a 25-month relationship. Despite subscribing to Operator B (Champion)'s premium ""Infinite Ultimate"" plan, they likely switched to Operator T's ""Go5G Plus"" which offers better customer service."
D09W-B09GD,9189495629,Not Churned,Loyal Customer,"**Loyal Customer Insight:** This high-value individual plan customer ($6818 CLTV) shows strong loyalty indicators with excellent satisfaction (5/5) and minimal complaints (0) despite heavy usage across all services. They fully utilize the premium features of Operator B (Champion)'s ""Infinite Ultimate"" plan including high data consumption (136.12GB), international usage, and extensive OTT streaming (15.55GB). Our analysis indicates they value the optimum combination of price and features in our 'Best Value' plan, which competitors cannot easily match."
FIEV-5QVW8,9195675848,Not Churned,Loyal Customer,"**Loyal Customer Insight:** This high-value individual plan customer ($10875 CLTV) shows strong loyalty indicators with excellent satisfaction (4/5) and minimal complaints (0) despite heavy usage across all services. They fully utilize the premium features of Operator B (Champion)'s ""Infinite Ultimate"" plan including high data consumption (144.76GB), international usage, and extensive OTT streaming (39.30GB). Our analysis indicates they value the optimum combination of price and features in our 'Best Value' plan, which competitors cannot easily match."
BZP3-3JDTG,9147148188,Not Churned,Loyal Customer,"**Loyal Customer Insight:** This high-value family & cug plan customer ($4568 CLTV) shows strong loyalty indicators with excellent satisfaction (5/5) and minimal complaints (1) despite heavy usage across all services. They fully utilize the premium features of Operator B (Champion)'s ""Infinite Ultimate"" plan including high data consumption (168.76GB), international usage, and extensive OTT streaming (38.86GB). Our analysis indicates they value the optimum combination of price and features in our 'Best Value' plan, which competitors cannot easily match."
PUNY-3OG61,9192465510,Not Churned,Loyal Customer,"**Loyal Customer Insight:** This high-value family & cug plan customer ($6583 CLTV) shows strong loyalty indicators with excellent satisfaction (4/5) and minimal complaints (0) despite heavy usage across all services. They fully utilize the premium features of Operator B (Champion)'s ""Infinite Ultimate"" plan including high data consumption (79.93GB), international usage, and extensive OTT streaming (23.47GB). Our analysis indicates they value the optimum combination of price and features in our 'Best Value' plan, which competitors cannot easily match."
8Q0W-HLOY1,9139870371,Not Churned,Loyal Customer,"**Loyal Customer Insight:** This high-value family & cug plan customer ($4237 CLTV) shows strong loyalty indicators with excellent satisfaction (4/5) and minimal complaints (1) despite heavy usage across all services. They fully utilize the premium features of Operator B (Champion)'s ""Infinite Ultimate"" plan including high data consumption (198.08GB), international usage, and extensive OTT streaming (17.58GB). Our analysis indicates they value the optimum combination of price and features in our 'Best Value' plan, which competitors cannot easily match."
