Customer Billing Account.CustomerBillingAccount.ID,Digital Identity.NetworkCredential.ID (MSISDN),Plan ID,productOffering.planType,Customer Plan Name,productOffering.businessType,productOffering.market segment,productOffering.customerType,Price,Activation Fee,Customer Subscription Start Date,Customer subscription end date,Length of customer relationship (In Months),Subscription Status,Time Since last purchase or engagement (In Months),Party.Party Demographic.PartyDemographicValue.value(Age),Party.Individual.gender,Party.Party Demographic.PartyDemographicValue.value(Income Level),Party.Party Demographic.PartyDemographicValue.value(Education),Individual.maritalStatus (Family Structure),Location.Geographic Place.GeographicState.name,Age Group,VIP Group,No Of Lines,Usage From Period,Usage To Period,Product.Networkproduct.ConsumptionSummary.value (Data Upload (In GB)),Product.Networkproduct.ConsumptionSummary.value (Data Download (In GB)),Product.Networkproduct.ConsumptionSummary.value Voice (in Minutes),Product.Networkproduct.ConsumptionSummary.value (SMS (In Numbers)),Product.Networkproduct.ConsumptionSummary.value (International Roaming Voice (In Minutes),Product.Networkproduct.ConsumptionSummary.value (International Roaming Data Upload (In GB)),Product.Networkproduct.ConsumptionSummary.value (International Romaing Data Download (In GB)),Product.Networkproduct.ConsumptionSummary.value (International Romaing SMS),Product.Networkproduct.ConsumptionSummary.value (Consumed OTT usage (In GB)),Product.Networkproduct.ConsumptionSummary.value (Cloud Storage),"Rating Group (Google, Youtube)",At Risk Customer(Based on usage or behaviour patterns),Number of Compaints Raised,Churn Category,Reason Of Churn,Churn Status,Churn Score,CLTV,Contract,Satisfaction Score (Out of 5)
3K78-J7MS7,9143815547,POCH008,voice and data,Infinite Plus,prepaid,Nurses,Family & CUG,40/line,35,05-Jul-22,11-Dec-24,29,Inactive,3,29,Female,High,College,Married,Rural California,Young,Y,2,01-Jan-25,31-Jan-25,27.04,145.88,267,47,0,0.00,0.00,0,20.66,0,Google,No,6,Network Quality,Network coverage and speed issues in their location,Churned,84,8713,N,1
MGE0-KBFHZ,9187226930,POCH030,voice and data,Infinite Ultimate,prepaid,Nurses,Family & CUG,50/line,35,20-Nov-22,16-Jun-24,19,Inactive,9,49,Male,High,Professional,Family,Rural Texas,Middle Aged,Y,2,01-Jan-25,31-Jan-25,24.10,89.68,189,20,0,0.00,0.00,0,26.72,0,Youtube,No,5,Network Quality,Network coverage and speed issues in their location,Churned,94,6632,N,1
9H7A-JV98D,9148116603,POCH011,voice and data,Infinite Plus,prepaid,Military and veterans,Individual,70,35,03-Nov-22,09-Oct-24,23,Inactive,5,32,Male,High,Professional,Married,Dallas,Young,Y,3,01-Jan-25,31-Jan-25,16.52,113.27,392,44,81,0.26,1.69,19,13.09,0,Youtube,No,2,Feature Deficiency,Competitor offered better streaming quality and international options,Churned,78,10542,N,2
QXXY-WZHVZ,9138207514,POCH045,voice and data,5GB Plan,prepaid,General,Individual,40,35,31-Oct-22,12-Jan-25,26,Inactive,2,33,Male,Low,College,Single,Los Angeles,Young,N,2,01-Jan-25,31-Jan-25,5.86,32.23,200,12,0,0.00,0.00,0,4.56,0,Youtube,No,5,Price Sensitive,Price sensitivity,Churned,84,2598,N,3
0PP2-WW9I1,9195982026,POCH011,voice and data,Infinite Plus,prepaid,Military and veterans,Individual,70,35,16-Jun-22,,33,Active,0,35,Female,Medium,Professional,Married,Dallas,Middle Aged,N,1,01-Jan-25,31-Jan-25,18.25,86.87,216,46,0,0.00,0.00,0,10.48,0,Google,Yes,1,,,At Risk,67,3308,N,4
9V0V-PW2UZ,9104350411,POCH031,voice and data,Infinite Ultimate,prepaid,Students,Individual,80,35,16-Oct-23,17-Oct-24,12,Inactive,5,27,Male,High,Professional,Married,Rural Texas,Young,Y,2,01-Jan-25,31-Jan-25,27.42,146.98,254,44,0,0.00,0.00,0,24.93,0,Google,No,3,Network Quality,Network coverage and speed issues in their location,Churned,89,6360,N,2
4NSM-LJDBF,9184225523,POCH045,voice and data,5GB Plan,prepaid,General,Individual,40,35,16-Jul-22,,32,Active,0,32,Female,Medium,Professional,Married,Las Vegas,Young,N,1,01-Jan-25,31-Jan-25,15.38,83.29,288,55,0,0.00,0.00,0,23.57,0,Youtube,Yes,2,,,At Risk,75,4797,N,3
1OCW-I57IP,9118921626,POCH030,voice and data,Infinite Ultimate,prepaid,Nurses,Family & CUG,50/line,35,06-Feb-23,13-Oct-24,20,Inactive,5,33,Female,Medium,Professional,Family,Rural California,Young,N,4,01-Jan-25,31-Jan-25,27.01,143.09,238,49,0,0.00,0.00,0,23.56,0,Youtube,No,4,Network Quality,Network coverage and speed issues in their location,Churned,81,5004,N,3
GXZM-IBX7B,9194077398,POCH030,voice and data,Infinite Ultimate,prepaid,Nurses,Family & CUG,50/line,35,03-Sep-23,07-Sep-24,12,Inactive,6,33,Male,Medium,High School,Married,Dallas,Young,N,4,01-Jan-25,31-Jan-25,8.33,32.33,178,38,0,0.00,0.00,0,2.54,0,Youtube,No,5,Price Sensitive,Price sensitivity,Churned,76,3689,N,3
F5EH-9HZXB,9144051817,POCH045,voice and data,5GB Plan,prepaid,General,Individual,40,35,28-Sep-23,15-Nov-24,13,Inactive,4,28,Female,High,Professional,Married,Dallas,Young,Y,3,01-Jan-25,31-Jan-25,15.25,103.52,205,39,61,1.69,5.21,12,11.92,0,Youtube,No,3,Feature Deficiency,Competitor offered better streaming quality and international options,Churned,84,9229,N,2
GJ5R-JYCU0,9106982462,POCH008,voice and data,Infinite Plus,prepaid,Nurses,Family & CUG,40/line,35,27-Nov-23,,16,Active,0,38,Female,Medium,College,Married,Dallas,Middle Aged,N,3,01-Jan-25,31-Jan-25,17.20,94.11,292,39,0,0.00,0.00,0,14.71,0,Youtube,Yes,2,,,At Risk,78,4291,N,2
50EZ-OLCMS,9189818995,POCH023,voice and data,Infinite Ultimate,prepaid,General,Individual,90,35,21-Jan-22,08-Jul-24,29,Inactive,8,46,Female,Medium,College,Married,Rural Texas,Middle Aged,N,4,01-Jan-25,31-Jan-25,29.35,130.76,216,20,0,0.00,0.00,0,19.43,0,Youtube,No,4,Network Quality,Network coverage and speed issues in their location,Churned,70,5789,N,2
KOGM-3RYDC,9136153058,POCH008,voice and data,Infinite Plus,prepaid,Nurses,Family & CUG,40/line,35,18-May-23,15-Oct-24,17,Inactive,5,25,Male,High,Professional,Married,Dallas,Young,Y,3,01-Jan-25,31-Jan-25,24.40,106.14,224,34,86,0.66,3.59,28,20.23,0,Youtube,No,2,Feature Deficiency,Competitor offered better streaming quality and international options,Churned,81,11925,N,3
34OI-RIA1F,9141662634,POCH031,voice and data,Infinite Ultimate,prepaid,Students,Individual,80,35,14-Nov-23,27-Jan-25,14,Inactive,2,41,Male,High,Professional,Married,Rural California,Middle Aged,Y,3,01-Jan-25,31-Jan-25,24.84,131.91,145,41,0,0.00,0.00,0,17.51,0,Youtube,No,2,Network Quality,Network coverage and speed issues in their location,Churned,80,10988,N,2
FDEK-9AASH,9132489854,POCH023,voice and data,Infinite Ultimate,prepaid,General,Individual,90,35,17-Mar-22,,36,Active,0,29,Female,Medium,College,Married,Dallas,Young,N,1,01-Jan-25,31-Jan-25,19.08,99.60,382,67,0,0.00,0.00,0,23.86,0,Youtube,Yes,2,,,At Risk,77,5289,N,2
