Customer Billing Account.CustomerBillingAccount.ID,Digital Identity.NetworkCredential.ID (MSISDN),Plan ID,productOffering.planType,Customer Plan Name,productOffering.businessType,productOffering.market segment,productOffering.customerType,Price,Activation Fee,Customer Subscription Start Date,Customer subscription end date,Length of customer relationship (In Months),Subscription Status,Time Since last purchase or engagement (In Months),Party.Party Demographic.PartyDemographicValue.value(Age),Party.Individual.gender,Party.Party Demographic.PartyDemographicValue.value(Income Level),Party.Party Demographic.PartyDemographicValue.value(Education),Individual.maritalStatus (Family Structure),Location.Geographic Place.GeographicState.name,Age Group,VIP Group,No Of Lines,Usage From Period,Usage To Period,Product.Networkproduct.ConsumptionSummary.value (Data Upload (In GB)),Product.Networkproduct.ConsumptionSummary.value (Data Download (In GB)),Product.Networkproduct.ConsumptionSummary.value Voice (in Minutes),Product.Networkproduct.ConsumptionSummary.value (SMS (In Numbers)),Product.Networkproduct.ConsumptionSummary.value (International Roaming Voice (In Minutes),Product.Networkproduct.ConsumptionSummary.value (International Roaming Data Upload (In GB)),Product.Networkproduct.ConsumptionSummary.value (International Romaing Data Download (In GB)),Product.Networkproduct.ConsumptionSummary.value (International Romaing SMS),Product.Networkproduct.ConsumptionSummary.value (Consumed OTT usage (In GB)),Product.Networkproduct.ConsumptionSummary.value (Cloud Storage),"Rating Group (Google, Youtube)",At Risk Customer(Based on usage or behaviour patterns),Number of Compaints Raised,Churn Category,Reason Of Churn,Churn Status,Churn Score,CLTV,Contract,Satisfaction Score (Out of 5)
U89Z-QHT9B,9180882698,POCH031,voice and data,Infinite Ultimate,prepaid,Students,Individual,80,35,30-Aug-22,12-Oct-24,25,Inactive,5,50,Male,High,College,Married,Rural Texas,Middle Aged,Y,1,01-Jan-25,31-Jan-25,21.08,139.33,224,46,0,0.00,0.00,0,21.44,0,Youtube,No,4,Network Quality,Network coverage and speed issues in their location,Churned,75,8571,N,3
G34G-C1BQ5,9185267653,POCH039,voice and data,Infinite Ultimate,prepaid,Teachers,Family & CUG,56.67,35,28-Jun-23,29-Nov-24,17,Inactive,3,25,Female,Medium,High School,Single,Los Angeles,Young,N,2,01-Jan-25,31-Jan-25,8.59,35.94,116,43,0,0.00,0.00,0,4.12,0,Youtube,No,2,Price Sensitive,Price sensitivity,Churned,81,5672,N,1
NNW0-YKYGB,9162239851,POCH031,voice and data,Infinite Ultimate,prepaid,Students,Individual,80,35,25-Jul-22,19-Dec-24,29,Inactive,3,26,Male,Low,College,Married,Dallas,Young,N,2,01-Jan-25,31-Jan-25,4.18,26.05,132,32,0,0.00,0.00,0,3.71,0,Google,No,2,Price Sensitive,Price sensitivity,Churned,76,2203,N,3
VYOJ-QISYO,9116393406,POCH015,voice and data,Infinite Plus,prepaid,Teachers,Individual,70,35,06-Sep-23,26-Jan-25,16,Inactive,2,36,Male,High,Professional,Family,Rural California,Middle Aged,Y,4,01-Jan-25,31-Jan-25,16.97,80.07,219,33,0,0.00,0.00,0,23.64,0,Google,No,5,Network Quality,Network coverage and speed issues in their location,Churned,78,7405,N,1
SZ6X-Z32KB,9102239302,POCH043,voice and data,Infinite Ultimate,prepaid,First responders,Family & CUG,56.67,35,08-May-23,16-Oct-24,17,Inactive,5,25,Female,Medium,High School,Single,Dallas,Young,N,3,01-Jan-25,31-Jan-25,3.14,43.65,107,35,0,0.00,0.00,0,3.94,0,Google,No,4,Price Sensitive,Price sensitivity,Churned,96,4781,N,1
T4MC-X2KKL,9190624223,POCH029,voice and data,Infinite Ultimate,prepaid,Nurses,Family & CUG,56.67,35,02-Feb-22,01-Feb-25,36,Inactive,1,33,Male,Medium,High School,Single,Dallas,Young,N,1,01-Jan-25,31-Jan-25,6.65,30.11,115,41,0,0.00,0.00,0,0.99,0,Google,No,2,Price Sensitive,Price sensitivity,Churned,75,5773,N,1
YYGQ-7KLVZ,9109417362,POCH035,voice and data,Infinite Ultimate,prepaid,Military and veterans,Family & CUG,56.67,35,26-Sep-22,22-Dec-24,27,Inactive,3,38,Male,Medium,College,Married,Rural Texas,Middle Aged,N,2,01-Jan-25,31-Jan-25,16.20,95.43,223,41,0,0.00,0.00,0,15.18,0,Google,No,4,Network Quality,Network coverage and speed issues in their location,Churned,100,4706,N,1
M6NR-66DNB,9186811539,POCH016,voice and data,Infinite Plus,prepaid,Teachers,Family & CUG,57.5,35,06-Oct-22,27-Aug-24,23,Inactive,7,28,Male,Medium,College,Married,Rural Texas,Young,N,3,01-Jan-25,31-Jan-25,27.99,84.40,291,78,0,0.00,0.00,0,28.97,0,Youtube,No,3,Network Quality,Network coverage and speed issues in their location,Churned,79,5842,N,1
1FC4-0ZIJT,9116293648,POCH043,voice and data,Infinite Ultimate,prepaid,First responders,Family & CUG,56.67,35,03-Jan-22,31-Dec-24,36,Inactive,2,28,Male,Medium,High School,Married,Los Angeles,Young,N,4,01-Jan-25,31-Jan-25,5.24,31.07,200,12,0,0.00,0.00,0,1.29,0,Youtube,No,4,Price Sensitive,Price sensitivity,Churned,79,5371,N,2
4Y3C-ZVJX9,9104056103,POCH043,voice and data,Infinite Ultimate,prepaid,First responders,Family & CUG,56.67,35,07-May-23,26-Sep-24,16,Inactive,6,32,Female,Medium,College,Single,Dallas,Young,N,4,01-Jan-25,31-Jan-25,9.99,37.14,136,17,0,0.00,0.00,0,0.70,0,Youtube,No,6,Price Sensitive,Price sensitivity,Churned,74,5915,N,1
