account_id,msisdn,churn_status,profile_type,insight
1DTD-0CXAZ,9146224201,Not Churned,Loyal Customer,"**Loyal Customer Insight:** This high-value individual plan customer ($5506 CLTV) shows strong loyalty indicators with excellent satisfaction (5/5) and minimal complaints (1) despite heavy usage across all services. They fully utilize the premium features of Operator B (Champion)'s ""Infinite Plus"" plan including high data consumption (168.26GB), international usage, and extensive OTT streaming (17.03GB), justifying the premium price point. They have not been tempted by Operator A or Operator T's competing family plans."
627N-1WA2D,9145906719,At Risk,At Risk,"**At-Risk Customer Insight:** This medium-value customer ($4259 CLTV) shows moderate churn risk (Score: 85) despite having no immediate issues. The moderate satisfaction score (3/5) and average complaints (3) indicate potential dissatisfaction with value received for the $50/line price point for Operator B (Champion)'s ""Infinite Ultimate"" plan. Competitor Operator T offers ""Go5G Military"" plan with better military discounts at $30, making this customer vulnerable to targeted competitor offers."
BAZU-266GC,9127951991,Not Churned,Loyal Customer,"**Loyal Customer Insight:** This high-value family & cug plan customer ($5630 CLTV) shows strong loyalty indicators with excellent satisfaction (4/5) and minimal complaints (1) despite heavy usage across all services. They fully utilize the premium features of Operator B (Champion)'s ""Infinite Plus"" plan including high data consumption (178.73GB), international usage, and extensive OTT streaming (19.62GB), justifying the premium price point. They have not been tempted by Operator A or Operator T's competing family plans."
2HZO-2PUQR,9165355764,At Risk,At Risk,"**At-Risk Customer Insight:** This medium-value customer ($5940 CLTV) shows moderate churn risk (Score: 60) despite having no immediate issues. The moderate satisfaction score (3/5) and average complaints (2) indicate potential dissatisfaction with value received for the $50/line price point for Operator B (Champion)'s ""Infinite Ultimate"" plan. Competitor Operator T offers ""Go5G Military"" plan with better military discounts at $30, making this customer vulnerable to targeted competitor offers."
8OGS-7ILMR,9135491011,At Risk,At Risk,"**At-Risk Customer Insight:** This medium-value customer ($3224 CLTV) shows moderate churn risk (Score: 65) despite having no immediate issues. The moderate satisfaction score (2/5) and average complaints (2) indicate potential dissatisfaction with value received for the $80 price point for Operator B (Champion)'s ""Infinite Ultimate"" plan. Competitor Operator T offers ""Go5G Military"" plan with better military discounts at $30, making this customer vulnerable to targeted competitor offers."
IM7Q-DUOMO,9190103855,Churned,Price Sensitive,"**Price-Sensitive Churn Insight:** Customer churned from Operator B (Champion)'s ""Infinite Ultimate"" ($90) due to price sensitivity. Analysis suggests they likely switched to Operator C's ""$15 Smartphone Plan"" which offers similar basic functionality at a significantly lower price point ($15 vs $90)."
0XJC-M66F4,9147763231,Churned,Price Sensitive,"**Price-Sensitive Churn Insight:** Customer churned from Operator B (Champion)'s ""Infinite Plus"" ($70) due to price sensitivity. Analysis suggests they likely switched to Operator C's ""$15 Smartphone Plan"" which offers similar basic functionality at a significantly lower price point ($15 vs $70)."
74IH-JSHDT,9149033444,Churned,Network Quality,"**Network Quality Churn Insight:** This high-value customer ($3618 CLTV) churned despite subscribing to Operator B (Champion)'s premium ""5GB Plan"" plan due to network issues in Rural Texas. Their extremely high data usage (107.59GB download) and significant OTT consumption (21.43GB) suggests streaming and connectivity problems in their area. They likely switched to Operator T's ""Operator T 5G unlimited"" plan, which has better rural coverage."
S6IP-9OU7F,9169527694,Churned,Price Sensitive,"**Price-Sensitive Churn Insight:** Customer churned from Operator B (Champion)'s ""Infinite Plus"" ($70) due to price sensitivity. Analysis suggests they likely switched to Operator C's ""$15 Smartphone Plan"" which offers similar basic functionality at a significantly lower price point ($15 vs $70)."
Q4GW-8APEO,9126204884,Churned,Feature Deficiency,"**Feature Deficiency Churn Insight:** Customer churned from Operator B (Champion)'s ""Infinite Plus"" Family & CUG plan due to feature limitations despite acceptable satisfaction score (3/5). Analysis shows heavy international usage (86 minutes, 8.18GB total international data) and high OTT consumption (20.50GB), suggesting they switched to Operator T's ""Go5G Plus 55"" plan which offers better international coverage and streaming quality."
UMJ0-P8C2J,9146038298,Churned,Feature Deficiency,"**Feature Deficiency Churn Insight:** Customer churned from Operator B (Champion)'s ""Infinite Plus"" Individual plan due to feature limitations despite acceptable satisfaction score (3/5). Analysis shows heavy international usage (42 minutes, 3.37GB total international data) and high OTT consumption (12.34GB), suggesting they switched to Operator T's ""Go5G Plus 55"" plan which offers better international coverage and streaming quality."
IK83-XW4C4,9195334489,Churned,Price Sensitive,"**Price-Sensitive Churn Insight:** Customer churned from Operator B (Champion)'s ""Infinite Plus"" ($70) due to price sensitivity. Analysis suggests they likely switched to Operator C's ""$15 Smartphone Plan"" which offers similar basic functionality at a significantly lower price point ($15 vs $70)."
DEYJ-FIZDS,9161803714,At Risk,At Risk,"**At-Risk Customer Insight:** This medium-value customer ($4846 CLTV) shows moderate churn risk (Score: 83) despite having no immediate issues. The moderate satisfaction score (2/5) and average complaints (3) indicate potential dissatisfaction with value received for the $40/line price point for Operator B (Champion)'s ""Infinite Plus"" plan. Competitor Operator T offers ""Go5G Military"" plan with better military discounts at $30, making this customer vulnerable to targeted competitor offers."
2FR9-U4UGV,9191885795,Churned,Customer Service,"**Customer Service Churn Insight:** This customer churned primarily due to service quality issues, evidenced by the extremely low satisfaction score (2/5) and high number of complaints (6) over a 24-month relationship. Despite subscribing to Operator B (Champion)'s premium ""Infinite Plus"" plan, they likely switched to Operator T's ""Go5G Military"" plan which offers dedicated customer care and comparable features."
G1GW-SJC67,9149194251,Churned,Customer Service,"**Customer Service Churn Insight:** This customer churned primarily due to service quality issues, evidenced by the extremely low satisfaction score (1/5) and high number of complaints (8) over a 23-month relationship. Despite subscribing to Operator B (Champion)'s premium ""Infinite Ultimate"" plan, they likely switched to Operator T's ""Go5G Military"" plan which offers dedicated customer care and comparable features."
7F1X-7RZRD,9172039874,Churned,Customer Service,"**Customer Service Churn Insight:** This customer churned primarily due to service quality issues, evidenced by the extremely low satisfaction score (1/5) and high number of complaints (9) over a 20-month relationship. Despite subscribing to Operator B (Champion)'s premium ""Infinite Ultimate"" plan, they likely switched to Operator T's ""Go5G Military"" plan which offers dedicated customer care and comparable features."
E8K4-B79V1,9172276141,Churned,Network Quality,"**Network Quality Churn Insight:** This high-value customer ($4319 CLTV) churned despite subscribing to Operator B (Champion)'s premium ""Infinite Plus"" plan due to network issues in Rural California. Their extremely high data usage (101.36GB download) and significant OTT consumption (28.89GB) suggests streaming and connectivity problems in their area. They likely switched to Operator T's ""Operator T 5G unlimited"" plan, which has better rural coverage."
C7OP-OGY75,9116188724,At Risk,At Risk,"**At-Risk Customer Insight:** This medium-value customer ($5003 CLTV) shows moderate churn risk (Score: 81) despite having no immediate issues. The moderate satisfaction score (3/5) and average complaints (2) indicate potential dissatisfaction with value received for the $50/line price point for Operator B (Champion)'s ""Infinite Ultimate"" plan. Competitor Operator T offers ""Go5G Military"" plan with better military discounts at $30, making this customer vulnerable to targeted competitor offers."
432N-VCNL5,9163357059,Churned,Feature Deficiency,"**Feature Deficiency Churn Insight:** Customer churned from Operator B (Champion)'s ""Infinite Plus"" Family & CUG plan due to feature limitations despite acceptable satisfaction score (3/5). Analysis shows heavy international usage (60 minutes, 7.59GB total international data) and high OTT consumption (10.15GB), suggesting they switched to Operator T's ""Go5G Plus 55"" plan which offers better international coverage and streaming quality."
5VES-7TIE2,9149285752,Churned,Network Quality,"**Network Quality Churn Insight:** This high-value customer ($3578 CLTV) churned despite subscribing to Operator B (Champion)'s premium ""5GB Plan"" plan due to network issues in Rural Texas. Their extremely high data usage (119.21GB download) and significant OTT consumption (15.29GB) suggests streaming and connectivity problems in their area. They likely switched to Operator T's ""Operator T 5G unlimited"" plan, which has better rural coverage."
