Customer Billing Account.CustomerBillingAccount.ID,Digital Identity.NetworkCredential.ID (MSISDN),Plan ID,productOffering.planType,Customer Plan Name,productOffering.businessType,productOffering.market segment,productOffering.customerType,Price,Activation Fee,Customer Subscription Start Date,Customer subscription end date,Length of customer relationship (In Months),Subscription Status,Time Since last purchase or engagement (In Months),Party.Party Demographic.PartyDemographicValue.value(Age),Party.Individual.gender,Party.Party Demographic.PartyDemographicValue.value(Income Level),Party.Party Demographic.PartyDemographicValue.value(Education),Individual.maritalStatus (Family Structure),Location.Geographic Place.GeographicState.name,Age Group,VIP Group,No Of Lines,Usage From Period,Usage To Period,Product.Networkproduct.ConsumptionSummary.value (Data Upload (In GB)),Product.Networkproduct.ConsumptionSummary.value (Data Download (In GB)),Product.Networkproduct.ConsumptionSummary.value Voice (in Minutes),Product.Networkproduct.ConsumptionSummary.value (SMS (In Numbers)),Product.Networkproduct.ConsumptionSummary.value (International Roaming Voice (In Minutes),Product.Networkproduct.ConsumptionSummary.value (International Roaming Data Upload (In GB)),Product.Networkproduct.ConsumptionSummary.value (International Romaing Data Download (In GB)),Product.Networkproduct.ConsumptionSummary.value (International Romaing SMS),Product.Networkproduct.ConsumptionSummary.value (Consumed OTT usage (In GB)),Product.Networkproduct.ConsumptionSummary.value (Cloud Storage),"Rating Group (Google, Youtube)",At Risk Customer(Based on usage or behaviour patterns),Number of Compaints Raised,Churn Category,Reason Of Churn,Churn Status,Churn Score,CLTV,Contract,Satisfaction Score (Out of 5)
YBBX-PLFB2,9184932665,POCH036,voice and data,Infinite Ultimate,prepaid,Military and veterans,Family & CUG,50,35,29-Jun-23,05-Nov-24,16,Inactive,4,21,Female,Medium,College,Married,Dallas,Young,N,4,01-Jan-25,31-Jan-25,8.49,22.53,97,24,0,0.00,0.00,0,3.74,0,Youtube,No,2,Price Sensitive,Price sensitivity,Churned,91,4440,N,2
YII3-N2MA6,9101475944,POCH011,voice and data,Infinite Plus,prepaid,Military and veterans,Individual,70,35,14-Jun-23,15-Jul-24,13,Inactive,8,34,Male,Medium,College,Married,Dallas,Young,N,3,01-Jan-25,31-Jan-25,6.83,23.36,141,20,0,0.00,0.00,0,1.31,0,Youtube,No,4,Price Sensitive,Price sensitivity,Churned,92,5022,N,3
Y6IL-JGOQ3,9131499313,POCH030,voice and data,Infinite Ultimate,prepaid,Nurses,Family & CUG,50,35,12-Dec-23,11-Sep-24,9,Inactive,6,25,Female,Medium,Professional,Family,Rural Texas,Young,N,2,01-Jan-25,31-Jan-25,23.68,107.90,164,48,0,0.00,0.00,0,17.17,0,Google,No,6,Network Quality,Network coverage and speed issues in their location,Churned,91,4679,N,3
677V-6VK2R,9149317268,POCH042,voice and data,Infinite Ultimate,prepaid,First responders,Family & CUG,67.5,35,18-Dec-23,29-Aug-24,8,Inactive,7,33,Male,Medium,College,Single,Los Angeles,Young,N,1,01-Jan-25,31-Jan-25,7.09,32.16,116,39,0,0.00,0.00,0,0.92,0,Youtube,No,4,Price Sensitive,Price sensitivity,Churned,85,5203,N,3
HGA9-NDZB5,9142209457,POCH045,voice and data,5GB Plan,prepaid,General,Individual,40,35,07-Aug-23,07-Sep-24,13,Inactive,6,32,Female,High,College,Family,New York,Young,Y,3,01-Jan-25,31-Jan-25,19.15,117.67,200,33,56,0.49,1.85,26,15.15,0,Youtube,No,3,Feature Deficiency,Competitor offered better streaming quality and international options,Churned,86,10709,N,2
J5IN-VKXOD,9110223038,POCH025,voice and data,Infinite Ultimate,prepaid,General,Family & CUG,65,35,31-Aug-23,26-Aug-24,12,Inactive,7,27,Female,High,College,Family,Rural Texas,Young,Y,3,01-Jan-25,31-Jan-25,19.73,137.74,250,47,0,0.00,0.00,0,17.42,0,Youtube,No,6,Network Quality,Network coverage and speed issues in their location,Churned,75,6511,N,2
KRU7-VYSEG,9132408496,POCH032,voice and data,Infinite Ultimate,prepaid,Students,Family & CUG,67.5,35,28-Feb-22,04-Sep-24,30,Inactive,6,39,Female,High,Professional,Married,Rural California,Middle Aged,Y,2,01-Jan-25,31-Jan-25,25.35,102.64,248,41,0,0.00,0.00,0,29.39,0,Google,No,2,Network Quality,Network coverage and speed issues in their location,Churned,81,11364,N,3
JQCF-75WEY,9110906030,POCH045,voice and data,5GB Plan,prepaid,General,Individual,40,35,01-Apr-23,25-Jun-24,15,Inactive,9,28,Female,Medium,College,Married,Dallas,Young,N,2,01-Jan-25,31-Jan-25,22.54,116.20,454,69,66,0.89,4.18,36,10.07,0,Google,No,3,Feature Deficiency,Competitor offered better streaming quality and international options,Churned,95,3126,N,3
VBOR-VFRSS,9166847381,POCH041,voice and data,Infinite Ultimate,prepaid,First responders,Individual,80,35,17-Apr-23,17-Jun-24,14,Inactive,9,26,Female,Low,High School,Single,Dallas,Young,N,1,01-Jan-25,31-Jan-25,9.64,21.36,70,44,0,0.00,0.00,0,3.16,0,Google,No,2,Price Sensitive,Price sensitivity,Churned,100,1268,N,2
4TVH-LCTFB,9115769262,POCH011,voice and data,Infinite Plus,prepaid,Military and veterans,Individual,70,35,22-Aug-23,25-Jun-24,10,Inactive,9,34,Male,Medium,College,Family,Rural California,Young,N,3,01-Jan-25,31-Jan-25,22.49,90.82,218,46,0,0.00,0.00,0,15.59,0,Youtube,No,2,Network Quality,Network coverage and speed issues in their location,Churned,95,4076,N,1
FPXJ-RV2MZ,9190126564,POCH045,voice and data,5GB Plan,prepaid,General,Individual,40,35,14-Oct-22,26-Nov-24,25,Inactive,4,42,Female,High,Professional,Married,New York,Middle Aged,Y,2,01-Jan-25,31-Jan-25,17.44,97.73,285,61,40,1.73,7.70,35,14.69,0,Google,No,4,Feature Deficiency,Competitor offered better streaming quality and international options,Churned,99,9883,N,2
ZTZR-F4JNJ,9156772647,POCH005,voice and data,Infinite Plus,prepaid,Nurses,Individual,70,35,28-Sep-22,12-Aug-24,22,Inactive,7,35,Male,Medium,High School,Married,Los Angeles,Middle Aged,N,2,01-Jan-25,31-Jan-25,7.07,28.89,90,32,0,0.00,0.00,0,1.11,0,Google,No,5,Price Sensitive,Price sensitivity,Churned,82,3019,N,1
Y2PP-178YV,9120355047,POCH005,voice and data,Infinite Plus,prepaid,Nurses,Individual,70,35,30-Aug-23,,19,Active,0,28,Male,Medium,College,Single,Dallas,Young,N,3,01-Jan-25,31-Jan-25,17.69,55.06,261,80,0,0.00,0.00,0,12.02,0,Google,Yes,1,,,At Risk,67,4019,N,3
WBZ7-8T7N3,9149222844,POCH030,voice and data,Infinite Ultimate,prepaid,Nurses,Family & CUG,50,35,12-Nov-23,,16,Active,0,37,Male,Medium,Professional,Single,Dallas,Middle Aged,N,1,01-Jan-25,31-Jan-25,14.06,92.75,250,36,0,0.00,0.00,0,21.30,0,Youtube,Yes,2,,,At Risk,71,5982,N,3
JLJ1-UOBJB,9126994649,POCH020,voice and data,Infinite Plus,prepaid,First responders,Family & CUG,57.5,35,20-Nov-22,,28,Active,0,33,Male,Medium,College,Single,Las Vegas,Young,N,4,01-Jan-25,31-Jan-25,18.48,51.16,207,75,0,0.00,0.00,0,20.90,0,Youtube,Yes,2,,,At Risk,77,3157,N,2
7HQZ-13VBI,9132463747,POCH024,voice and data,Infinite Ultimate,prepaid,General,Family & CUG,80,35,21-May-23,,22,Active,0,42,Female,High,Professional,Family,New York,Middle Aged,Y,2,01-Jan-25,31-Jan-25,39.58,184.58,631,83,59,1.87,4.84,36,21.49,0,Google,No,0,,,Not Churned,29,9733,N,5
GKCM-8BAWB,9184135000,POCH040,voice and data,Infinite Ultimate,prepaid,Teachers,Family & CUG,50,35,07-Mar-23,,25,Active,0,62,Male,Medium,Professional,Married,Los Angeles,Senior,N,1,01-Jan-25,31-Jan-25,23.87,79.85,526,75,61,0.57,7.70,50,33.24,0,Google,No,0,,,Not Churned,12,5310,N,5
0CR9-WBCX2,9138206072,POCH032,voice and data,Infinite Ultimate,prepaid,Students,Family & CUG,67.5,35,14-Mar-23,,24,Active,0,46,Male,High,College,Married,New York,Middle Aged,Y,2,01-Jan-25,31-Jan-25,30.01,129.39,623,102,57,0.49,5.33,20,21.89,0,Youtube,No,1,,,Not Churned,13,7043,N,4
YUIG-89JG2,9133286847,POCH005,voice and data,Infinite Plus,prepaid,Nurses,Individual,70,35,02-Aug-22,18-Jan-25,30,Inactive,2,20,Female,Low,High School,Single,Los Angeles,Young,N,4,01-Jan-25,31-Jan-25,3.49,46.99,53,11,0,0.00,0.00,0,2.45,0,Youtube,No,2,Price Sensitive,Price sensitivity,Churned,95,2268,N,3
PZOO-QNNZV,9120692744,POCH038,voice and data,Infinite Ultimate,prepaid,Teachers,Family & CUG,67.5,35,01-Feb-23,09-Aug-24,18,Inactive,7,46,Female,Medium,Professional,Married,Dallas,Middle Aged,N,4,01-Jan-25,31-Jan-25,17.50,59.86,494,101,0,0.00,0.00,0,5.17,0,Youtube,No,6,Customer Service,Multiple unresolved complaints and poor customer service,Churned,84,4010,N,2
IRRE-R88VA,9159631573,POCH038,voice and data,Infinite Ultimate,prepaid,Teachers,Family & CUG,67.5,35,26-Oct-23,15-Nov-24,12,Inactive,4,56,Male,High,Professional,Married,Las Vegas,Senior,Y,4,01-Jan-25,31-Jan-25,19.86,54.84,699,169,0,0.00,0.00,0,11.52,0,Youtube,No,7,Customer Service,Multiple unresolved complaints and poor customer service,Churned,96,6413,N,1
J0A4-J5DX1,9182291050,POCH032,voice and data,Infinite Ultimate,prepaid,Students,Family & CUG,67.5,35,08-Nov-22,06-Oct-24,23,Inactive,5,29,Male,Medium,College,Family,Rural Texas,Young,N,2,01-Jan-25,31-Jan-25,18.73,105.03,282,49,0,0.00,0.00,0,29.74,0,Youtube,No,5,Network Quality,Network coverage and speed issues in their location,Churned,75,4363,N,3
QISB-4G028,9134906085,POCH020,voice and data,Infinite Plus,prepaid,First responders,Family & CUG,57.5,35,19-Aug-22,,31,Active,0,38,Female,Medium,College,Married,Dallas,Middle Aged,N,3,01-Jan-25,31-Jan-25,10.76,57.41,245,60,0,0.00,0.00,0,17.97,0,Google,Yes,1,,,At Risk,61,4212,N,2
2N7N-Y8A70,9144932434,POCH010,voice and data,Infinite Plus,prepaid,students,Family & CUG,57.5,35,24-Dec-22,,27,Active,0,29,Male,Medium,College,Married,Las Vegas,Young,N,1,01-Jan-25,31-Jan-25,16.44,75.02,214,47,0,0.00,0.00,0,22.35,0,Google,Yes,3,,,At Risk,63,3077,N,4
PLP6-R9K6N,9160202160,POCH025,voice and data,Infinite Ultimate,prepaid,General,Family & CUG,65,35,23-Jan-22,,38,Active,0,30,Male,Medium,Professional,Married,Dallas,Young,N,2,01-Jan-25,31-Jan-25,14.63,97.80,387,30,0,0.00,0.00,0,14.25,0,Youtube,Yes,1,,,At Risk,60,3572,N,2
THEL-R80SV,9175171248,POCH006,voice and data,Infinite Plus,prepaid,Nurses,Family & CUG,57.5,35,14-Apr-23,30-Aug-24,16,Inactive,7,45,Female,Medium,College,Family,Los Angeles,Middle Aged,N,1,01-Jan-25,31-Jan-25,13.83,72.30,754,113,0,0.00,0.00,0,19.46,0,Google,No,9,Customer Service,Multiple unresolved complaints and poor customer service,Churned,86,4552,N,2
QSSI-KDIAU,9157104875,POCH012,voice and data,Infinite Plus,prepaid,Military and veterans,Family & CUG,57.5,35,20-Oct-23,,17,Active,0,27,Male,Medium,College,Married,Las Vegas,Young,N,3,01-Jan-25,31-Jan-25,11.20,92.49,212,53,0,0.00,0.00,0,23.95,0,Youtube,Yes,2,,,At Risk,65,3646,N,3
FZIM-2EW31,9151168207,POCH034,voice and data,Infinite Ultimate,prepaid,Military and veterans,Family & CUG,67.5,35,14-Jul-22,26-Jul-24,24,Inactive,8,54,Male,Medium,College,Family,Las Vegas,Middle Aged,N,2,01-Jan-25,31-Jan-25,16.78,53.16,497,177,0,0.00,0.00,0,19.12,0,Google,No,5,Customer Service,Multiple unresolved complaints and poor customer service,Churned,87,4886,N,1
HI5M-NHP1D,9171833935,POCH044,voice and data,Infinite Ultimate,prepaid,First responders,Family & CUG,50,35,18-Feb-23,,25,Active,0,45,Female,Medium,Professional,Married,Los Angeles,Middle Aged,N,2,01-Jan-25,31-Jan-25,27.97,94.69,490,98,26,1.28,7.23,25,26.93,0,Youtube,No,1,,,Not Churned,25,5012,N,4
67T5-XHFV1,9152307298,POCH041,voice and data,Infinite Ultimate,prepaid,First responders,Individual,80,35,10-Aug-23,,19,Active,0,36,Female,Medium,College,Married,Los Angeles,Middle Aged,N,3,01-Jan-25,31-Jan-25,15.45,167.16,598,122,60,0.80,5.48,15,29.25,0,Youtube,No,0,,,Not Churned,21,5381,N,4
