Customer Billing Account.CustomerBillingAccount.ID,Digital Identity.NetworkCredential.ID (MSISDN),Plan ID,productOffering.planType,Customer Plan Name,productOffering.businessType,productOffering.market segment,productOffering.customerType,Price,Activation Fee,Customer Subscription Start Date,Customer subscription end date,Length of customer relationship (In Months),Subscription Status,Time Since last purchase or engagement (In Months),Party.Party Demographic.PartyDemographicValue.value(Age),Party.Individual.gender,Party.Party Demographic.PartyDemographicValue.value(Income Level),Party.Party Demographic.PartyDemographicValue.value(Education),Individual.maritalStatus (Family Structure),Location.Geographic Place.GeographicState.name,Age Group,VIP Group,No Of Lines,Usage From Period,Usage To Period,Product.Networkproduct.ConsumptionSummary.value (Data Upload (In GB)),Product.Networkproduct.ConsumptionSummary.value (Data Download (In GB)),Product.Networkproduct.ConsumptionSummary.value Voice (in Minutes),Product.Networkproduct.ConsumptionSummary.value (SMS (In Numbers)),Product.Networkproduct.ConsumptionSummary.value (International Roaming Voice (In Minutes),Product.Networkproduct.ConsumptionSummary.value (International Roaming Data Upload (In GB)),Product.Networkproduct.ConsumptionSummary.value (International Romaing Data Download (In GB)),Product.Networkproduct.ConsumptionSummary.value (International Romaing SMS),Product.Networkproduct.ConsumptionSummary.value (Consumed OTT usage (In GB)),Product.Networkproduct.ConsumptionSummary.value (Cloud Storage),"Rating Group (Google, Youtube)",At Risk Customer(Based on usage or behaviour patterns),Number of Compaints Raised,Churn Category,Reason Of Churn,Churn Status,Churn Score,CLTV,Contract,Satisfaction Score (Out of 5)
87JP-VF6EL,9107966555,POCH023,voice and data,Infinite Ultimate,prepaid,General,Individual,90,35,18-Aug-22,,31,Active,0,29,Female,Medium,College,Married,Las Vegas,Young,N,3,01-Jan-25,31-Jan-25,16.12,84.68,398,42,0,0.00,0.00,0,14.64,0,Google,Yes,1,,,At Risk,65,4610,N,2
21AA-S04RA,9100268133,POCH031,voice and data,Infinite Ultimate,prepaid,Students,Individual,80,35,14-Jun-23,10-Oct-24,16,Inactive,5,48,Male,Medium,Professional,Married,Dallas,Middle Aged,N,4,01-Jan-25,31-Jan-25,17.73,57.06,770,76,0,0.00,0.00,0,18.90,0,Google,No,10,Customer Service,Multiple unresolved complaints and poor customer service,Churned,75,5112,N,1
QUTV-8O7NX,9137089459,POCH008,voice and data,Infinite Plus,prepaid,Nurses,Family & CUG,40/line,35,27-May-23,10-Jan-25,19,Inactive,2,39,Female,Medium,College,Family,Rural Texas,Middle Aged,N,1,01-Jan-25,31-Jan-25,28.07,139.52,219,55,0,0.00,0.00,0,27.67,0,Google,No,2,Network Quality,Network coverage and speed issues in their location,Churned,84,4884,N,2
UIIM-XUQGB,9104224154,POCH045,voice and data,5GB Plan,prepaid,General,Individual,40,35,28-Aug-22,02-Oct-24,25,Inactive,5,28,Female,Medium,College,Family,Dallas,Young,N,3,01-Jan-25,31-Jan-25,21.08,79.20,221,45,37,1.48,6.48,43,14.51,0,Youtube,No,3,Feature Deficiency,Competitor offered better streaming quality and international options,Churned,88,3619,N,2
66TK-VPCAT,9180018552,POCH023,voice and data,Infinite Ultimate,prepaid,General,Individual,90,35,12-Feb-23,20-Nov-24,21,Inactive,4,34,Male,Low,High School,Married,Los Angeles,Young,N,1,01-Jan-25,31-Jan-25,8.34,16.15,122,37,0,0.00,0.00,0,1.89,0,Google,No,3,Price Sensitive,Price sensitivity,Churned,79,2072,N,3
UIFR-J4W46,9130588875,POCH045,voice and data,5GB Plan,prepaid,General,Individual,40,35,06-Oct-23,04-Aug-24,10,Inactive,7,42,Male,High,College,Married,Rural California,Middle Aged,Y,1,01-Jan-25,31-Jan-25,25.91,136.69,212,41,0,0.00,0.00,0,15.03,0,Youtube,No,4,Network Quality,Network coverage and speed issues in their location,Churned,92,7523,N,2
MCLU-916TT,9178653881,POCH031,voice and data,Infinite Ultimate,prepaid,Students,Individual,80,35,19-Jun-23,08-Jun-24,11,Inactive,9,40,Male,High,Professional,Family,Rural Texas,Middle Aged,Y,2,01-Jan-25,31-Jan-25,25.83,108.57,212,45,0,0.00,0.00,0,17.20,0,Google,No,5,Network Quality,Network coverage and speed issues in their location,Churned,93,8235,N,3
GLNF-W85M4,9173234989,POCH031,voice and data,Infinite Ultimate,prepaid,Students,Individual,80,35,29-Dec-23,,15,Active,0,41,Male,High,College,Family,New York,Middle Aged,Y,1,01-Jan-25,31-Jan-25,39.07,119.71,589,102,53,0.40,3.64,17,17.59,0,Youtube,No,0,,,Not Churned,6,10680,N,5
P36H-OPWLV,9100319434,POCH008,voice and data,Infinite Plus,prepaid,Nurses,Family & CUG,40/line,35,17-Feb-23,,25,Active,0,37,Male,Medium,College,Single,Dallas,Middle Aged,N,1,01-Jan-25,31-Jan-25,15.32,57.89,365,72,0,0.00,0.00,0,15.82,0,Google,Yes,2,,,At Risk,72,5908,N,2
U759-A7XLI,9128819892,POCH023,voice and data,Infinite Ultimate,prepaid,General,Individual,90,35,28-Jun-22,,33,Active,0,35,Male,Medium,Professional,Single,Las Vegas,Middle Aged,N,4,01-Jan-25,31-Jan-25,12.45,92.56,373,42,0,0.00,0.00,0,21.33,0,Google,Yes,1,,,At Risk,74,3809,N,3
PNS9-FXT38,9191260069,POCH045,voice and data,5GB Plan,prepaid,General,Individual,40,35,24-Jan-23,27-Jun-24,17,Inactive,9,31,Female,Medium,Professional,Family,Dallas,Young,N,2,01-Jan-25,31-Jan-25,15.49,49.03,438,156,0,0.00,0.00,0,14.30,0,Youtube,No,5,Customer Service,Multiple unresolved complaints and poor customer service,Churned,77,3025,N,2
UVWH-4JNP8,9142187747,POCH031,voice and data,Infinite Ultimate,prepaid,Students,Individual,80,35,29-May-22,26-Nov-24,30,Inactive,4,49,Female,Medium,College,Family,Rural California,Middle Aged,N,4,01-Jan-25,31-Jan-25,18.97,132.26,163,32,0,0.00,0.00,0,15.94,0,Google,No,3,Network Quality,Network coverage and speed issues in their location,Churned,93,3273,N,1
6CKJ-DW90P,9177940943,POCH008,voice and data,Infinite Plus,prepaid,Nurses,Family & CUG,40/line,35,23-Mar-22,,36,Active,0,34,Male,Medium,Professional,Married,Las Vegas,Young,N,2,01-Jan-25,31-Jan-25,13.96,64.54,299,73,0,0.00,0.00,0,21.92,0,Google,Yes,3,,,At Risk,76,4429,N,4
53AB-7HMGK,9104093612,POCH031,voice and data,Infinite Ultimate,prepaid,Students,Individual,80,35,04-Nov-23,14-Jul-24,8,Inactive,8,28,Female,High,College,Married,Rural Texas,Young,Y,3,01-Jan-25,31-Jan-25,27.29,132.79,168,33,0,0.00,0.00,0,24.41,0,Google,No,4,Network Quality,Network coverage and speed issues in their location,Churned,98,9771,N,2
