Customer Billing Account.CustomerBillingAccount.ID,Digital Identity.NetworkCredential.ID (MSISDN),Plan ID,productOffering.planType,Customer Plan Name,productOffering.businessType,productOffering.market segment,productOffering.customerType,Price,Activation Fee,Customer Subscription Start Date,Customer subscription end date,Length of customer relationship (In Months),Subscription Status,Time Since last purchase or engagement (In Months),Party.Party Demographic.PartyDemographicValue.value(Age),Party.Individual.gender,Party.Party Demographic.PartyDemographicValue.value(Income Level),Party.Party Demographic.PartyDemographicValue.value(Education),Individual.maritalStatus (Family Structure),Location.Geographic Place.GeographicState.name,Age Group,VIP Group,No Of Lines,Usage From Period,Usage To Period,Product.Networkproduct.ConsumptionSummary.value (Data Upload (In GB)),Product.Networkproduct.ConsumptionSummary.value (Data Download (In GB)),Product.Networkproduct.ConsumptionSummary.value Voice (in Minutes),Product.Networkproduct.ConsumptionSummary.value (SMS (In Numbers)),Product.Networkproduct.ConsumptionSummary.value (International Roaming Voice (In Minutes),Product.Networkproduct.ConsumptionSummary.value (International Roaming Data Upload (In GB)),Product.Networkproduct.ConsumptionSummary.value (International Romaing Data Download (In GB)),Product.Networkproduct.ConsumptionSummary.value (International Romaing SMS),Product.Networkproduct.ConsumptionSummary.value (Consumed OTT usage (In GB)),Product.Networkproduct.ConsumptionSummary.value (Cloud Storage),"Rating Group (Google, Youtube)",At Risk Customer(Based on usage or behaviour patterns),Number of Compaints Raised,Churn Category,Reason Of Churn,Churn Status,Churn Score,CLTV,Contract,Satisfaction Score (Out of 5)
O0N8-V41N0,9170337129,POCH016,voice and data,Infinite Plus,prepaid,Teachers,Family & CUG,57.5,35,23-Feb-22,25-Sep-24,31,Inactive,6,35,Female,Medium,College,Family,Rural Texas,Middle Aged,N,1,01-Jan-25,31-Jan-25,23.92,118.86,128,58,0,0.00,0.00,0,16.55,0,Youtube,No,4,Network Quality,Network coverage and speed issues in their location,Churned,87,4592,N,1
W705-B8822,9160287039,POCH045,voice and data,5GB Plan,prepaid,General,Individual,40,35,04-Feb-22,09-Aug-24,30,Inactive,7,45,Male,High,College,Family,New York,Middle Aged,Y,4,01-Jan-25,31-Jan-25,20.83,68.33,488,79,32,1.57,5.58,15,18.93,0,Youtube,No,1,Feature Deficiency,Competitor offered better streaming quality and international options,Churned,88,11198,N,2
C3RK-09RV2,9115175649,POCH045,voice and data,5GB Plan,prepaid,General,Individual,40,35,14-Jun-22,28-Jan-25,31,Inactive,1,39,Female,Medium,Professional,Family,New York,Middle Aged,N,1,01-Jan-25,31-Jan-25,17.07,72.00,395,46,31,1.21,7.38,31,10.06,0,Google,No,4,Feature Deficiency,Competitor offered better streaming quality and international options,Churned,95,3676,N,2
4M7H-JG7EQ,9140855462,POCH039,voice and data,Infinite Ultimate,prepaid,Teachers,Family & CUG,56.67,35,29-Jul-22,12-Aug-24,24,Inactive,7,52,Male,Medium,Professional,Married,Las Vegas,Middle Aged,N,4,01-Jan-25,31-Jan-25,15.80,60.14,538,127,0,0.00,0.00,0,13.09,0,Google,No,7,Customer Service,Multiple unresolved complaints and poor customer service,Churned,75,4617,N,1
2A16-G162U,9191268708,POCH045,voice and data,5GB Plan,prepaid,General,Individual,40,35,12-Feb-22,12-Nov-24,33,Inactive,4,26,Female,High,College,Family,New York,Young,Y,2,01-Jan-25,31-Jan-25,19.35,52.14,473,65,90,1.27,1.12,44,11.64,0,Youtube,No,3,Feature Deficiency,Competitor offered better streaming quality and international options,Churned,86,11763,N,3
GYV6-AQ2T2,9135879131,POCH009,voice and data,Infinite Plus,prepaid,students,Individual,70,35,12-Jul-23,12-Sep-24,14,Inactive,6,32,Male,Low,High School,Single,Los Angeles,Young,N,2,01-Jan-25,31-Jan-25,7.06,17.63,116,18,0,0.00,0.00,0,1.60,0,Youtube,No,2,Price Sensitive,Price sensitivity,Churned,70,1386,N,1
G1MV-X80P3,9164407279,POCH040,voice and data,Infinite Ultimate,prepaid,Teachers,Family & CUG,50,35,13-Apr-22,12-Jan-25,33,Inactive,2,29,Male,Low,High School,Married,Los Angeles,Young,N,1,01-Jan-25,31-Jan-25,3.13,35.57,152,42,0,0.00,0.00,0,0.90,0,Google,No,3,Price Sensitive,Price sensitivity,Churned,79,2191,N,1
ZE2P-ZUJ3I,9131279549,POCH007,voice and data,Infinite Plus,prepaid,Nurses,Family & CUG,46.67,35,24-Sep-23,15-Sep-24,11,Inactive,6,49,Male,High,College,Family,Rural California,Middle Aged,Y,1,01-Jan-25,31-Jan-25,27.23,94.03,214,74,0,0.00,0.00,0,20.73,0,Google,No,6,Network Quality,Network coverage and speed issues in their location,Churned,72,9330,N,1
DIY4-BMTLA,9129607630,POCH026,voice and data,Infinite Ultimate,prepaid,General,Family & CUG,55,35,10-May-22,03-Jul-24,26,Inactive,8,47,Female,Medium,Professional,Family,Rural Texas,Middle Aged,N,2,01-Jan-25,31-Jan-25,27.98,135.23,287,56,0,0.00,0.00,0,25.34,0,Youtube,No,4,Network Quality,Network coverage and speed issues in their location,Churned,88,5153,N,2
IB4B-E3SA8,9101280040,POCH045,voice and data,5GB Plan,prepaid,General,Individual,40,35,07-Feb-22,01-Sep-24,31,Inactive,6,40,Male,High,College,Married,Dallas,Middle Aged,Y,2,01-Jan-25,31-Jan-25,16.10,113.90,220,60,35,1.17,2.94,14,10.34,0,Youtube,No,3,Feature Deficiency,Competitor offered better streaming quality and international options,Churned,97,7949,N,2
