account_id,msisdn,churn_status,profile_type,insight
5MB8-AT6R7,9198557174,Not Churned,Loyal Customer,"**Loyal Customer Insight:** This high-value individual plan customer ($5313 CLTV) shows strong loyalty indicators with excellent satisfaction (4/5) and minimal complaints (1) despite heavy usage across all services. They fully utilize the premium features of Operator B (Champion)'s ""Infinite Plus"" plan including high data consumption (83.65GB), international usage, and extensive OTT streaming (26.56GB), justifying the premium price point. They have not been tempted by Operator A or Operator T's competing family plans."
HAC6-6LL2O,9104854416,Churned,Customer Service,"**Customer Service Churn Insight:** This customer churned primarily due to service quality issues, evidenced by the extremely low satisfaction score (2/5) and high number of complaints (10) over a 31-month relationship. Despite subscribing to Operator B (Champion)'s premium ""5GB Plan"" plan, they likely switched to Operator T's ""Go5G Military"" plan which offers dedicated customer care and comparable features."
BBN6-R6813,9115048562,Churned,Customer Service,"**Customer Service Churn Insight:** This customer churned primarily due to service quality issues, evidenced by the extremely low satisfaction score (2/5) and high number of complaints (9) over a 32-month relationship. Despite subscribing to Operator B (Champion)'s premium ""Infinite Ultimate"" plan, they likely switched to Operator T's ""Go5G Military"" plan which offers dedicated customer care and comparable features."
W07E-984Q8,9185953411,Churned,Price Sensitive,"**Price-Sensitive Churn Insight:** Customer churned from Operator B (Champion)'s ""Infinite Plus"" ($70) due to price sensitivity. Analysis suggests they likely switched to Operator C's ""$15 Smartphone Plan"" which offers similar basic functionality at a significantly lower price point ($15 vs $70)."
Q60Z-1EIA3,9123308076,Churned,Feature Deficiency,"**Feature Deficiency Churn Insight:** Customer churned from Operator B (Champion)'s ""Infinite Plus"" Family & CUG plan due to feature limitations despite acceptable satisfaction score (3/5). Analysis shows heavy international usage (22 minutes, 4.13GB total international data) and high OTT consumption (10.31GB), suggesting they switched to Operator T's ""Go5G Plus 55"" plan which offers better international coverage and streaming quality."
HXYR-AP12O,9189654454,Churned,Network Quality,"**Network Quality Churn Insight:** This high-value customer ($8382 CLTV) churned despite subscribing to Operator B (Champion)'s premium ""5GB Plan"" plan due to network issues in Rural Texas. Their extremely high data usage (123.64GB download) and significant OTT consumption (29.55GB) suggests streaming and connectivity problems in their area. They likely switched to Operator T's ""Operator T 5G unlimited"" plan, which has better rural coverage."
E1R8-1HG4H,9109524035,Not Churned,Loyal Customer,"**Loyal Customer Insight:** This high-value individual plan customer ($5404 CLTV) shows strong loyalty indicators with excellent satisfaction (5/5) and minimal complaints (0) despite heavy usage across all services. They fully utilize the premium features of Operator B (Champion)'s ""Infinite Plus"" plan including high data consumption (153.31GB), international usage, and extensive OTT streaming (32.38GB), justifying the premium price point. They have not been tempted by Operator A or Operator T's competing family plans."
FMB1-9XIJG,9172050657,Not Churned,Loyal Customer,"**Loyal Customer Insight:** This high-value individual plan customer ($4134 CLTV) shows strong loyalty indicators with excellent satisfaction (5/5) and minimal complaints (0) despite heavy usage across all services. They fully utilize the premium features of Operator B (Champion)'s ""5GB Plan"" plan including high data consumption (97.92GB), international usage, and extensive OTT streaming (25.91GB), justifying the premium price point. They have not been tempted by Operator A or Operator T's competing family plans."
Y8O3-TKU9N,9189247448,Churned,Customer Service,"**Customer Service Churn Insight:** This customer churned primarily due to service quality issues, evidenced by the extremely low satisfaction score (1/5) and high number of complaints (8) over a 23-month relationship. Despite subscribing to Operator B (Champion)'s premium ""Infinite Ultimate"" plan, they likely switched to Operator T's ""Go5G Military"" plan which offers dedicated customer care and comparable features."
HBUH-67NC8,9150259078,Churned,Customer Service,"**Customer Service Churn Insight:** This customer churned primarily due to service quality issues, evidenced by the extremely low satisfaction score (1/5) and high number of complaints (5) over a 32-month relationship. Despite subscribing to Operator B (Champion)'s premium ""5GB Plan"" plan, they likely switched to Operator T's ""Go5G Military"" plan which offers dedicated customer care and comparable features."
