Customer Billing Account.CustomerBillingAccount.ID,Digital Identity.NetworkCredential.ID (MSISDN),Plan ID,productOffering.planType,Customer Plan Name,productOffering.businessType,productOffering.market segment,productOffering.customerType,Price,Activation Fee,Customer Subscription Start Date,Customer subscription end date,Length of customer relationship (In Months),Subscription Status,Time Since last purchase or engagement (In Months),Party.Party Demographic.PartyDemographicValue.value(Age),Party.Individual.gender,Party.Party Demographic.PartyDemographicValue.value(Income Level),Party.Party Demographic.PartyDemographicValue.value(Education),Individual.maritalStatus (Family Structure),Location.Geographic Place.GeographicState.name,Age Group,VIP Group,No Of Lines,Usage From Period,Usage To Period,Product.Networkproduct.ConsumptionSummary.value (Data Upload (In GB)),Product.Networkproduct.ConsumptionSummary.value (Data Download (In GB)),Product.Networkproduct.ConsumptionSummary.value Voice (in Minutes),Product.Networkproduct.ConsumptionSummary.value (SMS (In Numbers)),Product.Networkproduct.ConsumptionSummary.value (International Roaming Voice (In Minutes),Product.Networkproduct.ConsumptionSummary.value (International Roaming Data Upload (In GB)),Product.Networkproduct.ConsumptionSummary.value (International Romaing Data Download (In GB)),Product.Networkproduct.ConsumptionSummary.value (International Romaing SMS),Product.Networkproduct.ConsumptionSummary.value (Consumed OTT usage (In GB)),Product.Networkproduct.ConsumptionSummary.value (Cloud Storage),"Rating Group (Google, Youtube)",At Risk Customer(Based on usage or behaviour patterns),Number of Compaints Raised,Churn Category,Reason Of Churn,Churn Status,Churn Score,CLTV,Contract,Satisfaction Score (Out of 5)
FCC3-HCCBJ,9122425682,POCH008,voice and data,Infinite Plus,prepaid,Nurses,Family & CUG,40/line,35,28-Dec-23,14-Oct-24,9,Inactive,5,42,Female,Medium,Professional,Married,Las Vegas,Middle Aged,N,4,01-Jan-25,31-Jan-25,18.96,73.07,618,106,0,0.00,0.00,0,19.15,0,Youtube,No,7,Customer Service,Multiple unresolved complaints and poor customer service,Churned,92,3650,N,2
QB8W-4CVON,9161687079,POCH023,voice and data,Infinite Ultimate,prepaid,General,Individual,90,35,12-Jun-23,23-Jul-24,13,Inactive,8,26,Male,High,College,Family,Rural California,Young,Y,3,01-Jan-25,31-Jan-25,21.98,148.77,156,24,0,0.00,0.00,0,24.46,0,Youtube,No,4,Network Quality,Network coverage and speed issues in their location,Churned,70,7774,N,1
HJN9-UT48R,9153584132,POCH031,voice and data,Infinite Ultimate,prepaid,Students,Individual,80,35,04-Jan-22,15-Nov-24,34,Inactive,4,27,Female,Medium,Professional,Married,New York,Young,N,4,01-Jan-25,31-Jan-25,23.29,53.00,245,53,43,1.97,2.18,14,17.12,0,Google,No,3,Feature Deficiency,Competitor offered better streaming quality and international options,Churned,90,4288,N,2
3FKQ-SXFLX,9168578567,POCH030,voice and data,Infinite Ultimate,prepaid,Nurses,Family & CUG,50/line,35,23-Aug-22,03-Jun-24,21,Inactive,9,21,Male,Medium,High School,Single,Dallas,Young,N,3,01-Jan-25,31-Jan-25,6.11,47.45,88,40,0,0.00,0.00,0,2.51,0,Google,No,2,Price Sensitive,Price sensitivity,Churned,70,4329,N,3
5M7Q-YG9C9,9150235423,POCH031,voice and data,Infinite Ultimate,prepaid,Students,Individual,80,35,09-Nov-22,23-Dec-24,25,Inactive,3,28,Male,Medium,College,Family,New York,Young,N,4,01-Jan-25,31-Jan-25,22.35,113.13,481,91,53,0.29,5.54,26,18.04,0,Google,No,3,Feature Deficiency,Competitor offered better streaming quality and international options,Churned,84,5906,N,3
G97A-SF7GV,9185012479,POCH011,voice and data,Infinite Plus,prepaid,Military and veterans,Individual,70,35,27-Jul-22,14-Aug-24,24,Inactive,7,27,Male,Medium,College,Married,Los Angeles,Young,N,2,01-Jan-25,31-Jan-25,5.62,49.14,70,14,0,0.00,0.00,0,3.52,0,Youtube,No,3,Price Sensitive,Price sensitivity,Churned,75,4482,N,3
CINM-9RL62,9102035305,POCH023,voice and data,Infinite Ultimate,prepaid,General,Individual,90,35,26-Jul-23,17-Dec-24,17,Inactive,3,47,Male,High,College,Family,Dallas,Middle Aged,Y,4,01-Jan-25,31-Jan-25,14.96,62.91,787,127,0,0.00,0.00,0,16.78,0,Google,No,9,Customer Service,Multiple unresolved complaints and poor customer service,Churned,84,7060,N,2
87KF-ZMAMF,9173432662,POCH030,voice and data,Infinite Ultimate,prepaid,Nurses,Family & CUG,50/line,35,23-May-23,13-Jan-25,20,Inactive,2,44,Female,High,College,Married,Dallas,Middle Aged,Y,2,01-Jan-25,31-Jan-25,21.21,84.65,445,32,50,1.30,6.25,31,19.94,0,Youtube,No,3,Feature Deficiency,Competitor offered better streaming quality and international options,Churned,75,6817,N,3
FCWI-BHHX9,9166666241,POCH030,voice and data,Infinite Ultimate,prepaid,Nurses,Family & CUG,50/line,35,18-Apr-22,,35,Active,0,33,Male,Medium,College,Married,Dallas,Young,N,2,01-Jan-25,31-Jan-25,17.34,81.85,230,72,0,0.00,0.00,0,21.41,0,Google,Yes,1,,,At Risk,73,3844,N,3
EQFI-S7T7E,9130915627,POCH045,voice and data,5GB Plan,prepaid,General,Individual,40,35,13-Apr-23,12-Oct-24,18,Inactive,5,49,Female,Medium,College,Family,Los Angeles,Middle Aged,N,4,01-Jan-25,31-Jan-25,19.03,85.19,599,60,0,0.00,0.00,0,15.59,0,Youtube,No,10,Customer Service,Multiple unresolved complaints and poor customer service,Churned,87,5427,N,2
