Customer Billing Account.CustomerBillingAccount.ID,Digital Identity.NetworkCredential.ID (MSISDN),Plan ID,productOffering.planType,Customer Plan Name,productOffering.businessType,productOffering.market segment,productOffering.customerType,Price,Activation Fee,Customer Subscription Start Date,Customer subscription end date,Length of customer relationship (In Months),Subscription Status,Time Since last purchase or engagement (In Months),Party.Party Demographic.PartyDemographicValue.value(Age),Party.Individual.gender,Party.Party Demographic.PartyDemographicValue.value(Income Level),Party.Party Demographic.PartyDemographicValue.value(Education),Individual.maritalStatus (Family Structure),Location.Geographic Place.GeographicState.name,Age Group,VIP Group,No Of Lines,Usage From Period,Usage To Period,Product.Networkproduct.ConsumptionSummary.value (Data Upload (In GB)),Product.Networkproduct.ConsumptionSummary.value (Data Download (In GB)),Product.Networkproduct.ConsumptionSummary.value Voice (in Minutes),Product.Networkproduct.ConsumptionSummary.value (SMS (In Numbers)),Product.Networkproduct.ConsumptionSummary.value (International Roaming Voice (In Minutes),Product.Networkproduct.ConsumptionSummary.value (International Roaming Data Upload (In GB)),Product.Networkproduct.ConsumptionSummary.value (International Romaing Data Download (In GB)),Product.Networkproduct.ConsumptionSummary.value (International Romaing SMS),Product.Networkproduct.ConsumptionSummary.value (Consumed OTT usage (In GB)),Product.Networkproduct.ConsumptionSummary.value (Cloud Storage),"Rating Group (Google, Youtube)",At Risk Customer(Based on usage or behaviour patterns),Number of Compaints Raised,Churn Category,Reason Of Churn,Churn Status,Churn Score,CLTV,Contract,Satisfaction Score (Out of 5)
DIW9-7421M,9141906517,POCH045,voice and data,5GB Plan,prepaid,General,Individual,40,35,20-Feb-23,04-Aug-24,17,Inactive,7,31,Male,High,College,Family,New York,Young,Y,4,01-Jan-25,31-Jan-25,14.45,113.52,240,94,59,0.72,7.88,21,21.95,0,Youtube,No,1,Feature Deficiency,Competitor offered better streaming quality and international options,Churned,88,11386,N,3
NIJW-AIKZT,9125999920,POCH009,voice and data,Infinite Plus,prepaid,students,Individual,70,35,02-Oct-23,27-Dec-24,15,Inactive,3,35,Male,Medium,High School,Married,Los Angeles,Middle Aged,N,1,01-Jan-25,31-Jan-25,4.79,29.81,170,36,0,0.00,0.00,0,4.63,0,Youtube,No,5,Price Sensitive,Price sensitivity,Churned,95,4855,N,3
3HTK-83T3Z,9117497842,POCH029,voice and data,Infinite Ultimate,prepaid,Nurses,Family & CUG,56.67,35,02-Sep-22,12-Jul-24,22,Inactive,8,21,Female,Medium,College,Married,Dallas,Young,N,1,01-Jan-25,31-Jan-25,3.95,33.89,183,23,0,0.00,0.00,0,1.45,0,Google,No,5,Price Sensitive,Price sensitivity,Churned,91,5721,N,2
DJ7H-6CH04,9129102780,POCH045,voice and data,5GB Plan,prepaid,General,Individual,40,35,29-Oct-23,17-Jun-24,7,Inactive,9,34,Male,High,Professional,Family,Dallas,Young,Y,1,01-Jan-25,31-Jan-25,12.72,114.22,358,40,67,1.67,5.80,45,11.26,0,Google,No,2,Feature Deficiency,Competitor offered better streaming quality and international options,Churned,97,7564,N,2
FF9T-JHNZH,9101576198,POCH002,voice and data,Infinite Plus,prepaid,General,Family & CUG,70,35,02-Sep-23,04-Jun-24,9,Inactive,9,33,Female,Medium,High School,Single,Dallas,Young,N,1,01-Jan-25,31-Jan-25,9.78,45.29,87,40,0,0.00,0.00,0,3.76,0,Youtube,No,2,Price Sensitive,Price sensitivity,Churned,94,4840,N,1
MQ11-J7TIU,9180351548,POCH040,voice and data,Infinite Ultimate,prepaid,Teachers,Family & CUG,50,35,07-Jul-22,13-Jun-24,23,Inactive,9,31,Female,Low,High School,Married,Dallas,Young,N,3,01-Jan-25,31-Jan-25,5.09,23.17,175,50,0,0.00,0.00,0,2.94,0,Youtube,No,4,Price Sensitive,Price sensitivity,Churned,91,1741,N,1
FJTG-3BYFO,9132807998,POCH006,voice and data,Infinite Plus,prepaid,Nurses,Family & CUG,57.5,35,02-Oct-22,23-Dec-24,27,Inactive,3,24,Male,Low,High School,Single,Los Angeles,Young,N,1,01-Jan-25,31-Jan-25,3.60,41.61,68,25,0,0.00,0.00,0,3.75,0,Youtube,No,2,Price Sensitive,Price sensitivity,Churned,85,2018,N,2
NHDW-1O11M,9192194075,POCH034,voice and data,Infinite Ultimate,prepaid,Military and veterans,Family & CUG,67.5,35,11-Sep-22,12-Dec-24,27,Inactive,3,60,Male,Medium,Professional,Family,Dallas,Senior,N,1,01-Jan-25,31-Jan-25,15.31,93.51,559,195,0,0.00,0.00,0,13.13,0,Youtube,No,10,Customer Service,Multiple unresolved complaints and poor customer service,Churned,95,5213,N,2
H0DW-IAODV,9196370933,POCH022,voice and data,Infinite Plus,prepaid,First responders,Family & CUG,40,35,12-Dec-23,07-Aug-24,7,Inactive,7,37,Male,Medium,Professional,Family,Rural Texas,Middle Aged,N,4,01-Jan-25,31-Jan-25,24.78,98.97,215,33,0,0.00,0.00,0,29.55,0,Youtube,No,5,Network Quality,Network coverage and speed issues in their location,Churned,73,4282,N,1
FJ5X-JOMVO,9150071578,POCH009,voice and data,Infinite Plus,prepaid,students,Individual,70,35,08-Jun-23,21-Oct-24,16,Inactive,5,24,Female,Medium,College,Single,Dallas,Young,N,3,01-Jan-25,31-Jan-25,8.39,37.68,183,38,0,0.00,0.00,0,0.18,0,Google,No,3,Price Sensitive,Price sensitivity,Churned,85,4505,N,1
HA7E-JH944,9161598831,POCH006,voice and data,Infinite Plus,prepaid,Nurses,Family & CUG,57.5,35,04-May-23,31-Aug-24,16,Inactive,6,34,Male,Low,College,Single,Dallas,Young,N,1,01-Jan-25,31-Jan-25,3.80,20.01,140,21,0,0.00,0.00,0,1.71,0,Google,No,5,Price Sensitive,Price sensitivity,Churned,74,1833,N,1
NAZA-73NXC,9168166318,POCH009,voice and data,Infinite Plus,prepaid,students,Individual,70,35,20-Jul-22,15-Dec-24,29,Inactive,3,31,Female,Medium,Professional,Family,Rural California,Young,N,2,01-Jan-25,31-Jan-25,20.24,129.74,130,80,0,0.00,0.00,0,20.08,0,Google,No,2,Network Quality,Network coverage and speed issues in their location,Churned,95,3448,N,3
KMP4-S5YIS,9163311456,POCH040,voice and data,Infinite Ultimate,prepaid,Teachers,Family & CUG,50,35,31-Mar-23,,24,Active,0,35,Female,Medium,College,Single,Dallas,Middle Aged,N,3,01-Jan-25,31-Jan-25,14.33,95.93,265,36,0,0.00,0.00,0,23.28,0,Youtube,Yes,2,,,At Risk,64,4884,N,4
