account_id,msisdn,churn_status,profile_type,insight
7BNZ-CUQCV,9159521348,Churned,Feature Deficiency,"**Feature Deficiency Churn Insight:** Customer churned from Operator B (Champion)'s ""5GB Plan"" Individual plan due to feature limitations despite acceptable satisfaction score (2/5). Analysis shows heavy international usage (46 minutes, 1.64GB total international data) and high OTT consumption (23.17GB), suggesting they switched to Operator T's ""Go5G Plus Military"" which offers better streaming quality (4K UHD)."
U7K9-M1MHQ,9114948038,Churned,Customer Service,"**Customer Service Churn Insight:** This customer churned primarily due to service quality issues, evidenced by the extremely low satisfaction score (2/5) and high number of complaints (8) over a 9-month relationship. Despite subscribing to Operator B (Champion)'s premium ""Infinite Ultimate"" plan, they likely switched to Operator T's ""Go5G Plus"" which offers better customer service."
X9RW-2P1UJ,9162936118,Churned,Feature Deficiency,"**Feature Deficiency Churn Insight:** Customer churned from Operator B (Champion)'s ""5GB Plan"" Individual plan due to feature limitations despite acceptable satisfaction score (3/5). Analysis shows heavy international usage (47 minutes, 3.12GB total international data) and high OTT consumption (23.91GB), suggesting they switched to Operator T's ""Go5G Plus Military"" which offers better streaming quality (4K UHD)."
X7AL-OJ2GE,9186332933,Churned,Network Quality,"**Network Quality Churn Insight:** This high-value customer ($11600 CLTV) churned despite subscribing to Operator B (Champion)'s premium ""5GB Plan"" plan due to network issues in Rural California. Their extremely high data usage (101.22GB download) and significant OTT consumption (28.81GB) suggests streaming and connectivity problems in their area. They likely switched to Operator T's ""Go5G Military"" which offers better network coverage in rural areas."
BG8E-YBJ0J,9135019175,Churned,Network Quality,"**Network Quality Churn Insight:** This high-value customer ($9041 CLTV) churned despite subscribing to Operator B (Champion)'s premium ""Infinite Plus"" plan due to network issues in Rural Texas. Their extremely high data usage (80.63GB download) and significant OTT consumption (15.69GB) suggests streaming and connectivity problems in their area. They likely switched to Operator T's ""Go5G Next"" which offers better network coverage in rural areas."
7CYZ-55A0W,9131281668,Churned,Feature Deficiency,"**Feature Deficiency Churn Insight:** Customer churned from Operator B (Champion)'s ""5GB Plan"" Individual plan due to feature limitations despite acceptable satisfaction score (3/5). Analysis shows heavy international usage (32 minutes, 3.55GB total international data) and high OTT consumption (11.00GB), suggesting they switched to Operator T's ""Go5G Plus Military"" which offers better streaming quality (4K UHD)."
2109-10DPX,9169728009,Churned,Price Sensitive,"**Price-Sensitive Churn Insight:** Customer churned from Operator B (Champion)'s ""Infinite Ultimate"" ($56.67) due to price sensitivity. Analysis suggests they likely switched to Operator D's ""Truly Unlimited +"" which offers $65.00 monthly savings while still providing sufficient data for their usage pattern (37.06GB monthly)."
D585-NUO6B,9150789853,Churned,Feature Deficiency,"**Feature Deficiency Churn Insight:** Customer churned from Operator B (Champion)'s ""5GB Plan"" Individual plan due to feature limitations despite acceptable satisfaction score (2/5). Analysis shows heavy international usage (63 minutes, 8.96GB total international data) and high OTT consumption (12.85GB), suggesting they switched to Operator T's ""Go5G Plus Military"" which offers better streaming quality (4K UHD)."
T2A3-71NA5,9109743164,Churned,Customer Service,"**Customer Service Churn Insight:** This customer churned primarily due to service quality issues, evidenced by the extremely low satisfaction score (1/5) and high number of complaints (9) over a 16-month relationship. Despite subscribing to Operator B (Champion)'s premium ""Infinite Ultimate"" plan, they likely switched to Operator T's ""Go5G Plus"" which offers better customer service."
LH89-BIF7R,9185953685,Churned,Customer Service,"**Customer Service Churn Insight:** This customer churned primarily due to service quality issues, evidenced by the extremely low satisfaction score (1/5) and high number of complaints (6) over a 31-month relationship. Despite subscribing to Operator B (Champion)'s premium ""Infinite Ultimate"" plan, they likely switched to Operator T's ""Go5G Plus"" which offers better customer service."
DKHU-PK5JB,9100809578,Churned,Network Quality,"**Network Quality Churn Insight:** This high-value customer ($4048 CLTV) churned despite subscribing to Operator B (Champion)'s premium ""Infinite Ultimate"" plan due to network issues in Rural California. Their extremely high data usage (148.41GB download) and significant OTT consumption (16.98GB) suggests streaming and connectivity problems in their area. They likely switched to Operator T's ""Go5G Next"" which offers better network coverage in rural areas."
