account_id,msisdn,churn_status,profile_type,insight
LITX-A1BIV,9192387195,Churned,Network Quality,"**Network Quality Churn Insight:** This high-value customer ($11591 CLTV) churned despite subscribing to Operator B (Champion)'s premium ""Infinite Plus"" plan due to network issues in Rural Texas. Their extremely high data usage (98.40GB download) and significant OTT consumption (20.93GB) suggests streaming and connectivity problems in their area. They likely switched to Operator T's ""Go5G Next"" which offers better network coverage in rural areas."
9XQ4-36Y3J,9159057888,Churned,Feature Deficiency,"**Feature Deficiency Churn Insight:** Customer churned from Operator B (Champion)'s ""5GB Plan"" Individual plan due to feature limitations despite acceptable satisfaction score (2/5). Analysis shows heavy international usage (34 minutes, 6.68GB total international data) and high OTT consumption (21.85GB), suggesting they switched to Operator T's ""Go5G Plus Military"" which offers better streaming quality (4K UHD)."
MHW4-JS5NB,9138803849,Churned,Price Sensitive,"**Price-Sensitive Churn Insight:** Customer churned from Operator B (Champion)'s ""Infinite Ultimate"" ($56.67) due to price sensitivity. Analysis suggests they likely switched to Operator D's ""Truly Unlimited +"" which offers $65.00 monthly savings while still providing sufficient data for their usage pattern (40.27GB monthly)."
ZZYF-9WT8R,9146667194,Churned,Price Sensitive,"**Price-Sensitive Churn Insight:** Customer churned from Operator B (Champion)'s ""Infinite Ultimate"" ($67.5) due to price sensitivity. Analysis suggests they likely switched to Operator D's ""Truly Unlimited +"" which offers $65.00 monthly savings while still providing sufficient data for their usage pattern (23.42GB monthly)."
5BOA-0X6MI,9193156404,Churned,Network Quality,"**Network Quality Churn Insight:** This high-value customer ($7729 CLTV) churned despite subscribing to Operator B (Champion)'s premium ""Infinite Ultimate"" plan due to network issues in Rural Texas. Their extremely high data usage (87.99GB download) and significant OTT consumption (21.84GB) suggests streaming and connectivity problems in their area. They likely switched to Operator T's ""Go5G Next"" which offers better network coverage in rural areas."
6SU9-EE5K7,9114287832,Churned,Customer Service,"**Customer Service Churn Insight:** This customer churned primarily due to service quality issues, evidenced by the extremely low satisfaction score (1/5) and high number of complaints (6) over a 17-month relationship. Despite subscribing to Operator B (Champion)'s premium ""Infinite Ultimate"" plan, they likely switched to Operator T's ""Go5G Plus"" which offers better customer service."
7G0R-3ELRY,9197762670,Churned,Feature Deficiency,"**Feature Deficiency Churn Insight:** Customer churned from Operator B (Champion)'s ""5GB Plan"" Individual plan due to feature limitations despite acceptable satisfaction score (2/5). Analysis shows heavy international usage (66 minutes, 5.94GB total international data) and high OTT consumption (20.60GB), suggesting they switched to Operator T's ""Go5G Plus Military"" which offers better streaming quality (4K UHD)."
39WR-4IN96,9144429379,Churned,Price Sensitive,"**Price-Sensitive Churn Insight:** Customer churned from Operator B (Champion)'s ""Infinite Ultimate"" ($90) due to price sensitivity. Analysis suggests they likely switched to Operator D's ""Truly Unlimited +"" which offers $65.00 monthly savings while still providing sufficient data for their usage pattern (27.69GB monthly)."
61K9-ST8C0,9102601235,Churned,Customer Service,"**Customer Service Churn Insight:** This customer churned primarily due to service quality issues, evidenced by the extremely low satisfaction score (1/5) and high number of complaints (8) over a 9-month relationship. Despite subscribing to Operator B (Champion)'s premium ""100GB Plan"" plan, they likely switched to Operator T's ""Go5G Plus"" which offers better customer service."
2XFN-IMQ03,9120591958,Churned,Customer Service,"**Customer Service Churn Insight:** This customer churned primarily due to service quality issues, evidenced by the extremely low satisfaction score (2/5) and high number of complaints (8) over a 26-month relationship. Despite subscribing to Operator B (Champion)'s premium ""Infinite Plus"" plan, they likely switched to Operator T's ""Go5G Plus"" which offers better customer service."
J9X4-TTG35,9180726803,Churned,Customer Service,"**Customer Service Churn Insight:** This customer churned primarily due to service quality issues, evidenced by the extremely low satisfaction score (1/5) and high number of complaints (8) over a 28-month relationship. Despite subscribing to Operator B (Champion)'s premium ""Infinite Plus"" plan, they likely switched to Operator T's ""Go5G Plus"" which offers better customer service."
KPN4-KTX8H,9142555039,Churned,Price Sensitive,"**Price-Sensitive Churn Insight:** Customer churned from Operator B (Champion)'s ""Infinite Ultimate"" ($90) due to price sensitivity. Analysis suggests they likely switched to Operator D's ""Truly Unlimited +"" which offers $65.00 monthly savings while still providing sufficient data for their usage pattern (23.64GB monthly)."
OHYI-GBB3L,9138572863,At Risk,At Risk,"**At-Risk Customer Insight:** This medium-value customer ($4626 CLTV) shows moderate churn risk (Score: 84) despite having no immediate issues. The moderate satisfaction score (2/5) and average complaints (3) indicate potential dissatisfaction with value received for the $67.5 price point for Operator B (Champion)'s ""Infinite Ultimate"" plan. Operator A's ""Operator A Unlimited 
Starter® SL"" offers $30.00 monthly savings with comparable features, making this customer vulnerable to targeted competitor offers."
0CE3-NUN33,9156487473,At Risk,At Risk,"**At-Risk Customer Insight:** This medium-value customer ($3697 CLTV) shows moderate churn risk (Score: 69) despite having no immediate issues. The moderate satisfaction score (2/5) and average complaints (2) indicate potential dissatisfaction with value received for the $70 price point for Operator B (Champion)'s ""Infinite Plus"" plan. Operator A's ""Operator A Unlimited 
Starter® SL"" offers $35.00 monthly savings with comparable features, making this customer vulnerable to targeted competitor offers."
KSLU-8OZIC,9161657918,At Risk,At Risk,"**At-Risk Customer Insight:** This medium-value customer ($4026 CLTV) shows moderate churn risk (Score: 83) despite having no immediate issues. The moderate satisfaction score (4/5) and average complaints (3) indicate potential dissatisfaction with value received for the $50 price point for Operator B (Champion)'s ""Infinite Ultimate"" plan. Operator A's ""Operator A Unlimited 
Starter® SL"" offers $30.00 monthly savings with comparable features, making this customer vulnerable to targeted competitor offers."
63XF-2AINH,9102913088,Not Churned,Loyal Customer,"**Loyal Customer Insight:** This high-value family & cug plan customer ($3946 CLTV) shows strong loyalty indicators with excellent satisfaction (5/5) and minimal complaints (0) despite heavy usage across all services. They fully utilize the premium features of Operator B (Champion)'s ""Infinite Ultimate"" plan including high data consumption (157.61GB), international usage, and extensive OTT streaming (27.81GB). Our analysis indicates they value the optimum combination of price and features in our 'Best Value' plan, which competitors cannot easily match."
YZFV-2ODJO,9163096830,Not Churned,Loyal Customer,"**Loyal Customer Insight:** This high-value family & cug plan customer ($4007 CLTV) shows strong loyalty indicators with excellent satisfaction (5/5) and minimal complaints (1) despite heavy usage across all services. They fully utilize the premium features of Operator B (Champion)'s ""Infinite Ultimate"" plan including high data consumption (103.47GB), international usage, and extensive OTT streaming (24.04GB). Our analysis indicates they value the optimum combination of price and features in our 'Best Value' plan, which competitors cannot easily match."
OW6K-A6J11,9195245216,Not Churned,Loyal Customer,"**Loyal Customer Insight:** This high-value family & cug plan customer ($7750 CLTV) shows strong loyalty indicators with excellent satisfaction (4/5) and minimal complaints (1) despite heavy usage across all services. They fully utilize the premium features of Operator B (Champion)'s ""Infinite Ultimate"" plan including high data consumption (150.29GB), international usage, and extensive OTT streaming (36.20GB). Our analysis indicates they value the optimum combination of price and features in our 'Best Value' plan, which competitors cannot easily match."
VPJ3-VLMED,9189585321,Not Churned,Loyal Customer,"**Loyal Customer Insight:** This high-value family & cug plan customer ($5001 CLTV) shows strong loyalty indicators with excellent satisfaction (5/5) and minimal complaints (1) despite heavy usage across all services. They fully utilize the premium features of Operator B (Champion)'s ""Infinite Ultimate"" plan including high data consumption (106.41GB), international usage, and extensive OTT streaming (39.94GB). Our analysis indicates they value the optimum combination of price and features in our 'Best Value' plan, which competitors cannot easily match."
