Customer Billing Account.CustomerBillingAccount.ID,Digital Identity.NetworkCredential.ID (MSISDN),Plan ID,productOffering.planType,Customer Plan Name,productOffering.businessType,productOffering.market segment,productOffering.customerType,Price,Activation Fee,Customer Subscription Start Date,Customer subscription end date,Length of customer relationship (In Months),Subscription Status,Time Since last purchase or engagement (In Months),Party.Party Demographic.PartyDemographicValue.value(Age),Party.Individual.gender,Party.Party Demographic.PartyDemographicValue.value(Income Level),Party.Party Demographic.PartyDemographicValue.value(Education),Individual.maritalStatus (Family Structure),Location.Geographic Place.GeographicState.name,Age Group,VIP Group,No Of Lines,Usage From Period,Usage To Period,Product.Networkproduct.ConsumptionSummary.value (Data Upload (In GB)),Product.Networkproduct.ConsumptionSummary.value (Data Download (In GB)),Product.Networkproduct.ConsumptionSummary.value Voice (in Minutes),Product.Networkproduct.ConsumptionSummary.value (SMS (In Numbers)),Product.Networkproduct.ConsumptionSummary.value (International Roaming Voice (In Minutes),Product.Networkproduct.ConsumptionSummary.value (International Roaming Data Upload (In GB)),Product.Networkproduct.ConsumptionSummary.value (International Romaing Data Download (In GB)),Product.Networkproduct.ConsumptionSummary.value (International Romaing SMS),Product.Networkproduct.ConsumptionSummary.value (Consumed OTT usage (In GB)),Product.Networkproduct.ConsumptionSummary.value (Cloud Storage),"Rating Group (Google, Youtube)",At Risk Customer(Based on usage or behaviour patterns),Number of Compaints Raised,Churn Category,Reason Of Churn,Churn Status,Churn Score,CLTV,Contract,Satisfaction Score (Out of 5)
YBG5-NMPEH,9168365616,POCH006,voice and data,Infinite Plus,prepaid,Nurses,Family & CUG,57.5,35,11-Oct-22,13-Dec-24,26,Inactive,3,26,Female,Medium,High School,Married,Dallas,Young,N,1,01-Jan-25,31-Jan-25,6.80,33.57,162,14,0,0.00,0.00,0,2.19,0,Youtube,No,4,Price Sensitive,Price sensitivity,Churned,80,5550,N,3
W936-IXBE3,9198942252,POCH020,voice and data,Infinite Plus,prepaid,First responders,Family & CUG,57.5,35,26-Feb-23,08-Jun-24,15,Inactive,9,22,Female,Low,High School,Single,Los Angeles,Young,N,1,01-Jan-25,31-Jan-25,5.96,16.43,182,13,0,0.00,0.00,0,1.57,0,Google,No,5,Price Sensitive,Price sensitivity,Churned,80,1649,N,3
MFYY-DHKXL,9172380594,POCH015,voice and data,Infinite Plus,prepaid,Teachers,Individual,70,35,07-Jul-23,11-Jan-25,18,Inactive,2,24,Male,Low,College,Married,Dallas,Young,N,3,01-Jan-25,31-Jan-25,9.06,30.22,177,12,0,0.00,0.00,0,2.83,0,Youtube,No,6,Price Sensitive,Price sensitivity,Churned,78,2997,N,2
3KMF-19V25,9122319008,POCH045,voice and data,5GB Plan,prepaid,General,Individual,40,35,17-Sep-22,05-Jan-25,28,Inactive,2,36,Female,High,College,Married,New York,Middle Aged,Y,2,01-Jan-25,31-Jan-25,10.19,61.75,343,90,87,1.05,2.51,19,23.50,0,Google,No,2,Feature Deficiency,Competitor offered better streaming quality and international options,Churned,92,7395,N,3
8NTQ-RK99M,9128846013,POCH010,voice and data,Infinite Plus,prepaid,students,Family & CUG,57.5,35,25-Dec-22,19-Jul-24,19,Inactive,8,23,Female,Medium,College,Single,Dallas,Young,N,1,01-Jan-25,31-Jan-25,9.62,37.94,192,33,0,0.00,0.00,0,4.73,0,Google,No,2,Price Sensitive,Price sensitivity,Churned,87,3035,N,3
9TDY-C4U2A,9162421063,POCH038,voice and data,Infinite Ultimate,prepaid,Teachers,Family & CUG,67.5,35,31-Mar-22,21-Sep-24,30,Inactive,6,32,Male,High,College,Family,Rural Texas,Young,Y,3,01-Jan-25,31-Jan-25,22.83,97.91,271,57,0,0.00,0.00,0,17.25,0,Youtube,No,4,Network Quality,Network coverage and speed issues in their location,Churned,98,9113,N,3
P8F7-QI7BS,9100627840,POCH036,voice and data,Infinite Ultimate,prepaid,Military and veterans,Family & CUG,50,35,06-Apr-23,29-Sep-24,18,Inactive,6,30,Male,Medium,Professional,Married,Dallas,Young,N,2,01-Jan-25,31-Jan-25,17.43,75.14,784,200,0,0.00,0.00,0,13.24,0,Youtube,No,8,Customer Service,Multiple unresolved complaints and poor customer service,Churned,78,5720,N,1
D3FX-OY94A,9175456503,POCH045,voice and data,5GB Plan,prepaid,General,Individual,40,35,22-Aug-22,23-Jan-25,29,Inactive,2,40,Female,Medium,Professional,Family,Dallas,Middle Aged,N,3,01-Jan-25,31-Jan-25,20.16,90.34,435,89,90,1.97,2.84,17,10.91,0,Youtube,No,4,Feature Deficiency,Competitor offered better streaming quality and international options,Churned,80,3809,N,2
53OL-2IAJN,9133615632,POCH045,voice and data,5GB Plan,prepaid,General,Individual,40,35,01-Apr-22,29-Sep-24,30,Inactive,6,36,Male,High,College,Family,Dallas,Middle Aged,Y,2,01-Jan-25,31-Jan-25,14.04,72.75,360,84,67,1.32,7.80,35,17.09,0,Youtube,No,3,Feature Deficiency,Competitor offered better streaming quality and international options,Churned,100,6891,N,3
HME1-H6SDD,9182225032,POCH045,voice and data,5GB Plan,prepaid,General,Individual,40,35,14-Jan-23,13-Nov-24,22,Inactive,4,25,Female,High,Professional,Married,Dallas,Young,Y,3,01-Jan-25,31-Jan-25,24.52,90.44,299,48,92,0.21,7.97,49,21.15,0,Google,No,1,Feature Deficiency,Competitor offered better streaming quality and international options,Churned,75,8413,N,3
