account_id,msisdn,churn_status,profile_type,insight
9AE8-VE6VI,9183309267,At Risk,At Risk,"**At-Risk Customer Insight:** This medium-value customer ($4108 CLTV) shows moderate churn risk (Score: 65) despite having no immediate issues. The moderate satisfaction score (2/5) and average complaints (1) indicate potential dissatisfaction with value received for the $80 price point for Operator B (Champion)'s ""Infinite Ultimate"" plan. Competitor Operator T offers ""Go5G Military"" plan with better military discounts at $30, making this customer vulnerable to targeted competitor offers."
KG4P-P6CTU,9193360901,At Risk,At Risk,"**At-Risk Customer Insight:** This medium-value customer ($5339 CLTV) shows moderate churn risk (Score: 77) despite having no immediate issues. The moderate satisfaction score (2/5) and average complaints (3) indicate potential dissatisfaction with value received for the $70 price point for Operator B (Champion)'s ""Infinite Plus"" plan. Competitor Operator T offers ""Go5G Military"" plan with better military discounts at $30, making this customer vulnerable to targeted competitor offers."
IDQF-EW451,9157526136,Not Churned,Loyal Customer,"**Loyal Customer Insight:** This high-value family & cug plan customer ($5568 CLTV) shows strong loyalty indicators with excellent satisfaction (5/5) and minimal complaints (0) despite heavy usage across all services. They fully utilize the premium features of Operator B (Champion)'s ""Infinite Ultimate"" plan including high data consumption (76.83GB), international usage, and extensive OTT streaming (22.26GB), justifying the premium price point. They have not been tempted by Operator A or Operator T's competing family plans."
WDC6-9TJN4,9103207194,Not Churned,Loyal Customer,"**Loyal Customer Insight:** This high-value individual plan customer ($8749 CLTV) shows strong loyalty indicators with excellent satisfaction (5/5) and minimal complaints (1) despite heavy usage across all services. They fully utilize the premium features of Operator B (Champion)'s ""5GB Plan"" plan including high data consumption (128.82GB), international usage, and extensive OTT streaming (19.43GB), justifying the premium price point. They have not been tempted by Operator A or Operator T's competing family plans."
FLD0-6T8SI,9119956278,Churned,Price Sensitive,"**Price-Sensitive Churn Insight:** Customer churned from Operator B (Champion)'s ""Infinite Plus"" ($70) due to price sensitivity. Analysis suggests they likely switched to Operator C's ""$15 Smartphone Plan"" which offers similar basic functionality at a significantly lower price point ($15 vs $70)."
D4U4-51I7R,9186847528,Churned,Network Quality,"**Network Quality Churn Insight:** This high-value customer ($5820 CLTV) churned despite subscribing to Operator B (Champion)'s premium ""Infinite Ultimate"" plan due to network issues in Rural California. Their extremely high data usage (99.50GB download) and significant OTT consumption (17.07GB) suggests streaming and connectivity problems in their area. They likely switched to Operator T's ""Operator T 5G unlimited"" plan, which has better rural coverage."
9LON-EOLSX,9164819536,Churned,Feature Deficiency,"**Feature Deficiency Churn Insight:** Customer churned from Operator B (Champion)'s ""Infinite Ultimate"" Individual plan due to feature limitations despite acceptable satisfaction score (2/5). Analysis shows heavy international usage (51 minutes, 6.64GB total international data) and high OTT consumption (11.49GB), suggesting they switched to Operator T's ""Go5G Plus 55"" plan which offers better international coverage and streaming quality."
YDTO-2ZHVB,9188732476,At Risk,At Risk,"**At-Risk Customer Insight:** This medium-value customer ($3492 CLTV) shows moderate churn risk (Score: 63) despite having no immediate issues. The moderate satisfaction score (4/5) and average complaints (2) indicate potential dissatisfaction with value received for the $90 price point for Operator B (Champion)'s ""Infinite Ultimate"" plan. Competitor Operator T offers ""Go5G Military"" plan with better military discounts at $30, making this customer vulnerable to targeted competitor offers."
MLDO-VL958,9140148594,Not Churned,Loyal Customer,"**Loyal Customer Insight:** This high-value individual plan customer ($10847 CLTV) shows strong loyalty indicators with excellent satisfaction (4/5) and minimal complaints (0) despite heavy usage across all services. They fully utilize the premium features of Operator B (Champion)'s ""Infinite Plus"" plan including high data consumption (121.79GB), international usage, and extensive OTT streaming (39.40GB), justifying the premium price point. They have not been tempted by Operator A or Operator T's competing family plans."
U3QI-PLHTH,9197626975,Churned,Price Sensitive,"**Price-Sensitive Churn Insight:** Customer churned from Operator B (Champion)'s ""Infinite Ultimate"" ($50/line) due to price sensitivity. Analysis suggests they likely switched to Operator C's ""$15 Smartphone Plan"" which offers similar basic functionality at a significantly lower price point ($15 vs $50/line)."
UITQ-K8JN7,9147959926,Churned,Network Quality,"**Network Quality Churn Insight:** This high-value customer ($3095 CLTV) churned despite subscribing to Operator B (Champion)'s premium ""Infinite Ultimate"" plan due to network issues in Rural California. Their extremely high data usage (84.43GB download) and significant OTT consumption (15.12GB) suggests streaming and connectivity problems in their area. They likely switched to Operator T's ""Operator T 5G unlimited"" plan, which has better rural coverage."
8KIS-F7NPQ,9130289860,Churned,Network Quality,"**Network Quality Churn Insight:** This high-value customer ($8438 CLTV) churned despite subscribing to Operator B (Champion)'s premium ""Infinite Plus"" plan due to network issues in Rural California. Their extremely high data usage (106.80GB download) and significant OTT consumption (29.94GB) suggests streaming and connectivity problems in their area. They likely switched to Operator T's ""Operator T 5G unlimited"" plan, which has better rural coverage."
X9DB-6VKFM,9177502196,Churned,Customer Service,"**Customer Service Churn Insight:** This customer churned primarily due to service quality issues, evidenced by the extremely low satisfaction score (2/5) and high number of complaints (7) over a 25-month relationship. Despite subscribing to Operator B (Champion)'s premium ""Infinite Ultimate"" plan, they likely switched to Operator T's ""Go5G Military"" plan which offers dedicated customer care and comparable features."
