Customer Billing Account.CustomerBillingAccount.ID,Digital Identity.NetworkCredential.ID (MSISDN),Plan ID,productOffering.planType,Customer Plan Name,productOffering.businessType,productOffering.market segment,productOffering.customerType,Price,Activation Fee,Customer Subscription Start Date,Customer subscription end date,Length of customer relationship (In Months),Subscription Status,Time Since last purchase or engagement (In Months),Party.Party Demographic.PartyDemographicValue.value(Age),Party.Individual.gender,Party.Party Demographic.PartyDemographicValue.value(Income Level),Party.Party Demographic.PartyDemographicValue.value(Education),Individual.maritalStatus (Family Structure),Location.Geographic Place.GeographicState.name,Age Group,VIP Group,No Of Lines,Usage From Period,Usage To Period,Product.Networkproduct.ConsumptionSummary.value (Data Upload (In GB)),Product.Networkproduct.ConsumptionSummary.value (Data Download (In GB)),Product.Networkproduct.ConsumptionSummary.value Voice (in Minutes),Product.Networkproduct.ConsumptionSummary.value (SMS (In Numbers)),Product.Networkproduct.ConsumptionSummary.value (International Roaming Voice (In Minutes),Product.Networkproduct.ConsumptionSummary.value (International Roaming Data Upload (In GB)),Product.Networkproduct.ConsumptionSummary.value (International Romaing Data Download (In GB)),Product.Networkproduct.ConsumptionSummary.value (International Romaing SMS),Product.Networkproduct.ConsumptionSummary.value (Consumed OTT usage (In GB)),Product.Networkproduct.ConsumptionSummary.value (Cloud Storage),"Rating Group (Google, Youtube)",At Risk Customer(Based on usage or behaviour patterns),Number of Compaints Raised,Churn Category,Reason Of Churn,Churn Status,Churn Score,CLTV,Contract,Satisfaction Score (Out of 5)
98IY-6UAY5,9157984060,POCH030,voice and data,Infinite Ultimate,prepaid,Nurses,Family & CUG,50/line,35,03-Dec-22,17-Jan-25,25,Inactive,2,32,Female,Medium,College,Family,Las Vegas,Young,N,2,01-Jan-25,31-Jan-25,17.86,56.99,650,131,0,0.00,0.00,0,9.31,0,Google,No,6,Customer Service,Multiple unresolved complaints and poor customer service,Churned,89,3836,N,2
RK9I-PBQ83,9177249357,POCH023,voice and data,Infinite Ultimate,prepaid,General,Individual,90,35,27-Dec-23,03-Oct-24,9,Inactive,5,28,Female,Medium,College,Family,Rural California,Young,N,1,01-Jan-25,31-Jan-25,22.64,135.17,106,38,0,0.00,0.00,0,22.21,0,Google,No,5,Network Quality,Network coverage and speed issues in their location,Churned,80,5266,N,3
7L0F-Q45IE,9111294567,POCH031,voice and data,Infinite Ultimate,prepaid,Students,Individual,80,35,16-Nov-22,,28,Active,0,56,Female,High,College,Family,Los Angeles,Senior,Y,4,01-Jan-25,31-Jan-25,28.63,97.71,400,103,30,0.26,5.21,43,37.05,0,Google,No,1,,,Not Churned,17,9768,N,5
KCCH-KBTU1,9145820775,POCH045,voice and data,5GB Plan,prepaid,General,Individual,40,35,30-Apr-22,,35,Active,0,37,Female,Medium,College,Married,Las Vegas,Middle Aged,N,3,01-Jan-25,31-Jan-25,10.45,68.65,296,34,0,0.00,0.00,0,21.03,0,Google,Yes,2,,,At Risk,60,5381,N,2
Q9V7-Z51N0,9181184670,POCH045,voice and data,5GB Plan,prepaid,General,Individual,40,35,26-Sep-23,,18,Active,0,27,Female,Medium,Professional,Married,Las Vegas,Young,N,2,01-Jan-25,31-Jan-25,10.87,60.77,315,40,0,0.00,0.00,0,22.51,0,Google,Yes,2,,,At Risk,71,5289,N,4
PBHY-6W2XX,9107444937,POCH023,voice and data,Infinite Ultimate,prepaid,General,Individual,90,35,10-Mar-22,,37,Active,0,38,Male,High,College,Family,Los Angeles,Middle Aged,Y,1,01-Jan-25,31-Jan-25,24.88,175.93,372,186,73,0.58,6.30,47,20.39,0,Google,No,0,,,Not Churned,29,8280,N,4
4YS3-4YU7U,9166118445,POCH031,voice and data,Infinite Ultimate,prepaid,Students,Individual,80,35,26-Apr-23,,23,Active,0,62,Female,Medium,College,Married,Los Angeles,Senior,N,4,01-Jan-25,31-Jan-25,34.77,113.95,463,87,85,0.77,2.11,28,32.71,0,Youtube,No,0,,,Not Churned,20,4682,N,4
9GP3-C810J,9191089661,POCH031,voice and data,Infinite Ultimate,prepaid,Students,Individual,80,35,11-Sep-23,,18,Active,0,55,Male,High,College,Married,Los Angeles,Senior,Y,1,01-Jan-25,31-Jan-25,22.29,153.18,581,76,37,0.73,2.70,12,29.94,0,Google,No,0,,,Not Churned,9,8328,N,5
NG4C-T5LVS,9130320303,POCH045,voice and data,5GB Plan,prepaid,General,Individual,40,35,20-Jan-23,28-Aug-24,19,Inactive,7,45,Male,Medium,Professional,Married,Dallas,Middle Aged,N,4,01-Jan-25,31-Jan-25,11.45,74.28,436,78,0,0.00,0.00,0,7.99,0,Youtube,No,8,Customer Service,Multiple unresolved complaints and poor customer service,Churned,81,5304,N,2
KWJZ-LV1ZH,9163289042,POCH008,voice and data,Infinite Plus,prepaid,Nurses,Family & CUG,40/line,35,25-Jun-22,,33,Active,0,51,Female,High,College,Married,Los Angeles,Middle Aged,Y,1,01-Jan-25,31-Jan-25,25.18,111.48,414,105,55,0.67,5.05,15,33.25,0,Google,No,1,,,Not Churned,11,6442,N,5
9TJ7-JBD03,9134591879,POCH011,voice and data,Infinite Plus,prepaid,Military and veterans,Individual,70,35,25-Jan-23,09-Nov-24,21,Inactive,4,60,Female,High,Professional,Family,Los Angeles,Senior,Y,2,01-Jan-25,31-Jan-25,17.42,72.74,560,178,0,0.00,0.00,0,9.68,0,Youtube,No,6,Customer Service,Multiple unresolved complaints and poor customer service,Churned,85,9484,N,1
J4J9-38QW8,9160154453,POCH031,voice and data,Infinite Ultimate,prepaid,Students,Individual,80,35,10-Apr-23,,23,Active,0,26,Female,Medium,College,Married,Dallas,Young,N,3,01-Jan-25,31-Jan-25,12.37,73.23,346,50,0,0.00,0.00,0,11.20,0,Google,Yes,1,,,At Risk,74,4142,N,3
TZ7M-5ETUZ,9181729420,POCH023,voice and data,Infinite Ultimate,prepaid,General,Individual,90,35,06-May-22,15-Dec-24,31,Inactive,3,45,Female,Medium,College,Family,Dallas,Middle Aged,N,2,01-Jan-25,31-Jan-25,12.57,90.97,490,107,0,0.00,0.00,0,15.14,0,Google,No,10,Customer Service,Multiple unresolved complaints and poor customer service,Churned,74,5400,N,1
