account_id,msisdn,churn_status,profile_type,insight
3K78-J7MS7,9143815547,Churned,Network Quality,"**Network Quality Churn Insight:** This high-value customer ($8713 CLTV) churned despite subscribing to Operator B (Champion)'s premium ""Infinite Plus"" plan due to network issues in Rural California. Their extremely high data usage (145.88GB download) and significant OTT consumption (20.66GB) suggests streaming and connectivity problems in their area. They likely switched to Operator T's ""Operator T 5G unlimited"" plan, which has better rural coverage."
MGE0-KBFHZ,9187226930,Churned,Network Quality,"**Network Quality Churn Insight:** This high-value customer ($6632 CLTV) churned despite subscribing to Operator B (Champion)'s premium ""Infinite Ultimate"" plan due to network issues in Rural Texas. Their extremely high data usage (89.68GB download) and significant OTT consumption (26.72GB) suggests streaming and connectivity problems in their area. They likely switched to Operator T's ""Operator T 5G unlimited"" plan, which has better rural coverage."
9H7A-JV98D,9148116603,Churned,Feature Deficiency,"**Feature Deficiency Churn Insight:** Customer churned from Operator B (Champion)'s ""Infinite Plus"" Individual plan due to feature limitations despite acceptable satisfaction score (2/5). Analysis shows heavy international usage (81 minutes, 1.95GB total international data) and high OTT consumption (13.09GB), suggesting they switched to Operator T's ""Go5G Plus 55"" plan which offers better international coverage and streaming quality."
QXXY-WZHVZ,9138207514,Churned,Price Sensitive,"**Price-Sensitive Churn Insight:** Customer churned from Operator B (Champion)'s ""5GB Plan"" ($40) due to price sensitivity. Analysis suggests they likely switched to Operator C's ""$15 Smartphone Plan"" which offers similar basic functionality at a significantly lower price point ($15 vs $40)."
0PP2-WW9I1,9195982026,At Risk,At Risk,"**At-Risk Customer Insight:** This medium-value customer ($3308 CLTV) shows moderate churn risk (Score: 67) despite having no immediate issues. The moderate satisfaction score (4/5) and average complaints (1) indicate potential dissatisfaction with value received for the $70 price point for Operator B (Champion)'s ""Infinite Plus"" plan. Competitor Operator T offers ""Go5G Military"" plan with better military discounts at $30, making this customer vulnerable to targeted competitor offers."
9V0V-PW2UZ,9104350411,Churned,Network Quality,"**Network Quality Churn Insight:** This high-value customer ($6360 CLTV) churned despite subscribing to Operator B (Champion)'s premium ""Infinite Ultimate"" plan due to network issues in Rural Texas. Their extremely high data usage (146.98GB download) and significant OTT consumption (24.93GB) suggests streaming and connectivity problems in their area. They likely switched to Operator T's ""Operator T 5G unlimited"" plan, which has better rural coverage."
4NSM-LJDBF,9184225523,At Risk,At Risk,"**At-Risk Customer Insight:** This medium-value customer ($4797 CLTV) shows moderate churn risk (Score: 75) despite having no immediate issues. The moderate satisfaction score (3/5) and average complaints (2) indicate potential dissatisfaction with value received for the $40 price point for Operator B (Champion)'s ""5GB Plan"" plan. Competitor Operator T offers ""Go5G Military"" plan with better military discounts at $30, making this customer vulnerable to targeted competitor offers."
1OCW-I57IP,9118921626,Churned,Network Quality,"**Network Quality Churn Insight:** This high-value customer ($5004 CLTV) churned despite subscribing to Operator B (Champion)'s premium ""Infinite Ultimate"" plan due to network issues in Rural California. Their extremely high data usage (143.09GB download) and significant OTT consumption (23.56GB) suggests streaming and connectivity problems in their area. They likely switched to Operator T's ""Operator T 5G unlimited"" plan, which has better rural coverage."
GXZM-IBX7B,9194077398,Churned,Price Sensitive,"**Price-Sensitive Churn Insight:** Customer churned from Operator B (Champion)'s ""Infinite Ultimate"" ($50/line) due to price sensitivity. Analysis suggests they likely switched to Operator C's ""$15 Smartphone Plan"" which offers similar basic functionality at a significantly lower price point ($15 vs $50/line)."
F5EH-9HZXB,9144051817,Churned,Feature Deficiency,"**Feature Deficiency Churn Insight:** Customer churned from Operator B (Champion)'s ""5GB Plan"" Individual plan due to feature limitations despite acceptable satisfaction score (2/5). Analysis shows heavy international usage (61 minutes, 6.90GB total international data) and high OTT consumption (11.92GB), suggesting they switched to Operator T's ""Go5G Plus 55"" plan which offers better international coverage and streaming quality."
GJ5R-JYCU0,9106982462,At Risk,At Risk,"**At-Risk Customer Insight:** This medium-value customer ($4291 CLTV) shows moderate churn risk (Score: 78) despite having no immediate issues. The moderate satisfaction score (2/5) and average complaints (2) indicate potential dissatisfaction with value received for the $40/line price point for Operator B (Champion)'s ""Infinite Plus"" plan. Competitor Operator T offers ""Go5G Military"" plan with better military discounts at $30, making this customer vulnerable to targeted competitor offers."
50EZ-OLCMS,9189818995,Churned,Network Quality,"**Network Quality Churn Insight:** This high-value customer ($5789 CLTV) churned despite subscribing to Operator B (Champion)'s premium ""Infinite Ultimate"" plan due to network issues in Rural Texas. Their extremely high data usage (130.76GB download) and significant OTT consumption (19.43GB) suggests streaming and connectivity problems in their area. They likely switched to Operator T's ""Operator T 5G unlimited"" plan, which has better rural coverage."
KOGM-3RYDC,9136153058,Churned,Feature Deficiency,"**Feature Deficiency Churn Insight:** Customer churned from Operator B (Champion)'s ""Infinite Plus"" Family & CUG plan due to feature limitations despite acceptable satisfaction score (3/5). Analysis shows heavy international usage (86 minutes, 4.25GB total international data) and high OTT consumption (20.23GB), suggesting they switched to Operator T's ""Go5G Plus 55"" plan which offers better international coverage and streaming quality."
34OI-RIA1F,9141662634,Churned,Network Quality,"**Network Quality Churn Insight:** This high-value customer ($10988 CLTV) churned despite subscribing to Operator B (Champion)'s premium ""Infinite Ultimate"" plan due to network issues in Rural California. Their extremely high data usage (131.91GB download) and significant OTT consumption (17.51GB) suggests streaming and connectivity problems in their area. They likely switched to Operator T's ""Operator T 5G unlimited"" plan, which has better rural coverage."
FDEK-9AASH,9132489854,At Risk,At Risk,"**At-Risk Customer Insight:** This medium-value customer ($5289 CLTV) shows moderate churn risk (Score: 77) despite having no immediate issues. The moderate satisfaction score (2/5) and average complaints (2) indicate potential dissatisfaction with value received for the $90 price point for Operator B (Champion)'s ""Infinite Ultimate"" plan. Competitor Operator T offers ""Go5G Military"" plan with better military discounts at $30, making this customer vulnerable to targeted competitor offers."
KUMV-F85ZP,9175866292,Churned,Customer Service,"**Customer Service Churn Insight:** This customer churned primarily due to service quality issues, evidenced by the extremely low satisfaction score (1/5) and high number of complaints (7) over a 17-month relationship. Despite subscribing to Operator B (Champion)'s premium ""5GB Plan"" plan, they likely switched to Operator T's ""Go5G Military"" plan which offers dedicated customer care and comparable features."
Q8JS-TIX7G,9168713594,Churned,Network Quality,"**Network Quality Churn Insight:** This high-value customer ($10435 CLTV) churned despite subscribing to Operator B (Champion)'s premium ""Infinite Ultimate"" plan due to network issues in Rural California. Their extremely high data usage (80.98GB download) and significant OTT consumption (21.26GB) suggests streaming and connectivity problems in their area. They likely switched to Operator T's ""Operator T 5G unlimited"" plan, which has better rural coverage."
FTJC-KQOWW,9143666105,Not Churned,Loyal Customer,"**Loyal Customer Insight:** This high-value individual plan customer ($4453 CLTV) shows strong loyalty indicators with excellent satisfaction (4/5) and minimal complaints (1) despite heavy usage across all services. They fully utilize the premium features of Operator B (Champion)'s ""Infinite Ultimate"" plan including high data consumption (117.06GB), international usage, and extensive OTT streaming (33.93GB), justifying the premium price point. They have not been tempted by Operator A or Operator T's competing family plans."
8H0K-9JGKT,9160187592,Not Churned,Loyal Customer,"**Loyal Customer Insight:** This high-value individual plan customer ($3811 CLTV) shows strong loyalty indicators with excellent satisfaction (4/5) and minimal complaints (1) despite heavy usage across all services. They fully utilize the premium features of Operator B (Champion)'s ""Infinite Plus"" plan including high data consumption (182.26GB), international usage, and extensive OTT streaming (23.07GB), justifying the premium price point. They have not been tempted by Operator A or Operator T's competing family plans."
N0SP-R6CSV,9116013525,Churned,Network Quality,"**Network Quality Churn Insight:** This high-value customer ($4481 CLTV) churned despite subscribing to Operator B (Champion)'s premium ""5GB Plan"" plan due to network issues in Rural Texas. Their extremely high data usage (105.49GB download) and significant OTT consumption (15.15GB) suggests streaming and connectivity problems in their area. They likely switched to Operator T's ""Operator T 5G unlimited"" plan, which has better rural coverage."
